,locusId,desc,HighCO2_log2AbundanceChange_rep1,LowCO2_log2AbundanceChange_rep1,HighCO2Log_log2AbundanceChange_rep2,LowCO2_log2AbundanceChange_rep2,High CO2 Requiring
246,HNEAP_RS01420,DUF692 domain-containing protein,0.022899531,0.040339017,0.083718501,0.190348577,FALSE
247,HNEAP_RS01430,thioredoxin domain-containing protein,0.056023783,0.159405469,-0.092898991,0.034628753,FALSE
248,HNEAP_RS01435,fatty acid hydroxylase,0.030763482,-0.107563565,-0.042241867,-0.02594245,FALSE
249,HNEAP_RS01440,DUF4124 domain-containing protein,0.14351576,0.070806144,-0.026776995,0.019030367,FALSE
250,HNEAP_RS01445,aminoglycoside phosphotransferase,-0.227704916,-0.370828271,-0.110912975,-0.384080425,FALSE
251,HNEAP_RS01450,Zn-dependent hydrolase,-0.05325008,-0.004377267,-0.125301285,-0.009776641,FALSE
252,HNEAP_RS01455,pyridine nucleotide-disulfide oxidoreductase,0.070831935,0.073052087,0.060380015,0.062558936,FALSE
253,HNEAP_RS01460,DNA helicase RecQ,0.012279736,-0.020113294,-0.055702135,-0.004835974,FALSE
254,HNEAP_RS01465,hypothetical protein,0.170281159,0.047782637,-0.080194393,-0.128583792,FALSE
255,HNEAP_RS01470,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,-0.003203237,-0.696368358,0.02259225,-0.751421954,FALSE
256,HNEAP_RS01475,peptidase S16,0.012514871,0.006142032,-0.118307617,-0.052421961,FALSE
257,HNEAP_RS01480,thiol reductase thioredoxin,-0.130938669,-0.002899508,0.176270498,-0.082197886,FALSE
258,HNEAP_RS01485,AEC family transporter,-0.138212648,0.025958282,0.082902263,0.191867879,FALSE
259,HNEAP_RS01490,FKBP-type peptidylprolyl isomerase,-0.604931251,-0.234574106,,,FALSE
260,HNEAP_RS01495,peptidase M61 domain-containing protein,-0.375974074,-0.300882566,-0.534007465,-0.324846592,FALSE
261,HNEAP_RS01530,elongation factor Tu,-0.37296689,-0.879108852,-0.875204334,-0.785431388,FALSE
262,HNEAP_RS01735,hypothetical protein,0.20643159,0.274588903,-0.250516573,-0.100551353,FALSE
263,HNEAP_RS01740,excinuclease ABC subunit UvrB,-0.162371045,-0.152537619,-0.015801826,0.006964604,FALSE
264,HNEAP_RS01750,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,-0.09989938,-0.083545264,-0.008632464,0.037958986,FALSE
265,HNEAP_RS01760,recombinase RecA,-0.508714178,-0.483082696,-0.582016532,-0.942765553,FALSE
266,HNEAP_RS01765,regulatory protein RecX,0.207233198,0.29202371,0.006778712,-0.019092523,FALSE
267,HNEAP_RS01785,ammonium transporter,-0.342407796,-0.310145661,-0.073885265,-0.04942139,FALSE
268,HNEAP_RS01810,hypothetical protein,-0.070601671,-0.007236381,-0.01654349,0.175280947,FALSE
269,HNEAP_RS01820,hypothetical protein,0.017344238,0.204763972,0.152707835,0.082261427,FALSE
270,HNEAP_RS01825,hypothetical protein,-0.402894895,-0.808627329,-0.735609698,-0.787276185,FALSE
271,HNEAP_RS01850,hypothetical protein,-0.041529452,-0.032549592,-0.004438896,0.055948437,FALSE
272,HNEAP_RS01855,ShlB/FhaC/HecB family hemolysin secretion/activation protein,0.036870773,-0.066868072,0.02478509,0.035980715,FALSE
273,HNEAP_RS01860,addiction module antidote protein  HigA family,0.098787981,-0.174348292,,,FALSE
274,HNEAP_RS01870,hypothetical protein,0.176814561,0.152296066,0.209082943,0.267051066,FALSE
275,HNEAP_RS01875,hypothetical protein,0.014000511,0.159199061,-0.153781217,-0.166955317,FALSE
276,HNEAP_RS01885,DUF302 domain-containing protein,0.002399252,-0.00498443,0.061538879,0.00981958,FALSE
277,HNEAP_RS01890,aromatic hydrocarbon degradation membrane protein,-0.128563533,-0.143399405,-0.02558128,-0.122329565,FALSE
278,HNEAP_RS01900,hypothetical protein,0.044827533,0.014749486,0.122093289,0.181732409,FALSE
279,HNEAP_RS01905,translational GTPase TypA,-1.757520873,-2.476929642,-2.479736102,-1.434519057,FALSE
280,HNEAP_RS01920,trigger factor,-0.415157077,-0.330968407,-0.175456564,-0.29938573,FALSE
281,HNEAP_RS01925,ATP-dependent Clp endopeptidase  proteolytic subunit ClpP,-0.681294246,-0.278017233,-0.977575861,-0.479319983,FALSE
282,HNEAP_RS01930,ATP-dependent Clp protease ATP-binding subunit ClpX,-0.321992396,-0.31273893,-0.267714099,-0.196774908,FALSE
283,HNEAP_RS01935,endopeptidase La,-1.194595449,-0.971138854,-0.889713062,-1.391402225,FALSE
284,HNEAP_RS01940,HU family DNA-binding protein,-0.775675595,-0.677180727,0.166086347,-0.533165915,FALSE
285,HNEAP_RS01945,peptidyl-prolyl cis-trans isomerase,0.049309027,-0.225920542,-0.897387075,-1.22484544,FALSE
286,HNEAP_RS01955,ABC transporter substrate-binding protein,-0.014940912,-0.055992157,-0.160108908,-0.105225198,FALSE
287,HNEAP_RS01960,hypothetical protein,-0.072003675,0.049637053,0.141284375,0.048590298,FALSE
288,HNEAP_RS01965,FMN-binding negative transcriptional regulator,0.109165199,0.115853844,0.237507522,0.243729709,FALSE
289,HNEAP_RS01970,microcin C ABC transporter permease YejB,-0.068703295,0.013145552,0.145808917,0.14417364,FALSE
290,HNEAP_RS01975,ABC transporter permease,-0.081070565,-0.022624131,0.075775062,0.051951082,FALSE
291,HNEAP_RS01980,YkgJ family cysteine cluster protein,0.026318783,-0.004410403,0.232242131,0.064432897,FALSE
292,HNEAP_RS01985,ABC transporter substrate-binding protein,-0.066667333,-0.043933473,0.263740584,0.182339644,FALSE
293,HNEAP_RS01990,DUF1255 domain-containing protein,0.031049379,0.095618172,0.045191689,0.067257393,FALSE
294,HNEAP_RS01995,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase,-0.580422945,-0.777181079,-0.519296913,-0.542774438,FALSE
295,HNEAP_RS02000,metal-dependent phosphohydrolase,0.035827787,-0.085412401,0.104637519,0.129995185,FALSE
296,HNEAP_RS02005,single-stranded-DNA-specific exonuclease RecJ,-0.033511031,0.060698422,0.093225512,0.050048628,FALSE
297,HNEAP_RS02010,exopolyphosphatase,-0.024592672,-0.170090329,0.056061397,0.052111036,FALSE
298,HNEAP_RS02040,thioredoxin family protein,-0.036064383,-0.014635393,-0.042311924,-0.042833528,FALSE
299,HNEAP_RS02045,hypothetical protein,-0.151514149,-0.019155899,0.140972454,-0.15748003,FALSE
300,HNEAP_RS02050,IS630 family transposase,0.001458772,0.014682086,0.077463542,-0.05525875,FALSE
301,HNEAP_RS02070,SPFH/Band 7/PHB domain protein,-0.169049621,-0.0827881,-0.023561085,0.041116879,FALSE
302,HNEAP_RS02075,hypothetical protein,0.123031928,0.103758197,-0.214449265,-0.368711872,FALSE
303,HNEAP_RS02080,NfeD family protein,-0.758458001,-0.359902299,-0.986857447,-0.497861823,FALSE
304,HNEAP_RS02090,16S rRNA (uracil(1498)-N(3))-methyltransferase,0.046315892,-0.059318337,0.075026343,0.03364047,FALSE
305,HNEAP_RS02110,hypothetical protein,-0.121421307,-0.016770064,-0.04982642,-0.070755781,FALSE
306,HNEAP_RS02115,lipid hydroperoxide peroxidase,0.090143981,-0.120642854,0.038593789,0.000289516,FALSE
307,HNEAP_RS02120,fructokinase,-0.120445534,0.009115451,0.052010609,-0.031484932,FALSE
308,HNEAP_RS02125,arsenical efflux pump membrane protein ArsB,-0.016151741,0.059854154,0.041977497,-0.070755495,FALSE
309,HNEAP_RS02130,exodeoxyribonuclease VII large subunit,0.070361301,0.000536519,-0.008749828,-0.068381899,FALSE
310,HNEAP_RS02135,cytoplasmic domain of flagellar protein FhlB-like protein,-0.094731956,-0.102572027,-0.14024093,-0.252731085,FALSE
311,HNEAP_RS02140,flagellar hook-length control protein FliK,-0.009299581,-0.064047713,0.210929741,0.157252626,FALSE
312,HNEAP_RS02145,sigma-54-dependent Fis family transcriptional regulator,0.089509224,-0.022744482,0.153768832,0.081387934,FALSE
313,HNEAP_RS02150,flagellar hook-basal body complex protein FliE,-0.213335947,-0.262796852,0.281632404,0.227140868,FALSE
314,HNEAP_RS02155,flagellar M-ring protein FliF,-0.017672569,-0.082355374,0.08158424,0.048559209,FALSE
315,HNEAP_RS02160,flagellar motor switch protein FliG,-0.074658178,-0.08158724,0.068208945,-0.031337697,FALSE
316,HNEAP_RS02165,flagellar assembly protein FliH,-0.262726038,-0.176188761,-0.389865208,-0.356297404,FALSE
317,HNEAP_RS02170,flagellar protein export ATPase FliI,-0.499798649,-0.397680896,-0.325038189,-0.450373905,FALSE
318,HNEAP_RS02175,hypothetical protein,-0.015252614,-0.038936974,0.052945655,-0.041439921,FALSE
319,HNEAP_RS02180,flagellar hook-length control protein FliK,0.124738349,-0.069319287,-0.007127412,-0.158081099,FALSE
320,HNEAP_RS02185,histone family protein nucleoid-structuring protein H-NS,-1.075652797,-1.212188135,-1.152807388,-0.800706039,FALSE
321,HNEAP_RS02270,hypothetical protein,0.115377996,0.24611238,-0.183598387,-0.063125297,FALSE
322,HNEAP_RS02275,RES domain-containing protein,0.002959532,-0.011807541,-0.12623974,-0.075372793,FALSE
323,HNEAP_RS02305,sel1 repeat family protein,-0.125921582,-0.087709462,-0.02970648,-0.050738125,FALSE
324,HNEAP_RS02310,cardiolipin synthase,-0.33460189,-0.317527587,-0.391016148,-0.668393591,FALSE
325,HNEAP_RS02315,short-chain dehydrogenase/reductase,-0.045809514,-0.11805098,-0.116387027,0.096664001,FALSE
326,HNEAP_RS02320,BAX inhibitor (BI)-1/YccA family protein,0.122370053,0.11083757,0.11010503,0.013272277,FALSE
327,HNEAP_RS02325,hypothetical protein,0.39174804,0.130759332,0.354447074,0.293409441,FALSE
328,HNEAP_RS02330,CBS domain-containing protein,0.05580224,0.079175194,-0.135182741,-0.13990324,FALSE
329,HNEAP_RS02335,HPP family protein,0.114842635,0.107008485,0.002070487,-0.12575933,FALSE
330,HNEAP_RS02340,methyl-accepting chemotaxis protein,0.063638613,0.035175262,0.059808913,0.01977038,FALSE
331,HNEAP_RS02345,IclR family transcriptional regulator,-0.110148795,0.01201719,-0.095748818,0.015505575,FALSE
332,HNEAP_RS02350,DUF3429 domain-containing protein,-0.085639735,-0.009520424,-0.421688916,0.021836447,FALSE
333,HNEAP_RS02355,DUF502 domain-containing protein,-0.325112119,-0.255226883,-0.066798681,-0.25856579,FALSE
334,HNEAP_RS02370,sodium/hydrogen exchanger,0.086029905,-0.077055384,0.059946374,-0.075090438,FALSE
335,HNEAP_RS02390,integrase,0.034642919,-0.015033384,-0.090898135,-0.078664162,FALSE
336,HNEAP_RS02400,hypothetical protein,-0.043732874,-0.216030418,-0.014039399,0.084442271,FALSE
337,HNEAP_RS02425,AlpA family phage regulatory protein,0.077715629,-0.049615283,-0.015171437,0.086409368,FALSE
338,HNEAP_RS02430,NAD(P)-dependent oxidoreductase,-0.045854396,0.128421542,0.114291884,0.130449587,FALSE
339,HNEAP_RS02440,ABC transporter permease,-0.24183109,-0.674328588,-0.603167178,-0.724362577,FALSE
340,HNEAP_RS02445,ABC transporter ATP-binding protein,0.054185044,-0.585691408,-0.667072732,-1.015074275,FALSE
341,HNEAP_RS02450,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,0.174371799,0.10020142,0.206522522,0.037894828,FALSE
342,HNEAP_RS02455,phosphomannomutase/phosphoglucomutase,0.162331717,0.031524011,0.040702967,-0.13808376,FALSE
343,HNEAP_RS02460,hypothetical protein,-0.099223335,-0.063976812,0.176003174,0.194675162,FALSE
344,HNEAP_RS02470,GDP-mannose 4 6-dehydratase,0.13635269,-0.006282182,0.179656641,0.077942423,FALSE
345,HNEAP_RS02475,GDP-6-deoxy-D-lyxo-4-hexulose reductase,0.052775129,0.045177063,-0.145047731,-0.117422515,FALSE
346,HNEAP_RS02480,glycosyltransferase family 1 protein,0.204692884,0.155120454,0.03264092,0.088080304,FALSE
347,HNEAP_RS02485,group 1 glycosyl transferase,0.024821511,0.013525474,-0.066542544,-0.087824653,FALSE
348,HNEAP_RS02490,undecaprenyl-phosphate glucose phosphotransferase,0.08402261,0.060137678,-0.083724742,0.053250376,FALSE
349,HNEAP_RS02495,nucleotidyltransferase family protein,-0.709354886,-0.92913002,-0.739619568,-0.54068669,FALSE
350,HNEAP_RS02500,TolC family type I secretion outer membrane protein,-0.615777195,-0.464867698,-0.640842193,-0.619807087,FALSE
351,HNEAP_RS02515,peroxiredoxin,-0.046421847,0.157747962,-0.183804934,0.058026534,FALSE
352,HNEAP_RS02525,hypothetical protein,0.032691857,0.071987111,0.298304818,0.309617274,FALSE
353,HNEAP_RS02530,cation transporter,-0.074001477,0.060163425,-0.042470913,0.093138651,FALSE
354,HNEAP_RS02535,DUF1244 domain-containing protein,0.06184904,-0.010578086,-0.180970577,-0.154291353,FALSE
355,HNEAP_RS02540,BolA family transcriptional regulator,0.119338773,0.032573806,0.098968952,0.040090618,FALSE
356,HNEAP_RS02545,ribonuclease D,-0.085006646,-0.017185011,0.005100412,-0.019441456,FALSE
357,HNEAP_RS02550,peptidyl-prolyl cis-trans isomerase,0.046867922,-0.10944603,-0.087914717,-0.212813204,FALSE
358,HNEAP_RS02585,response regulator,0.438529196,0.137953199,0.478991186,0.229808292,FALSE
359,HNEAP_RS02595,methyl-accepting chemotaxis sensory transducer,0.775068211,0.469300363,0.94669232,0.757082743,FALSE
360,HNEAP_RS02600,signal transduction histidine kinase,0.733429649,0.449883233,0.862606013,0.703981547,FALSE
361,HNEAP_RS02605,hypothetical protein,0.315518764,0.107821414,0.249151832,0.296429364,FALSE
362,HNEAP_RS02610,hypothetical protein,0.344332012,0.253752081,0.025932956,0.102160595,FALSE
363,HNEAP_RS02615,TonB-dependent receptor,0.014517737,0.034709314,0.0515895,0.056342964,FALSE
364,HNEAP_RS02620,ADP compounds hydrolase NudE,0.333166963,0.145358079,0.094664296,0.034721754,FALSE
365,HNEAP_RS02625,3'(2') 5'-bisphosphate nucleotidase,0.081204822,0.018648141,0.108862094,0.009594459,FALSE
366,HNEAP_RS02635,MFS transporter,0.002173063,0.10805246,0.000327385,0.086344031,FALSE
367,HNEAP_RS02640,YebC/PmpR family DNA-binding transcriptional regulator,-0.318985879,-0.397795004,-0.090177137,-0.148602396,FALSE
368,HNEAP_RS02660,tol-pal system-associated acyl-CoA thioesterase,0.167395422,-0.061364795,0.040486776,0.025413204,FALSE
369,HNEAP_RS02685,tol-pal system protein YbgF,-0.291328448,-0.336009724,-0.084050005,-0.217848412,FALSE
370,HNEAP_RS02690,7-carboxy-7-deazaguanine synthase QueE,-0.026281108,-0.274614112,-0.169776117,0.029549398,FALSE
371,HNEAP_RS02695,7-cyano-7-deazaguanine synthase QueC,-0.212379526,-0.252207173,-0.166768026,-0.249967774,FALSE
372,HNEAP_RS02730,hypothetical protein,-0.231227702,-0.095467543,-0.227701463,0.131133966,FALSE
373,HNEAP_RS02735,hypothetical protein,0.110598113,0.024872059,-0.138844729,0.094763668,FALSE
374,HNEAP_RS02740,cytochrome c,0.295895891,0.268997358,0.058032867,0.111949593,FALSE
375,HNEAP_RS02745,purine or other phosphorylase family 1,0.079989822,0.149558589,-0.194257061,-0.12104114,FALSE
376,HNEAP_RS02750,adenine phosphoribosyltransferase,0.113867005,-0.041035207,-0.038114344,-0.126279014,FALSE
377,HNEAP_RS02755,Smr protein/MutS2,0.159714308,0.457114773,0.005074335,-0.098637166,FALSE
378,HNEAP_RS02765,protein-L-isoaspartate(D-aspartate) O-methyltransferase,0.010611401,-0.064503065,0.020744343,0.081407737,FALSE
379,HNEAP_RS02770,DedA family protein,0.175233823,0.161333068,0.03163406,-0.105387759,FALSE
380,HNEAP_RS02775,hypothetical protein,1.114892843,0.692060959,0.824949921,0.466449378,FALSE
381,HNEAP_RS02785,hypothetical protein,0.023888888,-0.684992207,0.007680324,0.036606229,FALSE
382,HNEAP_RS02790,zinc transporter ZntB,0.000919138,0.209823324,0.010189494,0.084644164,FALSE
383,HNEAP_RS02795,class I SAM-dependent methyltransferase,0.001732312,0.010379459,-0.064258006,-0.051664238,FALSE
384,HNEAP_RS02800,Fur family transcriptional regulator,-0.157645324,-0.070050478,0.013850645,0.114455552,FALSE
385,HNEAP_RS02805,MBL fold metallo-hydrolase,0.022903716,0.025190442,-0.184591633,0.0938554,FALSE
386,HNEAP_RS02810,hypothetical protein,-0.016912155,-0.204465862,-0.129322511,-0.578153803,FALSE
387,HNEAP_RS02815,hypothetical protein,-0.142433795,-0.07635524,0.340271022,0.09882635,FALSE
388,HNEAP_RS02825,hypothetical protein,-0.048672074,-0.084985795,0.026753549,0.06455835,FALSE
389,HNEAP_RS02830,sulfurtransferase,0.165020771,0.15056589,0.01428097,0.054364086,FALSE
390,HNEAP_RS02855,exodeoxyribonuclease V subunit gamma,-0.548590436,-0.550199056,-0.647508049,-0.561983068,FALSE
391,HNEAP_RS02860,GGDEF domain-containing protein,0.069112111,0.166242132,0.171333268,0.12977081,FALSE
392,HNEAP_RS02875,hypothetical protein,-0.049444033,-0.025228854,0.038680812,0.033949253,FALSE
393,HNEAP_RS02880,ABC transporter ATP-binding protein,0.090948671,0.061389451,0.028737468,0.08178611,FALSE
394,HNEAP_RS02885,hypothetical protein,-0.159220238,-0.056557274,0.114857787,0.218357353,FALSE
395,HNEAP_RS02895,MarC family protein,-0.002965078,0.100301344,0.220793018,0.200789716,FALSE
396,HNEAP_RS02900,phosphatidylethanolamine N-methyltransferase,0.097723232,0.013275454,0.048544326,0.201762317,FALSE
397,HNEAP_RS02905,biopolymer transporter ExbD,0.210804959,0.038193062,-0.031451396,0.193426651,FALSE
398,HNEAP_RS02910,MotA/TolQ/ExbB proton channel family protein,-0.095767179,0.158830204,-0.160320142,-0.137857858,FALSE
399,HNEAP_RS02920,catecholate siderophore receptor Fiu,-0.055964178,0.084869921,0.020404988,0.031618621,FALSE
400,HNEAP_RS02925,Fe2+-dependent dioxygenase,-0.048697029,0.041560215,-0.126181181,0.116072469,FALSE
401,HNEAP_RS02935,glucan biosynthesis protein D,0.061943031,0.058053982,-0.042291769,-0.002287933,FALSE
402,HNEAP_RS02940,glucans biosynthesis glucosyltransferase MdoH,0.018222806,0.00015609,-0.097911246,0.003582597,FALSE
403,HNEAP_RS02945,hypothetical protein,0.108132893,-0.01962029,-0.073690759,0.057600433,FALSE
404,HNEAP_RS02950,glucan biosynthesis protein G,0.090677333,-0.040197195,0.07870099,0.04562685,FALSE
405,HNEAP_RS02960,DUF465 domain-containing protein,-0.193634859,0.209096233,-0.30729588,-0.145704522,FALSE
406,HNEAP_RS03000,complex I NDUFA9 subunit family protein,0.064476738,0.136013441,0.143317586,0.056078672,FALSE
407,HNEAP_RS03005,membrane protein,-0.021518883,0.150950894,-0.139524019,-0.110567686,FALSE
408,HNEAP_RS03010,membrane protein,0.028979406,0.147227155,0.035449597,-0.022534788,FALSE
409,HNEAP_RS03015,pyridine nucleotide-disulfide oxidoreductase,0.08633003,0.255466917,0.091289289,0.103991374,FALSE
410,HNEAP_RS03025,50S ribosomal protein L3 N(5)-glutamine methyltransferase,0.014313614,-0.008291897,-0.163082485,-0.149653452,FALSE
411,HNEAP_RS03035,hypothetical protein,-0.064590379,-0.029992386,0.164329423,0.127965512,FALSE
412,HNEAP_RS03040,diguanylate cyclase,0.098468464,-0.02401261,0.260495092,0.217681214,FALSE
413,HNEAP_RS03055,TatD family deoxyribonuclease,-0.096860434,0.11999382,0.004642437,0.40065706,FALSE
414,HNEAP_RS03070,hypothetical protein,0.026496195,0.035460234,0.203706695,0.361397876,FALSE
415,HNEAP_RS03075,hypothetical protein,0.252117221,0.25115943,0.329587269,0.227857929,FALSE
416,HNEAP_RS03095,type I restriction-modification protein subunit M,0.083777393,0.105603906,0.032637606,0.027505561,FALSE
417,HNEAP_RS03110,hypothetical protein,0.093974341,0.04830525,0.031624287,0.02788313,FALSE
418,HNEAP_RS03115,restriction endonuclease subunit R,-0.04162482,-0.019582137,0.038502566,0.096228556,FALSE
419,HNEAP_RS03145,DUF3417 domain-containing protein,-0.021543846,0.032743213,0.04134024,0.057865549,FALSE
420,HNEAP_RS03150,flagellin,-0.198182265,-0.062905326,-0.18846644,-0.29346846,FALSE
421,HNEAP_RS03155,flagellar protein FlaG,0.10359518,0.137391865,-0.163219202,-0.126558212,FALSE
422,HNEAP_RS03160,flagellar hook-associated 2 domain-containing protein,-0.012185242,-0.167183037,-0.122034433,-0.163083274,FALSE
423,HNEAP_RS03165,flagellar export chaperone FliS,-0.107755314,-0.348844475,0.211104229,-0.224805554,FALSE
424,HNEAP_RS03170,hypothetical protein,-0.05826842,-0.043325838,0.01314808,0.238284809,FALSE
425,HNEAP_RS03175,hypothetical protein,-0.194140244,-0.194078583,-0.073921071,-0.210911491,FALSE
426,HNEAP_RS03180,NAD-dependent dehydratase,-0.327348345,-0.222462924,-0.423950387,-0.232973324,FALSE
427,HNEAP_RS03185,aminotransferase DegT,-0.513867,-0.225810748,-0.392279809,-0.292701632,FALSE
428,HNEAP_RS03190,UDP-N-acetylglucosamine 2-epimerase (hydrolyzing),-1.083823669,-1.228455055,-1.490486939,-1.930880972,FALSE
429,HNEAP_RS03195,N-acetylneuraminate synthase,-0.535437124,-0.253115606,-0.125883845,-0.243353637,FALSE
430,HNEAP_RS03200,sugar O-acyltransferase  sialic acid O-acetyltransferase NeuD family,-0.686522716,-0.790916009,0.125752417,-0.600473691,FALSE
431,HNEAP_RS03205,alcohol dehydrogenase,-0.291664549,-0.244372916,-0.224326799,-0.194299233,FALSE
432,HNEAP_RS03210,acylneuraminate cytidylyltransferase family protein,-0.061385193,0.057266088,-0.23741865,-0.018219436,FALSE
433,HNEAP_RS03220,DUF4124 domain-containing protein,0.289953737,0.152841079,0.270889653,0.225556316,FALSE
434,HNEAP_RS03230,DUF302 domain-containing protein,-1.115781038,-0.832500943,-1.454408342,-0.943797783,FALSE
435,HNEAP_RS03235,amino acid-binding ACT domain-containing protein,0.233665172,0.324039251,-0.089958772,0.301128717,FALSE
436,HNEAP_RS03240,peroxiredoxin,-0.221978642,-0.23943365,0.008493838,-0.132174431,FALSE
437,HNEAP_RS03245,phosphate starvation protein PhoH,-0.273036952,-0.158548459,0.216930147,-0.064082085,FALSE
438,HNEAP_RS03255,hypothetical protein,0.125667457,0.192141569,0.083299763,0.05817102,FALSE
439,HNEAP_RS03260,alpha/beta hydrolase,0.046235322,-0.020860991,-0.228489373,-0.016447819,FALSE
440,HNEAP_RS03265,ribonuclease T,-0.223621745,-0.207652998,-0.238454186,-0.219041094,FALSE
441,HNEAP_RS03275,TIGR00341 family protein,0.055199141,0.132104778,-0.034753702,-0.019708844,FALSE
442,HNEAP_RS03280,ATP-dependent DNA helicase,0.056830191,0.050749193,0.047469515,0.026992107,FALSE
443,HNEAP_RS03290,penicillin-binding protein 1B,-0.388121904,-0.521000778,-0.257920756,-0.48973411,FALSE
444,HNEAP_RS03300,glycine zipper 2TM domain-containing protein,0.019290473,-0.143790523,0.20904015,0.056495387,FALSE
445,HNEAP_RS03305,DNA mismatch repair protein MutS,-0.09165053,-0.029899334,0.052130715,0.004570775,FALSE
446,HNEAP_RS03310,septum site-determining protein MinC,-0.254603481,-0.949308891,-0.26975397,-0.34334671,FALSE
447,HNEAP_RS03315,cell division protein ZapD,-0.144370966,-0.378119986,-0.169501746,-0.209292693,FALSE
448,HNEAP_RS03320,methionine synthase,0.068000434,0.041009233,0.107475411,0.077605937,FALSE
449,HNEAP_RS03325,DUF2062 domain-containing protein,-0.018085928,-0.107643448,0.174146467,0.042818774,FALSE
450,HNEAP_RS03330,MFS transporter,-1.681093026,-1.266728687,-1.175079056,-1.258025529,FALSE
451,HNEAP_RS03335,HlyD family secretion protein,-0.985835052,-1.249648194,-1.191162691,-0.961652192,FALSE
452,HNEAP_RS03375,GGDEF domain-containing protein,-0.389766302,-0.206534965,0.174408078,0.038702944,FALSE
453,HNEAP_RS03380,hypothetical protein,0.019330774,0.025501742,-0.067820001,-0.041224134,FALSE
454,HNEAP_RS03390,hypothetical protein,0.048070011,-0.058398281,-0.00674822,-0.056796513,FALSE
455,HNEAP_RS03395,pyridoxamine 5'-phosphate oxidase-like FMN-binding protein,0.193577923,0.194046595,0.025627502,-0.023019255,FALSE
456,HNEAP_RS03400,cytochrome c assembly protein,-0.398235991,-0.413371619,-0.220704625,-0.250907437,FALSE
457,HNEAP_RS03405,dimethylmenaquinone methyltransferase,-0.016912155,-0.006054413,0.035539843,-0.045795811,FALSE
458,HNEAP_RS03410,SIS domain-containing protein,-0.222175933,-0.358523221,-0.017014059,-0.26706083,FALSE
459,HNEAP_RS03415,YraN family protein,-0.14920016,-0.106527028,0.230576913,0.101900198,FALSE
460,HNEAP_RS03420,hypothetical protein,-0.164376943,-0.322042331,-0.299167444,-0.601643312,FALSE
461,HNEAP_RS03425,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,-0.022332902,-0.044992538,-0.120002807,-0.133956736,FALSE
462,HNEAP_RS03435,outer membrane protein assembly factor BamC,-0.074256649,-0.200921312,-0.24658677,-0.23706388,FALSE
463,HNEAP_RS03445,diguanylate cyclase,0.133259039,0.063942822,-0.036272847,0.002857224,FALSE
464,HNEAP_RS03450,hypothetical protein,0.036194019,-0.062922499,0.196922961,0.013353708,FALSE
465,HNEAP_RS03460,signal transduction histidine kinase,-0.076190799,-0.060587518,-0.13861516,-0.066557474,FALSE
466,HNEAP_RS03465,hypothetical protein,0.206458116,0.085129304,0.200097506,0.248809535,FALSE
467,HNEAP_RS03470,hypothetical protein,0.087125748,-0.006492117,0.090886354,-0.02612847,FALSE
468,HNEAP_RS03475,hypothetical protein,0.066676841,-0.08209163,-0.197215949,0.19022347,FALSE
469,HNEAP_RS03485,DUF924 domain-containing protein,-0.663009368,-0.190442111,-0.18840053,0.075640468,FALSE
470,HNEAP_RS03490,diguanylate cyclase,0.130467162,0.236419504,-0.075394025,-0.119342343,FALSE
471,HNEAP_RS03495,NAD(P)/FAD-dependent oxidoreductase,0.103844901,0.129130853,0.093548033,0.187031819,FALSE
472,HNEAP_RS03500,hypothetical protein,0.054652134,0.045221147,0.167864694,-0.055190897,FALSE
473,HNEAP_RS03505,DUF883 domain-containing protein,0.160708802,0.13285727,-0.061728113,-0.20754659,FALSE
474,HNEAP_RS03525,EVE domain-containing protein,0.042564831,-0.107251739,0.070894125,-0.030464694,FALSE
475,HNEAP_RS03530,5-formyltetrahydrofolate cyclo-ligase,-0.171190293,-0.207230737,-0.069920355,0.041300672,FALSE
476,HNEAP_RS03535,S-adenosylmethionine-dependent methyltransferase,-0.09843103,-0.008557763,0.142418092,0.199717768,FALSE
477,HNEAP_RS03545,RNA polymerase sigma factor RpoE,-1.642816281,-0.93989353,-1.523482255,-1.674708417,FALSE
478,HNEAP_RS03550,hypothetical protein,-0.434290634,-0.431122585,-0.392041186,-0.299461953,FALSE
479,HNEAP_RS03555,hypothetical protein,-0.339813063,-0.150473137,-0.220866097,0.156845214,FALSE
480,HNEAP_RS03560,hypothetical protein,-0.472000347,-0.265147955,-0.291423477,-0.138107435,FALSE
481,HNEAP_RS03575,hypothetical protein,0.031751993,-0.077761659,0.092516636,-0.02020022,FALSE
482,HNEAP_RS03580,flagellar motor switch protein FliM,-0.087600584,-0.088633248,-0.037814604,-0.069847282,FALSE
483,HNEAP_RS03585,flagellar motor switch protein FliN,0.086869967,-0.168588821,-0.086695746,0.016681337,FALSE
484,HNEAP_RS03595,flagellar biosynthetic protein FliP,0.038124261,-0.171639485,0.119826791,-0.054011987,FALSE
485,HNEAP_RS03600,flagellar biosynthetic protein FliQ,0.480837407,0.520886697,0.043455914,-0.224476871,FALSE
