,LocusID,Description,Length,nInsertionsRep1,pvalRep1,nInsertionsRep2,pvalRep2,Calls
653,HNEAP_RS03295,hypothetical protein,1535,47,0.03576576215459381,35,0.0004026840078971783,Nonessential
654,HNEAP_RS03300,glycine zipper 2TM domain-containing protein,206,7,0.42544126581834574,8,0.6025242538934971,Ambiguous
655,HNEAP_RS03305,DNA mismatch repair protein MutS,2645,135,0.9982962545569932,131,0.9980701121791224,Nonessential
656,HNEAP_RS03310,septum site-determining protein MinC,794,29,0.3664123289191497,29,0.4329219180356767,Nonessential
657,HNEAP_RS03315,cell division protein ZapD,830,42,0.951044090607598,40,0.9344104305300184,Nonessential
658,HNEAP_RS03320,methionine synthase,3716,196,0.9999589624307132,188,0.9998977708985975,Nonessential
659,HNEAP_RS03325,DUF2062 domain-containing protein,539,34,0.9964793928969558,36,0.999373863013602,Nonessential
660,HNEAP_RS03330,MFS transporter,1553,71,0.8980932775143364,68,0.8737381743916519,Nonessential
661,HNEAP_RS03335,HlyD family secretion protein,1208,78,0.9999838891153306,78,0.9999943591144288,Nonessential
662,HNEAP_RS03340,MarR family transcriptional regulator,479,4,2.9420925173106622e-05,5,0.00019165266030277025,Nonessential
663,HNEAP_RS03345,CTP synthase,1649,2,2.3766738579470138e-26,2,1.7301841278196646e-25,Essential
664,HNEAP_RS03350,3-deoxy-8-phosphooctulonate synthase,842,0,1.5523662253064075e-15,0,4.4165613239471956e-15,Essential
665,HNEAP_RS03355,phosphopyruvate hydratase,1280,0,3.072536839424766e-23,0,1.5059144751169501e-22,Essential
666,HNEAP_RS03360,septum formation initiator,416,9,0.031050518917861505,7,0.008907332094689819,Nonessential
667,HNEAP_RS03365,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,758,1,1.5064197665554376e-12,1,3.744308783057966e-12,Essential
668,HNEAP_RS03370,2-C-methyl-D-erythritol 2 4-cyclodiphosphate synthase,521,2,1.7433469928223193e-07,2,3.133750886772659e-07,Essential
669,HNEAP_RS03375,GGDEF domain-containing protein,596,16,0.06053382635789325,16,0.07968171898993097,Nonessential
670,HNEAP_RS03380,hypothetical protein,2132,92,0.8102568675879257,87,0.7329905978866273,Nonessential
671,HNEAP_RS03385,protein-disulfide reductase DsbD,2309,2,1.1397157753566603e-37,2,1.882518667934236e-36,Essential
672,HNEAP_RS03390,hypothetical protein,461,16,0.34530707350973633,16,0.3946546804117416,Nonessential
673,HNEAP_RS03395,pyridoxamine 5'-phosphate oxidase-like FMN-binding protein,503,25,0.8939458496522671,24,0.8808386801764213,Nonessential
674,HNEAP_RS03400,cytochrome c assembly protein,809,51,0.9994135128436532,51,0.9997049416331684,Nonessential
675,HNEAP_RS03405,dimethylmenaquinone methyltransferase,1451,69,0.9421361930815432,67,0.9406511953777528,Nonessential
676,HNEAP_RS03410,SIS domain-containing protein,554,34,0.9946390281461376,34,0.9966252009883402,Nonessential
677,HNEAP_RS03415,YraN family protein,425,24,0.9653105880870544,24,0.9745264223319,Nonessential
678,HNEAP_RS03420,hypothetical protein,2264,167,0.99999999999997,167,0.9999999999999976,Nonessential
679,HNEAP_RS03425,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,968,93,0.9999999999999948,93,0.9999999999999992,Nonessential
680,HNEAP_RS03430,4-hydroxy-tetrahydrodipicolinate synthase,902,2,1.0010195394728862e-13,1,1.5548701592107968e-14,Essential
681,HNEAP_RS03435,outer membrane protein assembly factor BamC,1127,57,0.9707104675856518,55,0.9658806952524276,Nonessential
682,HNEAP_RS03440,argininosuccinate synthase,1226,0,2.736801598803586e-22,0,1.2543662412734256e-21,Essential
683,HNEAP_RS03445,diguanylate cyclase,2798,91,0.02648053729803496,87,0.0209205856008073,Nonessential
684,HNEAP_RS03450,hypothetical protein,932,45,0.9199528575170716,46,0.9605494248387472,Nonessential
685,HNEAP_RS03455,glutamate--tRNA ligase,1403,1,1.2442941908227087e-23,1,6.886538869283365e-23,Essential
686,HNEAP_RS03460,signal transduction histidine kinase,2372,163,0.99999999998454,161,0.9999999999946328,Nonessential
687,HNEAP_RS03465,hypothetical protein,191,13,0.9790792263647748,13,0.9834153870241,Ambiguous
688,HNEAP_RS03470,hypothetical protein,335,15,0.740102507632138,14,0.6879397938215026,Nonessential
689,HNEAP_RS03475,hypothetical protein,587,13,0.01364973434627033,13,0.019284990085530883,Nonessential
690,HNEAP_RS03480,hypothetical protein,272,6,0.08311332928143632,6,0.09863948308734258,Ambiguous
691,HNEAP_RS03485,DUF924 domain-containing protein,557,14,0.0425381057342184,14,0.05650744106472224,Nonessential
692,HNEAP_RS03490,diguanylate cyclase,521,20,0.49790591446037,20,0.5540255418199284,Nonessential
693,HNEAP_RS03495,NAD(P)/FAD-dependent oxidoreductase,1244,60,0.9434301500896722,60,0.9648234154642996,Nonessential
694,HNEAP_RS03500,hypothetical protein,557,23,0.6302699898192011,24,0.7555997455115576,Nonessential
695,HNEAP_RS03505,DUF883 domain-containing protein,356,10,0.16196416301088729,10,0.19089433811103684,Nonessential
696,HNEAP_RS03510,shikimate dehydrogenase,848,0,1.2174939952164649e-15,0,3.489737046972779e-15,Essential
697,HNEAP_RS03515,ribose-5-phosphate isomerase RpiA,662,0,2.274128001648943e-12,0,5.174055664385338e-12,Essential
698,HNEAP_RS03520,threonine ammonia-lyase  biosynthetic,1523,0,1.6354569852659908e-27,1,6.7175834255739715e-25,Essential
699,HNEAP_RS03525,EVE domain-containing protein,467,17,0.41665544738694416,17,0.4689699117133287,Nonessential
700,HNEAP_RS03530,5-formyltetrahydrofolate cyclo-ligase,584,29,0.9063547944142814,30,0.9525438858008904,Nonessential
701,HNEAP_RS03535,S-adenosylmethionine-dependent methyltransferase,671,37,0.980174018242804,36,0.9797485793708722,Nonessential
702,HNEAP_RS03540,L-aspartate oxidase,1682,19,2.657689973971943e-12,17,8.783720672980778e-13,Essential
703,HNEAP_RS03545,RNA polymerase sigma factor RpoE,626,60,0.9999999997725068,58,0.9999999994915741,Nonessential
704,HNEAP_RS03550,hypothetical protein,662,43,0.9992416565648689,44,0.9997794385015542,Nonessential
705,HNEAP_RS03555,hypothetical protein,293,5,0.02356333672241592,5,0.02941339772427623,Nonessential
706,HNEAP_RS03560,hypothetical protein,878,69,0.9999999492352216,66,0.9999998406378688,Nonessential
707,HNEAP_RS03565,positive regulator of sigma E  RseC/MucC,551,5,1.292409208216439e-05,5,2.2033530479378517e-05,Ambiguous
708,HNEAP_RS12180,GGDEF domain-containing protein,935,46,0.9382465808052596,44,0.9223988137657864,Nonessential
709,HNEAP_RS03575,hypothetical protein,563,40,0.999815911929596,39,0.9998040185217224,Nonessential
710,HNEAP_RS03580,flagellar motor switch protein FliM,1043,51,0.9417064378813756,50,0.9481633512139672,Nonessential
711,HNEAP_RS03585,flagellar motor switch protein FliN,419,20,0.8346723226732315,20,0.8652077258587312,Nonessential
712,HNEAP_RS12185,flagellar biosynthetic protein FliO,635,22,0.2990460291705632,18,0.1063787403880538,Nonessential
713,HNEAP_RS03595,flagellar biosynthetic protein FliP,824,29,0.2901494791973341,27,0.2258113160979233,Nonessential
714,HNEAP_RS03600,flagellar biosynthetic protein FliQ,269,8,0.2567660460666781,8,0.28943832863919233,Ambiguous
715,HNEAP_RS03605,flagellar biosynthetic protein FliR,776,29,0.4161246056669208,28,0.4094665174878192,Nonessential
716,HNEAP_RS03610,flagellar biosynthesis protein FlhB,1139,47,0.6438074541747991,46,0.6658082071358025,Nonessential
717,GFF718,flagellar biosynthesis protein FlhA,2128,120,0.9999231673013173,115,0.9998327840524964,Nonessential
718,HNEAP_RS03620,flagellar biosynthesis protein FlhF,1457,68,0.9211834064418332,64,0.8728771949427107,Nonessential
719,HNEAP_RS03625,MinD/ParA family protein,830,40,0.9074404788594029,39,0.9101645500811106,Nonessential
720,HNEAP_RS03630,RNA polymerase sigma factor FliA,719,50,0.9999345779407962,48,0.9998866508980354,Nonessential
721,HNEAP_RS03635,chemotaxis protein CheY,386,24,0.9876085587572856,26,0.9976003065012986,Nonessential
722,HNEAP_RS03640,hypothetical protein,755,23,0.1110415538946488,21,0.07115222496522314,Nonessential
723,HNEAP_RS03645,chemotaxis protein CheA,2159,88,0.6275127855721685,88,0.7303082489714128,Nonessential
724,HNEAP_RS03650,chemotaxis response regulator protein-glutamate methylesterase,1052,40,0.4308146716446118,39,0.4460762674366452,Nonessential
725,HNEAP_RS03655,ParA family protein,854,41,0.9058068010712808,40,0.9093317609718916,Nonessential
726,HNEAP_RS03660,hypothetical protein,869,47,0.9849055257282352,47,0.9908607122122144,Nonessential
727,HNEAP_RS03665,hypothetical protein,470,15,0.23297939412844185,14,0.19691873519218067,Nonessential
728,HNEAP_RS03670,DUF2802 domain-containing protein,434,19,0.7208314850648606,16,0.49481797401846,Nonessential
729,HNEAP_RS03675,DUF3488 domain-containing protein,2006,89,0.8699904540270416,88,0.9027663061763768,Nonessential
730,HNEAP_RS03680,DUF58 domain-containing protein,908,60,0.9999348109282662,57,0.9998365771815216,Nonessential
731,HNEAP_RS03685,AI-2E family transporter,1091,32,0.04229255068205568,31,0.04449888556814157,Nonessential
732,HNEAP_RS03690,DnaA regulatory inactivator Hda,701,1,1.404739251559208e-11,1,3.2532343703864583e-11,Essential
733,HNEAP_RS03695,hypothetical protein,581,27,0.8285660312581302,26,0.8157526408272118,Nonessential
734,HNEAP_RS03700,hypothetical protein,401,10,0.07618137235068702,9,0.05352436671704065,Nonessential
735,HNEAP_RS03705,phosphatase,758,43,0.9911490896255089,41,0.9867526519989228,Nonessential
736,HNEAP_RS03710,hypothetical protein,842,33,0.5166245679496848,34,0.6544714229640707,Nonessential
737,HNEAP_RS03715,peptidyl-prolyl cis-trans isomerase,485,25,0.9223785233398444,25,0.941106420284266,Nonessential
738,HNEAP_RS03720,UTP--glucose-1-phosphate uridylyltransferase,821,2,2.2160932006652502e-12,2,5.775442256883399e-12,Essential
739,HNEAP_RS03725,DUF2069 domain-containing protein,368,32,0.9999849594340632,32,0.9999918387132508,Nonessential
740,HNEAP_RS03730,NAD(P)H:quinone oxidoreductase,593,33,0.9775234258685871,34,0.9906754649153592,Nonessential
741,HNEAP_RS03735,TlpA family protein disulfide reductase,512,17,0.26840716595962044,16,0.2353891955053335,Nonessential
742,HNEAP_RS03740,hypothetical protein,593,41,0.999722203446244,41,0.9998519632090984,Nonessential
743,HNEAP_RS03745,TolC family protein,1337,56,0.6907009579228838,53,0.6212595416664213,Nonessential
744,HNEAP_RS03750,hypothetical protein,872,67,0.999999824544493,67,0.999999941868796,Nonessential
745,HNEAP_RS03755,N-acetylglutaminylglutamine amidotransferase,1778,75,0.7294908260816386,68,0.5102973785836369,Nonessential
746,HNEAP_RS03760,FAD-dependent oxidoreductase,2006,71,0.17722580737824778,70,0.219712852703476,Nonessential
747,HNEAP_RS03765,HPr family phosphocarrier protein,269,7,0.15999440653029162,7,0.18461787150537884,Ambiguous
748,HNEAP_RS03770,PTS mannose transporter subunit IIA,392,32,0.9999473263640232,30,0.9998439333224559,Nonessential
749,HNEAP_RS03775,RNase adapter RapZ,863,23,0.025285699380166345,23,0.0372548271529697,Nonessential
750,HNEAP_RS12190,hypothetical protein,860,35,0.6041539145381052,33,0.5386424264499591,Nonessential
751,HNEAP_RS03785,PTS IIA-like nitrogen-regulatory protein PtsN,479,3,5.6476343145133e-06,3,9.354608225750634e-06,Essential
752,HNEAP_RS03790,ribosomal subunit interface protein,290,6,0.056409590021453314,6,0.06833246645325734,Nonessential
753,HNEAP_RS03795,RNA polymerase sigma-54 factor,1508,2,6.017163714657261e-24,4,1.1521622561694184e-20,Essential
754,HNEAP_RS03800,LPS export ABC transporter ATP-binding protein,743,1,2.712408771546004e-12,1,6.6175886845731805e-12,Essential
755,HNEAP_RS03805,lipopolysaccharide transport periplasmic protein LptA,584,0,5.353903650435574e-11,0,1.1056594711008308e-10,Essential
756,HNEAP_RS03810,LPS export ABC transporter periplasmic protein LptC,674,1,4.036368297766647e-11,1,9.039978647910271e-11,Essential
757,HNEAP_RS03815,haloacid dehalogenase,527,8,0.000985096459615036,9,0.003702638071281777,Nonessential
758,HNEAP_RS03820,KpsF/GutQ family sugar-phosphate isomerase,971,2,7.067740032756491e-15,3,2.946729651670197e-13,Essential
759,HNEAP_RS03825,hypothetical protein,863,51,0.9976780969341652,51,0.9987586470427527,Nonessential
760,HNEAP_RS03830,hypothetical protein,539,43,0.9999925218381468,41,0.9999824833702852,Nonessential
761,HNEAP_RS03835,ABC transporter ATP-binding protein,869,41,0.8863780555787061,39,0.8563364990259976,Nonessential
762,HNEAP_RS03840,ABC transporter permease,800,63,0.9999998383474,59,0.999998823193236,Nonessential
763,HNEAP_RS03845,outer membrane lipid asymmetry maintenance protein MlaD,461,38,0.9999894142165204,38,0.9999946848313584,Nonessential
764,HNEAP_RS03850,TolC family protein,1361,85,0.9999754665450374,84,0.9999858217892396,Nonessential
765,HNEAP_RS03855,toluene tolerance family protein,641,27,0.6708358754032413,27,0.7260234508993204,Nonessential
766,HNEAP_RS03860,STAS domain-containing protein,353,18,0.8865835746783479,17,0.8595441772890904,Nonessential
767,HNEAP_RS03865,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,1259,0,7.191886906997976e-23,0,3.434161946315665e-22,Essential
768,HNEAP_RS03870,ATP phosphoribosyltransferase,650,0,3.697171703262828e-12,0,8.287322101887595e-12,Essential
769,HNEAP_RS03875,histidinol dehydrogenase,1301,1,7.189267600216436e-22,1,3.505680428398554e-21,Essential
770,HNEAP_RS03880,histidinol-phosphate transaminase,1109,6,4.555902877223758e-13,2,1.2765487765546276e-16,Essential
771,HNEAP_RS03890,DNA polymerase III  subunit gamma and tau,1775,2,1.67095130372849e-28,2,1.4223584255398233e-27,Essential
772,HNEAP_RS03895,nucleoid-associated protein  YbaB/EbfC family,326,2,0.0001938044859517106,2,0.0002739353064173753,Nonessential
773,HNEAP_RS03900,recombination protein RecR,593,34,0.985800160936792,36,0.996757414665428,Nonessential
774,HNEAP_RS03905,PilZ domain-containing protein,371,4,0.0008940397718735239,4,0.0012600166377711756,Nonessential
775,HNEAP_RS03910,DUF1631 domain-containing protein,2174,84,0.4287433464503335,83,0.4984544792479821,Nonessential
776,HNEAP_RS03915,glycogen synthase GlgA,1469,83,0.9992848562982676,82,0.9995504951956842,Nonessential
777,HNEAP_RS03920,1 4-alpha-glucan-branching protein,2165,109,0.9939468177822004,105,0.9917281279735942,Nonessential
778,HNEAP_RS03925,glucose-1-phosphate adenylyltransferase,1271,85,0.9999980530006296,79,0.9999810678261862,Nonessential
779,HNEAP_RS03930,glycoside hydrolase,1700,84,0.98013635074296,83,0.9862618816242836,Nonessential
780,HNEAP_RS03935,4-alpha-glucanotransferase,1430,62,0.7842462002830478,57,0.6389514905563434,Nonessential
781,GFF782,hypothetical protein,1264,57,0.8542697987880707,55,0.8415913586396848,Nonessential
782,HNEAP_RS03945,hypothetical protein,203,1,0.002525293727741277,1,0.003158517883505352,Ambiguous
783,HNEAP_RS03950,multidrug ABC transporter substrate-binding protein,1205,91,0.99999999600591,90,0.999999998057542,Nonessential
784,HNEAP_RS03955,ABC transporter ATP-binding protein,716,35,0.9090844285021242,33,0.8740469605691705,Nonessential
785,HNEAP_RS03960,efflux RND transporter periplasmic adaptor subunit,1286,76,0.9996813115470824,76,0.9998701990976374,Nonessential
786,HNEAP_RS03965,RND transporter,1481,98,0.9999993954753316,98,0.9999998424277412,Nonessential
787,HNEAP_RS03970,tRNA-Val,74,0,0.04994544949616701,1,0.2169679701038937,Ambiguous
788,HNEAP_RS03975,two-component sensor histidine kinase,1445,89,0.9999725413386475,86,0.9999581689559196,Nonessential
789,HNEAP_RS03980,DNA-binding response regulator,680,62,0.9999999991183992,62,0.9999999997282342,Nonessential
790,HNEAP_RS03985,TolC family protein,1358,82,0.9998992000901747,78,0.9997411483748684,Nonessential
791,HNEAP_RS03990,efflux RND transporter periplasmic adaptor subunit,1097,60,0.9938661503550016,57,0.989227696036962,Nonessential
792,HNEAP_RS03995,AcrB/AcrD/AcrF family protein,3059,142,0.9723594084976293,139,0.9773193138053404,Nonessential
793,HNEAP_RS04000,hypothetical protein,341,17,0.863232012439862,17,0.887701662464469,Nonessential
794,HNEAP_RS04005,ABC transporter substrate-binding protein,983,100,1.0,97,1.0,Nonessential
795,HNEAP_RS04010,nitrate ABC transporter permease,971,56,0.9973709816932074,54,0.9965631607490356,Nonessential
796,HNEAP_RS04015,ABC transporter ATP-binding protein,926,63,0.9999808890139256,61,0.9999733062164924,Nonessential
797,HNEAP_RS04020,creatininase,797,63,0.9999998583925124,65,0.9999999904949975,Nonessential
798,HNEAP_RS04025,type III glutamate--ammonia ligase,1385,116,0.9999999999999429,113,0.9999999999999084,Nonessential
799,HNEAP_RS04030,nickel-responsive transcriptional regulator NikR,446,22,0.8758135965557377,20,0.7976158253316747,Nonessential
800,HNEAP_RS04035,urea carboxylase,737,57,0.9999990083722264,57,0.9999996179752516,Nonessential
801,HNEAP_RS04040,urea carboxylase,638,44,0.9998100838075472,41,0.9993402146675232,Nonessential
802,HNEAP_RS04045,urea carboxylase,3626,172,0.991182383512751,167,0.9906453575041229,Nonessential
803,HNEAP_RS04050,tRNA-Leu,86,2,0.33170783200708764,3,0.5766661007451466,Ambiguous
804,HNEAP_RS04055,primosomal protein N',2189,3,4.030369809029261e-34,2,1.88243181764445e-34,Essential
805,HNEAP_RS04060,P-II family nitrogen regulator,338,15,0.7288587339779459,14,0.6759810124821647,Nonessential
806,HNEAP_RS04065,glycine oxidase ThiO,1103,70,0.9999330536063942,64,0.9993899174061384,Nonessential
807,HNEAP_RS04070,tRNA-Gly,73,0,0.05200963655389077,0,0.056944616672348326,Ambiguous
808,HNEAP_RS04075,VIT family protein,710,30,0.6807188174643755,30,0.7378186945113967,Nonessential
809,HNEAP_RS04080,hypothetical protein,224,24,0.99999611248661,24,0.9999977111294136,Ambiguous
810,HNEAP_RS04085,bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase,2120,98,0.9421928403544064,93,0.9081901431640358,Nonessential
811,HNEAP_RS04090,hypothetical protein,452,18,0.5680623903552094,18,0.6193389014770655,Nonessential
812,HNEAP_RS04095,DUF3365 domain-containing protein,602,32,0.9588049385868774,32,0.9710737852851986,Nonessential
813,HNEAP_RS04100,molybdenum ABC transporter ATP-binding protein,1109,47,0.7098233072814231,44,0.6195585890702238,Nonessential
814,HNEAP_RS04105,molybdate ABC transporter permease subunit,692,23,0.2236072996709209,23,0.273833373174328,Nonessential
815,HNEAP_RS04110,molybdate ABC transporter substrate-binding protein,770,34,0.7706031898826601,29,0.5009793563570004,Nonessential
816,HNEAP_RS04115,ModE family transcriptional regulator,803,44,0.985534548456926,42,0.9793979977271976,Nonessential
817,HNEAP_RS12195,hypothetical protein,452,29,0.9952036756765082,27,0.9897571629870836,Nonessential
818,HNEAP_RS04120,hypothetical protein,860,41,0.8983239610266797,39,0.8701970380720332,Nonessential
819,HNEAP_RS04125,deoxyribodipyrimidine photo-lyase,1472,107,0.9999999982553162,105,0.9999999986586064,Nonessential
820,HNEAP_RS04130,efflux RND transporter periplasmic adaptor subunit,1160,63,0.993959735248242,62,0.9952769480148512,Nonessential
821,HNEAP_RS04135,AcrB/AcrD/AcrF family protein,3107,198,0.9999999999111931,189,0.9999999992088546,Nonessential
822,HNEAP_RS04140,tRNA-Pro,76,0,0.04605959768587042,0,0.050618222825274,Ambiguous
823,GFF824,hypothetical protein,230,15,0.9778131492942944,14,0.9660370762806884,Ambiguous
824,HNEAP_RS04150,CRISPR-associated endonuclease Cas2,290,7,0.10840342558228457,7,0.12800463098132284,Nonessential
825,HNEAP_RS04155,type I-C CRISPR-associated endonuclease Cas1,1034,48,0.8810565405658275,45,0.8225489541679928,Nonessential
826,HNEAP_RS04160,ribbon-helix-helix protein  CopG family,350,2,8.368394097505264e-05,1,1.6197707359794065e-05,Ambiguous
827,HNEAP_RS04165,type II toxin-antitoxin system PemK/MazF family toxin,353,14,0.5693633309394208,13,0.5073345301283112,Nonessential
828,HNEAP_RS04170,CRISPR-associated protein Cas4,620,38,0.9962781078184331,36,0.993471959473589,Nonessential
829,HNEAP_RS04175,type I-C CRISPR-associated protein Cas7/Csd2,875,47,0.983150334852352,46,0.984563645530018,Nonessential
830,HNEAP_RS04180,type I-C CRISPR-associated protein Cas8c/Csd1,1736,114,0.9999998715274542,110,0.9999997310044201,Nonessential
831,HNEAP_RS04185,type I-C CRISPR-associated protein Cas5,665,34,0.9416919754056756,34,0.9587116846491758,Nonessential
832,HNEAP_RS04190,CRISPR-associated helicase/endonuclease Cas3,2261,126,0.9999127235299792,123,0.9999192875155041,Nonessential
833,HNEAP_RS04195,addiction module antidote protein  HigA family,188,6,0.3793572500640828,6,0.4115146026730943,Ambiguous
834,HNEAP_RS04200,hypothetical protein,386,13,0.3290098005137991,12,0.27465277212194844,Nonessential
835,HNEAP_RS04205,gamma-glutamyltransferase family protein,1598,131,0.999999999999992,130,0.9999999999999979,Nonessential
836,HNEAP_RS04210,C4-dicarboxylate ABC transporter,1322,81,0.9999314292712064,75,0.9995339784465768,Nonessential
837,HNEAP_RS04215,C4-dicarboxylate ABC transporter permease,590,73,1.0,73,1.0,Nonessential
838,HNEAP_RS04220,C4-dicarboxylate ABC transporter,1091,66,0.9996182753927894,63,0.9992526643512428,Nonessential
839,HNEAP_RS04225,Lrp/AsnC family transcriptional regulator,446,28,0.9928067942719916,28,0.9951923284002702,Nonessential
840,HNEAP_RS04230,GntR family transcriptional regulator,743,24,0.17493631579022076,22,0.1196764151027414,Nonessential
841,HNEAP_RS04235,hypothetical protein,1196,55,0.8813528776131766,53,0.8678878801476697,Nonessential
842,HNEAP_RS04240,allantoinase PuuE,944,40,0.7001308922681421,41,0.8105011133047867,Nonessential
843,HNEAP_RS04245,OHCU decarboxylase,500,20,0.5732186985155071,19,0.5376172553534609,Nonessential
844,HNEAP_RS04250,ABC transporter ATP-binding protein,1550,99,0.9999975360609904,98,0.9999988212139892,Nonessential
845,HNEAP_RS04255,ABC transporter permease,1109,73,0.9999849172383029,73,0.9999945152232902,Nonessential
846,HNEAP_RS04260,ABC transporter permease,926,68,0.9999992597533592,68,0.9999997465909158,Nonessential
847,HNEAP_RS04265,8-oxoguanine deaminase,1412,76,0.9961724762424068,75,0.9973438831199865,Nonessential
848,HNEAP_RS04270,nucleoside deaminase,536,21,0.5335503954275758,22,0.6727009037848803,Nonessential
849,HNEAP_RS04275,uracil phosphoribosyltransferase,635,39,0.9967343089703236,37,0.9943352007524872,Nonessential
850,HNEAP_RS04280,cytosine deaminase,1271,81,0.9999817753097072,78,0.9999677011129244,Nonessential
851,HNEAP_RS04285,DUF3225 domain-containing protein,398,36,0.9999979101163948,35,0.9999973047341016,Nonessential
852,HNEAP_RS04290,AtzE family amidohydrolase,1394,110,0.9999999999905702,105,0.999999999932388,Nonessential
853,HNEAP_RS04295,DUF4089 domain-containing protein,194,5,0.21475881796658106,5,0.23959617894662424,Ambiguous
854,HNEAP_RS04300,cysteine hydrolase,710,18,0.025634159788598555,18,0.036371461568280916,Nonessential
855,HNEAP_RS04305,ABC transporter ATP-binding protein,1589,122,0.9999999999951221,121,0.9999999999985542,Nonessential
856,HNEAP_RS04310,cysteine hydrolase,683,41,0.9959880684492656,42,0.9986306967337342,Nonessential
857,HNEAP_RS04315,ABC transporter permease,932,70,0.9999997693404586,63,0.9999906792726859,Nonessential
858,HNEAP_RS04320,ABC transporter permease,1088,50,0.8709690983537841,49,0.8832476618156893,Nonessential
859,HNEAP_RS04325,BMP family ABC transporter substrate-binding protein,1118,62,0.9958967645018774,61,0.996778196417926,Nonessential
860,HNEAP_RS04330,hypothetical protein,944,16,5.040304642222047e-05,16,9.992241839548752e-05,Nonessential
861,HNEAP_RS04335,GntR family transcriptional regulator,716,37,0.9543023617240152,37,0.9686570054995146,Nonessential
862,HNEAP_RS04340,hypothetical protein,1019,77,0.9999999493137216,74,0.9999998709609448,Nonessential
863,HNEAP_RS04345,nucleoside deaminase,491,20,0.6054953488611808,21,0.7364229681696386,Nonessential
864,HNEAP_RS12200,xanthine dehydrogenase accessory protein XdhC,1025,42,0.6230289073469925,40,0.5766949656111751,Nonessential
865,HNEAP_RS04355,xanthine dehydrogenase molybdopterin binding subunit,2384,148,0.9999999229973984,147,0.9999999790149088,Nonessential
866,HNEAP_RS04360,xanthine dehydrogenase small subunit,1514,110,0.9999999989022712,104,0.9999999888648394,Nonessential
867,HNEAP_RS04365,hydroxyisourate hydrolase,353,14,0.5693633309394208,14,0.6147982693680141,Nonessential
868,HNEAP_RS04370,amidase,1175,67,0.9984130289259316,67,0.9992531418878574,Nonessential
869,HNEAP_RS04375,sulfite exporter TauE/SafE family protein,818,36,0.7691172049650542,35,0.7710311022180405,Nonessential
870,HNEAP_RS04380,alanine--glyoxylate aminotransferase family protein,1229,87,0.9999998545628734,83,0.9999994695571051,Nonessential
871,HNEAP_RS04385,allantoate amidohydrolase,1274,75,0.9996150090425729,73,0.9995888939491392,Nonessential
872,HNEAP_RS04390,regulator of ribonuclease activity A,476,32,0.9983611940904564,32,0.9989951665326856,Nonessential
873,HNEAP_RS04395,adenosine deaminase,1031,66,0.9999203313540675,65,0.999942046294415,Nonessential
874,HNEAP_RS04400,BMP family ABC transporter substrate-binding protein,1070,57,0.9880993772534572,57,0.9933014584966028,Nonessential
875,HNEAP_RS04405,hypothetical protein,914,34,0.3909400302377029,34,0.46356552825464203,Nonessential
876,HNEAP_RS04410,formamidase,1037,96,0.9999999999999806,94,0.9999999999999788,Nonessential
877,HNEAP_RS04415,amino acid ABC transporter ATP-binding protein,722,38,0.965162553118025,39,0.9846859991835804,Nonessential
878,GFF879,hypothetical protein,516,20,0.5157408767451969,19,0.4808971346831024,Nonessential
879,GFF880,IS3 family transposase,1156,57,0.9562384946147154,55,0.9498878567294076,Nonessential
880,GFF881,GNAT family N-acetyltransferase,463,28,0.988384809445786,28,0.9920934830313828,Nonessential
881,HNEAP_RS04440,oxygen-independent coproporphyrinogen III oxidase,1385,63,0.8784893890720626,62,0.8980642592906231,Nonessential
882,HNEAP_RS04445,hypothetical protein,614,49,0.9999979692884408,48,0.9999980509283212,Nonessential
883,HNEAP_RS04450,ABC transporter ATP-binding protein,929,41,0.7847841774267806,42,0.8733495823640073,Nonessential
884,HNEAP_RS04455,ABC transporter permease,773,30,0.4981476185553159,29,0.4923542385605656,Nonessential
885,HNEAP_RS04460,collagenase-like protease,1958,116,0.9999871168950638,112,0.9999784795332662,Nonessential
886,HNEAP_RS04465,EAL domain-containing protein,788,29,0.3826953852724043,29,0.4496978430780892,Nonessential
887,HNEAP_RS04470,DUF202 domain-containing protein,377,10,0.11539174582940337,11,0.2140044379937817,Nonessential
888,HNEAP_RS12490,peptidase S24/S26A/S26B  conserved region,731,39,0.97220721189521,40,0.988145849476482,Nonessential
889,HNEAP_RS04480,translesion error-prone DNA polymerase V subunit UmuC,1319,51,0.4608366417265946,49,0.4360108602195688,Nonessential
890,HNEAP_RS04485,cation acetate symporter,1661,65,0.4865041698658774,61,0.384602036596895,Nonessential
891,HNEAP_RS04490,DUF485 domain-containing protein,308,12,0.5498483797517544,11,0.4761486706714583,Nonessential
892,HNEAP_RS04495,MoxR family ATPase,968,59,0.9994108484506116,57,0.9992186153702228,Nonessential
893,HNEAP_RS04500,hypothetical protein,1778,96,0.998680120306578,94,0.99889353715047,Nonessential
894,HNEAP_RS04505,hypothetical protein,422,25,0.980619692983789,26,0.9922474724606264,Nonessential
895,HNEAP_RS04510,UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase,1202,1,3.6657752034555087e-20,1,1.5808239876982984e-19,Essential
