,Locus Id,NCBI Accession number,NCBI gi number,Gene description,High CO2 fitness replicate 1,Low CO2 fitness replicate 1,High CO2 fitness replicate 2,Low CO2 fitness replicate 2,High CO2 error replicate 1,Low CO2 error replicate 1,High CO2 error replicate 2,High CO2 error replicate 2,Has HCR phenotype
430,HNEAP_RS03210,WP_012823523.1,502585745.0,acylneuraminate cytidylyltransferase family protein,-0.06138519341768,0.0572660881145996,-0.237418650488559,-0.0182194358584069,0.123328155390423,0.12046969318629303,0.12329777951761099,0.120962963623202,False
431,HNEAP_RS03220,WP_012823525.1,502585747.0,DUF4124 domain-containing protein,0.289953736726029,0.15284107858327403,0.270889652717528,0.225556315905767,0.138826363726582,0.141308318524969,0.130227305701362,0.134101691408622,False
432,HNEAP_RS03230,WP_012823527.1,502585749.0,DUF302 domain-containing protein,-1.11578103801878,-0.8325009431920519,-1.4544083420695,-0.9437977828173579,0.137708905938492,0.127531415299151,0.12899015003984698,0.121008886528829,False
433,HNEAP_RS03235,WP_012823528.1,502585750.0,amino acid-binding ACT domain-containing protein,0.23366517194790098,0.324039251375442,-0.0899587722770177,0.30112871685236303,0.095249338991279,0.0933773230097342,0.0922186696681338,0.0894866689799146,False
434,HNEAP_RS03240,WP_012823529.1,502585751.0,peroxiredoxin,-0.221978642408575,-0.239433650310352,0.00849383781546326,-0.13217443074642699,0.153654151572721,0.15416945575805602,0.15249998415914498,0.159902712202317,False
435,HNEAP_RS03245,WP_012823530.1,502585752.0,phosphate starvation protein PhoH,-0.273036951517716,-0.15854845889826802,0.216930146988922,-0.06408208453034099,0.133879363733272,0.128608057671205,0.119326034633341,0.128782785819773,False
436,HNEAP_RS03255,WP_012823532.1,502585754.0,hypothetical protein,0.125667457163401,0.19214156910960997,0.0832997630028231,0.0581710202832502,0.200149094988654,0.192980633799321,0.181472393646213,0.186309359675512,False
437,HNEAP_RS03260,WP_012823533.1,502585755.0,alpha/beta hydrolase,0.046235321591267996,-0.0208609905105062,-0.22848937347930398,-0.0164478190674475,0.11951679575705301,0.119969892347393,0.116148851281212,0.11488037866471902,False
438,HNEAP_RS03265,WP_012823534.1,502585756.0,ribonuclease T,-0.22362174472189802,-0.20765299846615304,-0.238454186246657,-0.21904109361368498,0.0869134432574827,0.0844136693503249,0.0842898205677116,0.0852927054319206,False
439,HNEAP_RS03275,WP_012823536.1,502585758.0,TIGR00341 family protein,0.0551991410658317,0.13210477817838098,-0.0347537016967034,-0.0197088436925528,0.0714692738287153,0.0695327062585023,0.0660339788346732,0.0671385918690409,False
440,HNEAP_RS03280,WP_049772456.1,908628423.0,ATP-dependent DNA helicase,0.0568301910729372,0.0507491927420163,0.0474695145891365,0.0269921071658039,0.0569067301388606,0.0560323254973473,0.0513995101659248,0.052782344732732,False
441,HNEAP_RS12175,WP_081441095.1,1174219914.0,hypothetical protein,-0.55432903116871,-0.228350108025212,-0.221710583847823,-0.216436558522905,0.160006539702507,0.147766400347107,0.15319003286049898,0.15621501218316902,False
442,HNEAP_RS03290,WP_012823539.1,502585761.0,penicillin-binding protein 1B,-0.38812190356498205,-0.521000777709815,-0.257920755519155,-0.489734110069344,0.0810666311213532,0.0817211613497486,0.0778831997011897,0.0825951203057346,False
443,HNEAP_RS03300,WP_012823541.1,502585763.0,glycine zipper 2TM domain-containing protein,0.0192904730723536,-0.143790522851393,0.20904014993212303,0.0564953869937928,0.17306535400772002,0.17525483095697697,0.17115297605987803,0.176934623066128,False
444,HNEAP_RS03305,WP_012823542.1,502585764.0,DNA mismatch repair protein MutS,-0.0916505298768153,-0.0298993339703983,0.0521307148799164,0.0045707748914393396,0.0534859518448063,0.0522889311700578,0.0500779844042057,0.0515647327702193,False
445,HNEAP_RS03310,WP_012823543.1,502585765.0,septum site-determining protein MinC,-0.254603481207334,-0.949308890964047,-0.269753970499121,-0.34334671024851193,0.19119762926597603,0.220386495069384,0.20158852711430802,0.210415624189294,False
446,HNEAP_RS03315,WP_012823544.1,502585766.0,cell division protein ZapD,-0.14437096582554598,-0.378119985539826,-0.169501745909863,-0.20929269275757897,0.094682700105714,0.0973910804831388,0.0943875597137733,0.0978802181803529,False
447,HNEAP_RS03320,WP_012823545.1,502585768.0,methionine synthase,0.0680004335180206,0.0410092329625449,0.107475411396736,0.0776059368934369,0.0396803084175782,0.0392655410331917,0.0372407448203056,0.0382054522196498,False
448,HNEAP_RS03325,WP_012823546.1,502585769.0,DUF2062 domain-containing protein,-0.018085928472395003,-0.107643448383856,0.174146467478889,0.0428187743434822,0.10795117357038198,0.10786650631974601,0.09790774245457198,0.10245759935658601,False
449,HNEAP_RS03330,WP_012823547.1,502585770.0,MFS transporter,-1.6810930261877501,-1.26672868653674,-1.1750790558616102,-1.25802552918095,0.18008567491678898,0.15768911011423,0.17070302977504098,0.18063856166658,False
450,HNEAP_RS03335,WP_012823548.1,502585771.0,HlyD family secretion protein,-0.985835052256673,-1.24964819433665,-1.19116269101453,-0.9616521915184679,0.166782119623258,0.17421868846476302,0.15848048807193,0.16072674402527098,False
451,HNEAP_RS03360,WP_012823553.1,502585776.0,septum formation initiator,,,-0.0708651772126826,-0.463758020759553,,,0.335542356415898,0.367185948855346,False
452,HNEAP_RS03375,WP_081441097.1,1174219916.0,GGDEF domain-containing protein,-0.389766301728279,-0.206534964665356,0.174408077810428,0.0387029440558776,0.207058069602591,0.19849343265504396,0.201500528724952,0.21107608459968202,False
453,HNEAP_RS03380,WP_041600348.1,753844731.0,hypothetical protein,0.0193307738211542,0.0255017424631468,-0.067820001278779,-0.0412241344341155,0.0579695219788134,0.0577908129776363,0.0550348913231511,0.0558393074212481,False
454,HNEAP_RS03390,WP_049772460.1,908628427.0,hypothetical protein,0.0480700108748643,-0.0583982814824378,-0.0067482197675706205,-0.0567965125648819,0.12462813741205199,0.125667705544234,0.112840872474146,0.116610238381341,False
455,HNEAP_RS03395,WP_012823558.1,502585781.0,pyridoxamine 5'-phosphate oxidase-like FMN-binding protein,0.1935779234393,0.19404659493597398,0.0256275022284837,-0.0230192545714542,0.18782964118806197,0.18236897341516897,0.172439437762894,0.17761395173966102,False
456,HNEAP_RS03400,WP_012823559.1,502585782.0,cytochrome c assembly protein,-0.39823599136322996,-0.41337161856756205,-0.22070462514358,-0.250907437271644,0.17151454206730102,0.16856154184217,0.15391042887215803,0.15904217899576503,False
457,HNEAP_RS03405,WP_012823560.1,502585783.0,dimethylmenaquinone methyltransferase,-0.016912154956418003,-0.00605441263619547,0.0355398428780048,-0.0457958106773521,0.0702831793186582,0.0688534471870011,0.0681651793675118,0.0707627928677706,False
458,HNEAP_RS03410,WP_012823561.1,502585784.0,SIS domain-containing protein,-0.222175932854064,-0.358523221373615,-0.0170140592819429,-0.26706083015554505,0.105533160772848,0.106059112323872,0.0993899319853161,0.106678909338027,False
459,HNEAP_RS03415,WP_049772461.1,908628428.0,YraN family protein,-0.149200160080871,-0.106527027982195,0.23057691318845,0.10190019768824302,0.0964979269342463,0.0955096446536754,0.0904941565962536,0.0955627187224466,False
460,HNEAP_RS03420,WP_081441099.1,1174219918.0,hypothetical protein,-0.164376943034545,-0.322042331371474,-0.29916744431306,-0.601643311810639,0.0530122493858753,0.0540150670485775,0.0493176806362818,0.0537675081653094,False
461,HNEAP_RS03425,WP_081441178.1,1174219997.0,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,-0.0223329017224842,-0.0449925383985476,-0.120002806793602,-0.13395673599681698,0.0622464982680568,0.0614226447106659,0.0583232477271384,0.0602091380055906,False
462,HNEAP_RS03435,WP_012823566.1,502585789.0,outer membrane protein assembly factor BamC,-0.0742566485865066,-0.20092131227951898,-0.24658676969685897,-0.23706388035314702,0.111982894601188,0.112293282248269,0.10719447194736802,0.110193977909494,False
463,HNEAP_RS03445,WP_012823568.1,502585791.0,diguanylate cyclase,0.133259038957696,0.0639428219714483,-0.0362728473354207,0.00285722356252879,0.0692110569394777,0.0687423295055811,0.0639778881188678,0.0652517277026867,False
464,HNEAP_RS03450,WP_012823569.1,502585792.0,hypothetical protein,0.0361940193302384,-0.0629224987861148,0.19692296130031797,0.0133537075019176,0.083252213980743,0.0844488992239249,0.0806402938161535,0.0841864870326167,False
465,HNEAP_RS03460,WP_012823571.1,502585794.0,signal transduction histidine kinase,-0.07619079881300099,-0.0605875178514261,-0.138615160332683,-0.0665574738829244,0.0433904520575772,0.0424198847883686,0.0413338477672495,0.0416346501941997,False
466,HNEAP_RS03465,WP_041600351.1,753844734.0,hypothetical protein,0.20645811575413198,0.0851293042354447,0.200097505646605,0.248809535017695,0.143555281075818,0.14445426303081302,0.137623372469805,0.13983681790262098,False
467,HNEAP_RS03470,WP_012823573.1,502585796.0,hypothetical protein,0.0871257475520284,-0.00649211685241724,0.0908863535804696,-0.0261284698555871,0.149678403413199,0.150331667416017,0.140993059032233,0.14629990622044298,False
468,HNEAP_RS03475,WP_012823574.1,502585797.0,hypothetical protein,0.066676840821425,-0.0820916300801161,-0.19721594922494798,0.190223470172568,0.19881939006113802,0.201500528724952,0.206174060029477,0.196801129800333,False
469,HNEAP_RS03485,WP_012823576.1,502585799.0,DUF924 domain-containing protein,-0.663009368358659,-0.19044211096219604,-0.18840053009311103,0.0756404680102626,0.19396092280226998,0.17536862049236498,0.16958118438568695,0.166312037276816,False
470,HNEAP_RS03490,WP_049772560.1,908628527.0,diguanylate cyclase,0.13046716184772697,0.23641950401221398,-0.0753940253255958,-0.11934234315528099,0.147847967500757,0.143997526808997,0.143639793721935,0.14714546347527302,False
471,HNEAP_RS03495,WP_012823578.1,502585801.0,NAD(P)/FAD-dependent oxidoreductase,0.103844900693031,0.129130853209178,0.0935480332399121,0.187031818626848,0.0653962981098257,0.0649644639171948,0.0625863491277562,0.0634098999322213,False
472,HNEAP_RS03500,WP_012823579.1,502585802.0,hypothetical protein,0.0546521342015172,0.0452211472557182,0.16786469419063002,-0.0551908970055677,0.10818913628740501,0.106148662135243,0.0975484323878071,0.103197835805927,False
473,HNEAP_RS03505,WP_012823580.1,502585803.0,DUF883 domain-containing protein,0.16070880177337804,0.132857270125269,-0.0617281130845996,-0.207546589504084,0.18034238380788897,0.17699468234249,0.17894429648982998,0.18783627347355303,False
474,HNEAP_RS03525,WP_012823584.1,502585807.0,EVE domain-containing protein,0.0425648311384586,-0.10725173888066901,0.0708941246848971,-0.030464693742227,0.146469902243251,0.147751645652422,0.14164850963377998,0.14508700567377,False
475,HNEAP_RS03530,WP_012823585.1,502585808.0,5-formyltetrahydrofolate cyclo-ligase,-0.17119029267382402,-0.20723073688254398,-0.0699203554829592,0.0413006720542061,0.135805075666797,0.134503146005549,0.12612328575179502,0.127183772310525,False
476,HNEAP_RS03535,WP_012823586.1,502585809.0,S-adenosylmethionine-dependent methyltransferase,-0.0984310303990183,-0.00855776298711877,0.142418091726417,0.199717767843636,0.10364627142055699,0.100391451083068,0.0947127359883825,0.0951015605800026,False
477,HNEAP_RS03545,WP_012823588.1,502585811.0,RNA polymerase sigma factor RpoE,-1.64281628095305,-0.9398935298078671,-1.5234822547103999,-1.6747084167969701,0.24054419390546802,0.199110832070297,0.21476865767376002,0.230355101793602,False
478,HNEAP_RS03550,WP_012823589.1,502585812.0,hypothetical protein,-0.434290634192871,-0.431122584848755,-0.392041185703687,-0.299461952857349,0.136728512068881,0.135521906422415,0.134673763519163,0.136428294354792,False
479,HNEAP_RS03555,WP_041600352.1,753844735.0,hypothetical protein,-0.339813062970683,-0.150473136773504,-0.22086609685026198,0.15684521363888398,0.271974670031383,0.261632260529258,0.278844684969489,0.266764151344087,False
480,HNEAP_RS03560,WP_081441100.1,1174219919.0,hypothetical protein,-0.47200034686017794,-0.26514795480647,-0.291423477275242,-0.13810743473865303,0.0808385560894492,0.0765283473005398,0.0749780524362535,0.0745838740950147,False
481,HNEAP_RS12180,WP_012823591.1,502585814.0,GGDEF domain-containing protein,-0.0375789536538204,-0.084564456676664,-0.0145779481976744,-0.125222243187382,0.10979923748256801,0.110435378287083,0.0992610619512899,0.103947671999392,False
482,HNEAP_RS03575,WP_041600354.1,753844737.0,hypothetical protein,0.0317519932980464,-0.0777616593767488,0.0925166356887304,-0.0202002195458713,0.0962543140832222,0.0962543140832222,0.09287492721952699,0.0977978094686241,False
483,HNEAP_RS03580,WP_012823593.1,502585816.0,flagellar motor switch protein FliM,-0.0876005836057409,-0.0886332480008825,-0.0378146042588463,-0.0698472818572183,0.0750796777437461,0.0738748026926638,0.0750873797565712,0.0782316074847288,False
484,HNEAP_RS03585,WP_012823594.1,502585817.0,flagellar motor switch protein FliN,0.086869967311329,-0.168588821463339,-0.0866957461756724,0.0166813365577677,0.10947488959419399,0.111412848885991,0.110406501463407,0.11372107414027,False
485,HNEAP_RS12185,WP_012823595.1,502585818.0,flagellar biosynthetic protein FliO,-0.176229880743639,-0.14072333110528698,0.033399792211944,-0.18509140412069802,0.129941175218608,0.128180230221334,0.12894080493774798,0.13711013978769998,False
486,HNEAP_RS03595,WP_012823596.1,502585819.0,flagellar biosynthetic protein FliP,0.0381242607894711,-0.17163948497336998,0.11982679119586802,-0.0540119866338999,0.0838854858720522,0.0855066791871289,0.0831949720404757,0.08656240054002799,False
487,HNEAP_RS03600,WP_012823597.1,502585820.0,flagellar biosynthetic protein FliQ,0.48083740746679104,0.520886697033183,0.0434559140537865,-0.22447687056444898,0.2458130119292,0.240449173481494,0.201034652908427,0.215763547969867,False
488,HNEAP_RS03605,WP_012823598.1,502585821.0,flagellar biosynthetic protein FliR,-0.16996659284954801,-0.284436365213667,0.0535504239404853,-0.209662723589428,0.10779923868372601,0.10912821987744,0.104873573944286,0.111581373506165,False
489,HNEAP_RS03610,WP_012823599.1,502585822.0,flagellar biosynthesis protein FlhB,-0.33039341220149604,-0.220975976020524,0.0674023900991899,-0.202145268683668,0.0801566857813573,0.0786548152476871,0.0788271526657395,0.0830032174690465,False
490,HNEAP_RS03620,WP_012823600.1,502585823.0,flagellar biosynthesis protein FlhF,-0.15389163313922002,0.0542826488401446,-0.12527192195642997,-0.10695584472191699,0.0790599926328141,0.0761747799156196,0.0752014494517664,0.0770063737051074,False
491,HNEAP_RS03625,WP_012823601.1,502585824.0,MinD/ParA family protein,-2.25760704225166,-2.7087474965891003,-2.51502572783781,-2.40723348767263,0.555495321687347,0.6816727411243239,0.555495321687347,0.5879986017404909,False
492,HNEAP_RS03630,WP_012823602.1,502585825.0,RNA polymerase sigma factor FliA,0.0292595000075651,0.0330416565990049,0.17003066999000305,-0.100628539598896,0.0675676650039269,0.0669329403149227,0.0645955779534104,0.0697832539241344,False
493,HNEAP_RS03635,WP_012823603.1,502585826.0,chemotaxis protein CheY,0.0725410324167174,0.197850857463309,-0.235108363777502,-0.262997733179252,0.156615074747412,0.151490272285717,0.151751810823097,0.15693510984605,False
494,HNEAP_RS03640,WP_081441101.1,1174219920.0,hypothetical protein,0.083779032051341,-0.0225181747973805,0.0327120229890162,0.172467967488164,0.143742581480384,0.14626327267784803,0.14226028197026902,0.144100706861725,False
495,HNEAP_RS03645,WP_012823605.1,502585828.0,chemotaxis protein CheA,0.0680126696071219,0.08637124677348598,0.0889772929540851,0.0419119263040639,0.0631263199099044,0.062156821750301995,0.0599610509870501,0.0617500336913196,False
496,HNEAP_RS03650,WP_012823606.1,502585829.0,chemotaxis response regulator protein-glutamate methylesterase,-0.0425516758440622,-0.172871881168569,-0.133439442723051,-0.0546497020159338,0.0817301034443655,0.0834025539144322,0.0805751093658938,0.0823104351273792,False
497,HNEAP_RS03655,WP_012823607.1,502585830.0,ParA family protein,0.161719046323635,0.0415107065963387,0.0640420071334227,0.160433987855888,0.11025084486539999,0.110921779177166,0.101458013033327,0.102269939904492,False
498,HNEAP_RS03660,WP_012823608.1,502585831.0,hypothetical protein,-0.0337880564656893,-0.00575488988536602,0.0521812860383093,-0.0594256446609365,0.0593358356711959,0.0584174304092559,0.0575625138092749,0.0603696499938064,False
499,HNEAP_RS03665,WP_041600674.1,753845057.0,hypothetical protein,-0.0854473926793435,0.316017842875373,-0.23649190897902203,0.251463576780042,0.291198410093478,0.27061661633274203,0.27477379698047305,0.259250599507451,False
500,HNEAP_RS03670,WP_012823610.1,502585833.0,DUF2802 domain-containing protein,0.0202324936487394,-0.128395438677586,-0.106613844936078,0.0102922667085339,0.17889685003626102,0.18303436410276602,0.169694411057087,0.16904909461837803,False
501,HNEAP_RS03675,WP_012823611.1,502585834.0,DUF3488 domain-containing protein,0.0722105057754079,0.00702057662806599,-0.0204436049187246,-0.00783873154074585,0.0620201708699593,0.0621608547509011,0.0604809223650969,0.061735137138041,False
502,HNEAP_RS03680,WP_012823612.1,502585835.0,DUF58 domain-containing protein,0.043656687034807996,0.101968228761191,0.105595120291853,0.11091055643446401,0.0597025082118041,0.0585723553249541,0.0556769480088977,0.0573832395932712,False
503,HNEAP_RS03685,WP_012823613.1,502585836.0,AI-2E family transporter,-0.528482158747674,-0.405837366038642,-0.41997492251056895,-0.535877291380184,0.169601171997198,0.167576735981279,0.15904217899576503,0.16703551995426,False
504,HNEAP_RS03695,WP_012823615.1,502585838.0,hypothetical protein,-0.0247355216138767,0.0772057320792585,0.11200562511410302,0.22458053830317198,0.111174552925824,0.10825806761833999,0.10228316122018101,0.102951789980541,False
505,HNEAP_RS03700,WP_012823616.1,502585839.0,hypothetical protein,0.160067354536038,0.116002613118956,-0.136725835821804,0.12250399596343901,0.238253244621936,0.23651356938039,0.22573113958414104,0.218118549485295,False
506,HNEAP_RS03705,WP_012823617.1,502585840.0,phosphatase,-0.0127550709689977,-0.0372202345392855,-0.0870239113801188,-0.23198583839377399,0.11386573240233999,0.11238632702019301,0.107914638162682,0.113457444998242,False
507,HNEAP_RS03710,WP_012823618.1,502585841.0,hypothetical protein,0.0148060818503192,-0.21732249931679604,-0.332408063047763,-0.268220501481369,0.14797038186845698,0.152666621371348,0.14236692110236998,0.14348457547074403,False
508,HNEAP_RS03715,WP_012823619.1,502585842.0,peptidyl-prolyl cis-trans isomerase,0.14043977088914097,0.136432235043707,0.18571427846777697,0.0552676051622516,0.09466154871901,0.0937274914829447,0.0918153009767284,0.0944211732683541,False
509,HNEAP_RS03725,WP_012823621.1,502585845.0,DUF2069 domain-containing protein,-0.0160204103536816,0.0121138407450922,0.00510068560568499,0.007309344158550141,0.0969453147486625,0.09593643051881301,0.0950768917866813,0.0973774507307214,False
510,HNEAP_RS03730,WP_012823622.1,502585846.0,NAD(P)H:quinone oxidoreductase,-2.48670593283966,-1.4815108484101498,-2.53999266161677,-2.12958046559084,0.546548252805115,0.41064514039675803,0.447360741224574,0.39594163587333203,False
511,HNEAP_RS03735,WP_012823623.1,502585847.0,TlpA family protein disulfide reductase,0.27734880575360604,0.10608015096097599,0.226930883970734,0.321311712123226,0.112148476551925,0.11294384138925201,0.107149851695325,0.107933475482217,False
512,HNEAP_RS03740,WP_012823624.1,502585848.0,hypothetical protein,-0.138376276715913,-0.140733978247022,-0.0759370602667474,-0.0827329479723005,0.0951695683838585,0.0949856122734528,0.091786353100514,0.0929982238699523,False
513,HNEAP_RS03745,WP_012823625.1,502585849.0,TolC family protein,-0.0201468590017684,0.0354876952274712,0.111988524926842,0.0720141828833097,0.0876660479072385,0.0856859856313505,0.0816288155834268,0.0838649885598223,False
514,HNEAP_RS03750,WP_012823626.1,502585850.0,hypothetical protein,0.127663454820312,-0.0320105721637063,0.0324727235213274,0.0460273300276634,0.0766070875259083,0.0780090251563954,0.0714904452930789,0.0725128272454675,False
515,HNEAP_RS03755,WP_012823627.1,502585851.0,N-acetylglutaminylglutamine amidotransferase,-0.284193899687729,-0.427795612461774,-0.266211041913975,-0.21244954767552898,0.10324926804524301,0.10544393791884599,0.0998887657427386,0.10225005816332199,False
516,HNEAP_RS03760,WP_012823628.1,502585852.0,FAD-dependent oxidoreductase,0.12992225973415802,0.000700645193070365,0.0275230568140529,0.0945326016296952,0.0816942538154781,0.0825422838370768,0.0762808222623015,0.0777847393622119,False
517,HNEAP_RS03770,WP_012823630.1,502585854.0,PTS mannose transporter subunit IIA,-0.0320824110836564,0.126883226501481,0.365820592110874,0.298667525634027,0.20989878152064897,0.202517139814081,0.197763858441618,0.204283403369787,False
518,HNEAP_RS03775,WP_012823631.1,502585855.0,RNase adapter RapZ,0.207240527956933,0.0424370702938333,-0.0351244353027858,-0.154605950024433,0.11344302896613499,0.11474712271085401,0.10468186145779598,0.11077077543031599,False
519,HNEAP_RS12190,WP_049772462.1,908628429.0,hypothetical protein,-1.1092525014515802,-0.642440838207657,-0.7849040184968009,-0.47730781388966903,0.20793498286401702,0.18219680987328,0.182980343034286,0.17752544030758802,False
520,HNEAP_RS03790,WP_012823635.1,502585859.0,ribosomal subunit interface protein,-0.7526660719773531,0.0697969542339857,-0.14686052649843398,-0.436521384908979,0.28312688388171003,0.23966990616664605,0.24082109817939498,0.262704803116944,False
521,HNEAP_RS03825,WP_012823642.1,502585866.0,hypothetical protein,0.000327696120256182,-0.0596804927009134,-0.300454145594745,-0.18727043506923396,0.0873003852103345,0.0881455970037708,0.0813795599558598,0.0829967021744916,False
522,HNEAP_RS03835,WP_012823644.1,502585868.0,ABC transporter ATP-binding protein,-0.7913250924001071,-0.506075193373637,-0.172179614475073,-0.38045676972342296,0.20406369310823,0.18642382354032996,0.189476848482879,0.20315231079402696,False
523,HNEAP_RS03840,WP_012823645.1,502585869.0,ABC transporter permease,-0.9073849840730791,-0.8676728775021291,-0.697901267206931,-0.601897726695719,0.17913059981617604,0.17610922343350102,0.18069013584654997,0.18181594197745105,False
524,HNEAP_RS03845,WP_041600683.1,753845066.0,outer membrane lipid asymmetry maintenance protein MlaD,-0.523494075151993,-0.4559969001036961,-0.405872399164637,-0.24700282632786802,0.150494414459772,0.14601498041259697,0.15203221438048498,0.15039827801443698,False
525,HNEAP_RS03850,WP_012823647.1,502585871.0,TolC family protein,-0.328475189840933,-0.168439094541304,-0.329568413676139,-0.14126315591366698,0.16239786876249404,0.156632309639607,0.148960768617572,0.14822068082025197,False
526,HNEAP_RS03855,WP_012823648.1,502585872.0,toluene tolerance family protein,-0.299342094042262,-0.20376676834572502,-0.23590437593082397,-0.193252578148291,0.17376046207711998,0.169877859934702,0.16248790603301502,0.16736574850575597,False
527,HNEAP_RS03860,WP_012823649.1,502585873.0,STAS domain-containing protein,-0.282689087822735,-0.126921725950975,0.0701833900554584,-0.0202452531148951,0.23019269969190098,0.222286026575676,0.216323757353015,0.22651758287485999,False
528,HNEAP_RS03900,WP_012823656.1,502585880.0,recombination protein RecR,-0.286972687674448,-0.293747711609287,-0.26648631796232997,-0.213009222811104,0.12238011061874698,0.12093080878998101,0.11196275389966302,0.115576213154919,False
529,HNEAP_RS03910,WP_012823658.1,502585882.0,DUF1631 domain-containing protein,-0.0742825357642158,0.0887481692381548,0.0381886189263206,0.0497295929184546,0.0562467839906215,0.0544374168640796,0.0521029214413512,0.0531501905084481,False
530,HNEAP_RS03915,WP_012823659.1,502585884.0,glycogen synthase GlgA,-0.910577394423066,-0.852234156317399,-1.3420718869222399,-0.854497625037891,0.184114455913812,0.178186485291075,0.18713234903005,0.171634871831218,False
531,HNEAP_RS03920,WP_012823660.1,502585885.0,1 4-alpha-glucan-branching protein,-0.45626437275566295,-0.43497809713970104,-0.446803563971734,-0.28741529484141604,0.10274796659055199,0.100355919719759,0.10083753392143599,0.10116274909677399,False
532,HNEAP_RS03925,WP_012823661.1,502585886.0,glucose-1-phosphate adenylyltransferase,0.0375739238615085,0.10127594671794803,-0.0698708878018092,0.13216006577284597,0.0570681630843371,0.0556541553911591,0.0551900947252746,0.0548226268086888,False
533,HNEAP_RS03930,WP_012823662.1,502585887.0,glycoside hydrolase,0.0116151469908859,-0.021013528103847,-0.0518033990559258,-0.0456261199039899,0.0541746170499255,0.0540668841282724,0.0508780150210148,0.0521532818548481,False
534,HNEAP_RS03935,WP_041600687.1,753845070.0,4-alpha-glucanotransferase,-0.0312227661436489,0.0789064731676752,-0.0056732586374888296,-0.101334382365574,0.0658537387524809,0.0638851146002755,0.0605417396721169,0.0629678579983786,False
535,HNEAP_RS03950,WP_012823665.1,502585890.0,multidrug ABC transporter substrate-binding protein,0.0403571447328379,-0.00474186107083671,-0.0900434482873663,-0.18677974297615196,0.059559313132326,0.0596578802535393,0.0556592549739126,0.0581210119763272,False
536,HNEAP_RS03955,WP_012823666.1,502585891.0,ABC transporter ATP-binding protein,-0.0094393409533326,-0.0427642409741473,-0.167774342252898,0.0021058552810338197,0.101374134820389,0.100389257149735,0.0956959765273788,0.09397692679048801,False
537,HNEAP_RS03960,WP_012823667.1,502585892.0,efflux RND transporter periplasmic adaptor subunit,-0.089270872155407,0.0482276496524498,-0.00261771547554503,0.103417123158971,0.0708130531802249,0.0685013384421683,0.0663905311564876,0.0672896857333485,False
538,HNEAP_RS03965,WP_012823668.1,502585893.0,RND transporter,0.0967436244396634,0.0532869334978101,0.0360716492631651,0.0436487823660092,0.0566088649309679,0.0563930690891042,0.0538040836699361,0.0552880751226589,False
539,HNEAP_RS03975,WP_012823669.1,502585894.0,two-component sensor histidine kinase,-0.0492833613171449,0.0156459561753357,-0.143731695202977,-0.00880775396448588,0.066075149979304,0.0651977076159629,0.0621701304213984,0.0624814673561048,False
540,HNEAP_RS03980,WP_012823670.1,502585895.0,DNA-binding response regulator,-0.00333908975442399,0.0766186894886146,-0.0910788602796036,-0.0365184547618356,0.0690258112958426,0.0674421210560157,0.0652048777637095,0.0667524720946345,False
541,HNEAP_RS03985,WP_012823671.1,502585896.0,TolC family protein,0.0734904526010707,0.19603886776152202,0.12164020209387699,0.17925953247666002,0.0631785593885287,0.0617605119561981,0.0597616118424787,0.0606551091143551,False
542,HNEAP_RS03990,WP_012823672.1,502585897.0,efflux RND transporter periplasmic adaptor subunit,0.0415910806786177,0.0232092032376529,-0.0852809816561258,-0.0753395958326291,0.0876659602879567,0.0871935676661704,0.0821564205813042,0.0834187150855795,False
543,HNEAP_RS03995,WP_012823673.1,502585898.0,AcrB/AcrD/AcrF family protein,0.0376439011874518,0.0281809122581609,0.00922610840876358,-0.007569753131984991,0.0597233081049231,0.0592254589403884,0.055071419850686,0.0568251184013311,False
544,HNEAP_RS04000,WP_049772565.1,908628532.0,hypothetical protein,0.211759618214311,-0.0313109923062041,0.0872570062806132,0.0703932071157094,0.105592192920934,0.10908639800129,0.10383458631287801,0.10729364482755901,False
545,HNEAP_RS04005,WP_012823675.1,502585900.0,ABC transporter substrate-binding protein,-0.0765043792328939,-0.14541667539970698,-0.195596610982807,-0.12301823267797,0.0735787495972842,0.0737512464078477,0.0704859091878243,0.0718418808680189,False
546,HNEAP_RS04010,WP_041600358.1,753844741.0,nitrate ABC transporter permease,-0.0496696334555872,-0.0220188459936319,-0.00868050611410309,0.0308511487505314,0.0771697672066342,0.0767046265105705,0.0712751959984401,0.0721548103543808,False
547,HNEAP_RS04015,WP_012823677.1,502585902.0,ABC transporter ATP-binding protein,0.0259944719236773,-0.009839625651193621,0.0432318440262221,-0.0298374739913147,0.0846520978966104,0.0846925077276262,0.0816440553016653,0.0846577055582142,False
548,HNEAP_RS04020,WP_012823678.1,502585903.0,creatininase,-0.17909302570682,-0.139198125338904,-0.134810048805311,-0.0497623642636438,0.080490137074438,0.07883804886467,0.0758662424533486,0.076936974244068,False
549,HNEAP_RS04025,WP_012823679.1,502585904.0,type III glutamate--ammonia ligase,-0.137104569022508,-0.106914554389388,-0.0787486561923034,-0.0065886266573196,0.0567985012412243,0.0565013543622967,0.0541730619654052,0.0545698694319072,False
550,HNEAP_RS04030,WP_012823680.1,502585905.0,nickel-responsive transcriptional regulator NikR,-0.0898226752671298,-0.0655833530914963,0.0850441823272251,0.283308697515107,0.129902236339314,0.12779952670404102,0.134110777348709,0.132114674598329,False
