,locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,pval_raw_rep1,pval_corr_rep1,length_rep1,n_inserts_rep1,pval_raw_rep2,pval_corr_rep2,length_rep2,n_inserts_rep2,essentiality
227,HNEAP_RS01145,HNEAP_RS01145,1,NC_013422.1,245949,246482,+,,hypothetical protein,0.5618,15,0.7072090156981432,1702.959309801129,533.0,23.0,0.6821918564382434,1642.7179903032902,533.0,22.0,nonessential
228,HNEAP_RS12100,HNEAP_RS12100,1,NC_013422.1,246436,247197,+,,class I SAM-dependent methyltransferase,0.5735,20,0.9999999999999997,2407.999999999999,761.0,82.0,0.9999999999999998,2407.9999999999995,761.0,81.0,nonessential
229,HNEAP_RS01155,HNEAP_RS01155,1,NC_013422.1,247194,248333,+,,group 1 glycosyl transferase,0.5842,24,0.9995425775626086,2406.8985267707612,1139.0,68.0,0.9996701752621157,2407.2057820311743,1139.0,67.0,nonessential
230,HNEAP_RS12105,HNEAP_RS12105,1,NC_013422.1,248330,249076,+,,type 11 methyltransferase,0.4485,33,0.5774160043630214,1390.4177385061555,746.0,30.0,0.5704517937390964,1373.6479193237442,746.0,29.0,nonessential
231,HNEAP_RS01165,HNEAP_RS01165,1,NC_013422.1,249073,249999,+,,hypothetical protein,0.4509,31,0.9805889764500801,2361.258255291793,926.0,49.0,0.9639548118834024,2321.2031870152327,926.0,46.0,nonessential
232,HNEAP_RS12430,HNEAP_RS12430,1,NC_013422.1,249996,250550,+,,acyltransferase,0.4216,26,0.013744258346894411,33.09617409932174,554.0,12.0,0.019211858110451396,46.26215432996696,554.0,12.0,nonessential
233,HNEAP_RS01170,HNEAP_RS01170,1,NC_013422.1,250516,251679,-,,DegT/DnrJ/EryC1/StrS family aminotransferase,0.5533,32,0.8641109212614934,2080.779098397676,1163.0,53.0,0.8103915264831807,1951.422795771499,1163.0,50.0,nonessential
234,HNEAP_RS01175,HNEAP_RS01175,1,NC_013422.1,251829,252146,-,,hypothetical protein,0.4277,10,0.004453925400517209,10.725052364445439,317.0,4.0,0.001700407518416185,4.094581304346173,317.0,3.0,nonessential
235,HNEAP_RS01180,HNEAP_RS01180,1,NC_013422.1,252310,252606,-,,nucleotidyltransferase domain-containing protein,0.4613,7,0.16688083639083398,401.84905402912824,296.0,8.0,0.1935475616048787,466.06252834454796,296.0,8.0,nonessential
236,HNEAP_RS01185,HNEAP_RS01185,1,NC_013422.1,252850,253179,-,,type II toxin-antitoxin system RelE/ParE family toxin,0.5061,14,0.6712360876601458,1616.336499085631,329.0,14.0,0.711477088565595,1713.2368292659528,329.0,14.0,nonessential
237,HNEAP_RS01190,HNEAP_RS01190,1,NC_013422.1,253166,253417,-,,type II toxin-antitoxin system prevent-host-death family antitoxin,0.5278,5,0.002500999938775926,6.022407852572431,251.0,2.0,0.003225174192121102,7.766219454627613,251.0,2.0,nonessential
238,HNEAP_RS01195,HNEAP_RS01195,1,NC_013422.1,253598,253858,-,,Txe/YoeB family addiction module toxin,0.4291,16,0.5423975911203747,1306.0933994178622,260.0,10.0,0.45434989715047525,1094.0745523383443,260.0,9.0,nonessential
239,HNEAP_RS01200,HNEAP_RS01200,1,NC_013422.1,253855,254106,-,,type II toxin-antitoxin system prevent-host-death family antitoxin,0.5357,3,0.3326149101348987,800.936703604836,251.0,8.0,0.3681685410038038,886.5498467371596,251.0,8.0,nonessential
240,HNEAP_RS01205,HNEAP_RS01205,1,NC_013422.1,254253,254816,-,,Uma2 family endonuclease,0.5319,20,3.690517656905293e-08,8.886766517827946e-05,563.0,2.0,6.987504729377314e-08,0.00016825911388340572,563.0,2.0,essential
241,HNEAP_RS01210,HNEAP_RS01210,1,NC_013422.1,255234,256067,-,,2 3 4 5-tetrahydropyridine-2 6-dicarboxylate N-succinyltransferase,0.5779,14,2.2350395948898673e-15,5.3819753444948e-12,833.0,0.0,6.288131374133034e-15,1.5141820348912346e-11,833.0,0.0,essential
242,HNEAP_RS01215,HNEAP_RS01215,1,NC_013422.1,256158,257315,-,,carbohydrate porin,0.5674,17,0.9995663585293894,2406.9557913387694,1157.0,69.0,0.9987439699122259,2404.97547954864,1157.0,65.0,nonessential
243,HNEAP_RS01220,HNEAP_RS01220,1,NC_013422.1,257371,258576,-,,succinyldiaminopimelate transaminase,0.6128,22,0.9999268369072453,2407.8238232726467,1205.0,75.0,0.9999191799360139,2407.8053852859216,1205.0,73.0,nonessential
244,HNEAP_RS01225,HNEAP_RS01225,1,NC_013422.1,258617,259018,+,,glyoxalase,0.6095,5,0.5745703948957682,1383.5655109090098,401.0,16.0,0.6227818338847819,1499.658655994555,401.0,16.0,nonessential
245,HNEAP_RS12110,HNEAP_RS12110,1,NC_013422.1,258946,259941,-,,META domain-containing protein,0.5522,21,0.9998504763589011,2407.639947072234,995.0,63.0,0.9996691555864512,2407.2033266521744,995.0,60.0,nonessential
246,HNEAP_RS01235,HNEAP_RS01235,1,NC_013422.1,259763,260527,-,,ParA family protein,0.5503,15,0.8724482487312734,2100.855382944906,764.0,36.0,0.90562128442186,2180.736052887839,764.0,36.0,nonessential
247,HNEAP_RS01240,HNEAP_RS01240,1,NC_013422.1,260589,262061,-,,nitrogen regulation protein NR(I),0.6083,11,0.9999999999993396,2407.9999999984097,1472.0,118.0,0.9999999999997982,2407.999999999514,1472.0,117.0,nonessential
248,HNEAP_RS01245,HNEAP_RS01245,1,NC_013422.1,262058,263335,-,,hypothetical protein,0.5305,23,0.9977196326107791,2402.508875326756,1277.0,71.0,0.996334616948862,2399.17375761286,1277.0,68.0,nonessential
249,HNEAP_RS01250,HNEAP_RS01250,1,NC_013422.1,263446,264177,-,,DUF4124 domain-containing protein,0.5355,10,0.07230266775796547,174.10482396118084,731.0,21.0,0.1375377852917286,331.1909869824825,731.0,22.0,nonessential
250,HNEAP_RS01255,HNEAP_RS01255,1,NC_013422.1,264454,265569,-,,5-(carboxyamino)imidazole ribonucleotide synthase,0.5654,16,1.1543860555150378e-18,2.779761621680211e-15,1115.0,1.0,4.468593249675573e-18,1.0760372545218781e-14,1115.0,1.0,essential
251,HNEAP_RS01260,HNEAP_RS01260,1,NC_013422.1,265585,266127,-,,5-(carboxyamino)imidazole ribonucleotide mutase,0.6188,7,0.08788560202254156,211.62852967028007,542.0,15.0,0.16496593298362297,397.23796662456414,542.0,16.0,nonessential
252,HNEAP_RS01265,HNEAP_RS01265,1,NC_013422.1,266124,266582,-,,hypothetical protein,0.5403,17,0.081058616007568,195.18914734622373,458.0,12.0,0.03379863814683557,81.38712065758006,458.0,10.0,nonessential
253,HNEAP_RS01270,HNEAP_RS01270,1,NC_013422.1,266669,267649,-,,C4-dicarboxylate ABC transporter,0.5199,28,0.9999999900286795,2407.99997598906,980.0,77.0,0.9999999939956404,2407.999985541502,980.0,76.0,nonessential
254,HNEAP_RS01275,HNEAP_RS01275,1,NC_013422.1,267796,268461,+,,integral membrane protein,0.5165,12,0.9416919754056757,2267.594276776867,665.0,34.0,0.8388797929634485,2020.022541455984,665.0,30.0,nonessential
255,HNEAP_RS01280,HNEAP_RS01280,1,NC_013422.1,268701,269039,+,,cytochrome c554,0.5369,7,0.9828533630557027,2366.710898238132,338.0,21.0,0.9771642716818981,2353.0115662100106,338.0,20.0,nonessential
256,HNEAP_RS01285,HNEAP_RS01285,1,NC_013422.1,269152,270015,-,,phosphate transport system regulatory protein PhoU,0.5359,16,0.001480216477158382,3.5643612769973836,863.0,18.0,0.0025108815079773893,6.046202671209554,863.0,18.0,nonessential
257,HNEAP_RS01290,HNEAP_RS01290,1,NC_013422.1,270053,272128,+,,polyphosphate kinase 1,0.54,42,1.8856131963983265e-28,4.54055657692717e-25,2075.0,6.0,1.5374578040765403e-22,3.702198392216309e-19,2075.0,11.0,essential
258,HNEAP_RS01295,HNEAP_RS01295,1,NC_013422.1,272175,273347,-,,glutamate 5-kinase,0.624,14,5.975627211009861e-15,1.4389310324111745e-11,1172.0,5.0,2.291094585969135e-15,5.516955763013677e-12,1172.0,4.0,essential
259,HNEAP_RS01300,HNEAP_RS01300,1,NC_013422.1,273354,274481,-,,Obg family GTPase CgtA,0.5922,18,1.7062479524542258e-17,4.1086450695097756e-14,1127.0,2.0,9.983895585370254e-16,2.4041220569571573e-12,1127.0,3.0,essential
260,HNEAP_RS01305,HNEAP_RS01305,1,NC_013422.1,274634,274891,-,,50S ribosomal protein L27,0.5814,3,0.002047419855808414,4.930187012786662,257.0,2.0,0.0026596315989513594,6.404392890274873,257.0,2.0,nonessential
261,HNEAP_RS01310,HNEAP_RS01310,1,NC_013422.1,274945,275256,-,,50S ribosomal protein L21,0.5545,5,3.389731589983961e-06,0.008162473668681378,311.0,0.0,4.987551792005968e-06,0.01201002471515037,311.0,0.0,essential
262,HNEAP_RS01315,HNEAP_RS01315,1,NC_013422.1,275500,275892,+,,hypothetical protein,0.598,3,0.999999999999951,2407.999999999882,392.0,51.0,0.9999999999997826,2407.9999999994766,392.0,49.0,nonessential
263,HNEAP_RS01320,HNEAP_RS01320,1,NC_013422.1,276080,278050,+,,copper oxidase,0.5804,44,0.9999999999282856,2407.9999998273115,1970.0,139.0,0.9999999995745036,2407.9999989754047,1970.0,133.0,nonessential
264,HNEAP_RS01325,HNEAP_RS01325,1,NC_013422.1,278073,278897,+,,copper resistance protein B,0.5745,25,0.9991207842763268,2405.8828485373947,824.0,51.0,0.9995500986370269,2406.9166375179607,824.0,51.0,nonessential
265,HNEAP_RS01330,HNEAP_RS01330,1,NC_013422.1,279022,279285,+,,hypothetical protein,0.5379,4,0.17787763460762213,428.3293441351541,263.0,7.0,0.20392754126508178,491.0575193663169,263.0,7.0,nonessential
266,HNEAP_RS01335,HNEAP_RS01335,1,NC_013422.1,279331,281040,+,,bilirubin oxidase,0.5643,31,0.9999974407012668,2407.9938372086503,1709.0,107.0,0.9999988713586334,2407.9972822315895,1709.0,106.0,nonessential
267,HNEAP_RS01340,HNEAP_RS01340,1,NC_013422.1,281191,282558,+,,TolC family protein,0.606,14,0.9999980444651277,2407.9952910720276,1367.0,90.0,0.9999834151794936,2407.960063752221,1367.0,84.0,nonessential
268,HNEAP_RS12115,HNEAP_RS12115,1,NC_013422.1,282555,284438,+,,efflux RND transporter periplasmic adaptor subunit,0.6146,26,0.35714786133835885,860.0120501027682,1883.0,71.0,0.4601954855082145,1108.1507291037806,1883.0,71.0,nonessential
269,HNEAP_RS01350,HNEAP_RS01350,1,NC_013422.1,284451,287723,+,,AcrB/AcrD/AcrF family protein,0.6001,49,0.9950431671084147,2396.0639463970624,3272.0,159.0,0.9983813844177827,2404.1023736780207,3272.0,159.0,nonessential
270,HNEAP_RS01355,HNEAP_RS01355,1,NC_013422.1,287821,288228,+,,DUF4332 domain-containing protein,0.5809,3,0.5504647045574826,1325.5190085744182,407.0,16.0,0.6924436269814016,1667.404253771215,407.0,17.0,nonessential
271,HNEAP_RS01360,HNEAP_RS01360,1,NC_013422.1,288319,288597,-,,type II toxin-antitoxin system RelE/ParE family toxin,0.5125,11,0.0731901215529981,176.24181269961943,278.0,6.0,0.08745478770970395,210.59112880496713,278.0,6.0,nonessential
272,HNEAP_RS01365,HNEAP_RS01365,1,NC_013422.1,288597,288824,-,,hypothetical protein,0.5219,6,0.8060651822496382,1941.0049588571287,227.0,11.0,0.7393959546758468,1780.4654588594392,227.0,10.0,nonessential
273,HNEAP_RS01370,HNEAP_RS01370,1,NC_013422.1,288905,289603,-,,sulfite exporter TauE/SafE family protein,0.588,19,0.000556674824068054,1.340472976355874,698.0,12.0,1.0282970254883351e-06,0.002476139237375911,698.0,6.0,nonessential
274,HNEAP_RS01375,HNEAP_RS01375,1,NC_013422.1,289695,293879,+,,ATP-dependent RNA helicase HrpA,0.6038,55,0.9980052910192975,2403.1967407744683,4184.0,203.0,0.9995026868085632,2406.8024698350205,4184.0,203.0,nonessential
275,HNEAP_RS01380,HNEAP_RS01380,1,NC_013422.1,294221,295990,+,,hypothetical protein,0.5056,56,0.9999999645484974,2407.999914632782,1769.0,118.0,0.9999999770307778,2407.999944690113,1769.0,116.0,nonessential
276,HNEAP_RS01385,HNEAP_RS01385,1,NC_013422.1,296366,296713,+,,DUF3024 domain-containing protein,0.4425,9,0.0057178869319689934,13.768671732181335,347.0,5.0,0.007609468380459429,18.323599860146306,347.0,5.0,nonessential
277,HNEAP_RS01390,HNEAP_RS01390,1,NC_013422.1,296954,297256,-,,type II toxin-antitoxin system RelE/ParE family toxin,0.4587,10,0.34446489779960454,829.4714739014478,302.0,10.0,0.3841092655352794,924.9351114089528,302.0,10.0,nonessential
278,HNEAP_RS01395,HNEAP_RS01395,1,NC_013422.1,297256,297495,-,,type II toxin-antitoxin system ParD family antitoxin,0.4667,7,0.9697894946212561,2335.2531030479845,239.0,15.0,0.9881651361437626,2379.5016478341804,239.0,16.0,nonessential
279,HNEAP_RS01400,HNEAP_RS01400,1,NC_013422.1,297650,298324,-,,anti-sigma-K factor RskA,0.5659,8,0.9681762075664486,2331.3683078200083,674.0,36.0,0.967397270793902,2329.492628071716,674.0,35.0,nonessential
280,HNEAP_RS01405,HNEAP_RS01405,1,NC_013422.1,298326,299120,-,,hypothetical protein,0.5698,12,0.999999999937483,2407.999999849459,794.0,72.0,0.999999999376469,2407.9999984985375,794.0,68.0,nonessential
281,HNEAP_RS01415,HNEAP_RS01415,1,NC_013422.1,299368,299625,+,,hypothetical protein,0.5,5,0.5575456431396169,1342.5699086801974,257.0,10.0,0.5966677848956784,1436.7760260287937,257.0,10.0,nonessential
282,HNEAP_RS01420,HNEAP_RS01420,1,NC_013422.1,299957,300805,+,,DUF692 domain-containing protein,0.5607,18,0.3609987214100578,869.2849211554192,848.0,31.0,0.5007412221912882,1205.784863036622,848.0,32.0,nonessential
283,HNEAP_RS12120,HNEAP_RS12120,1,NC_013422.1,300802,301551,+,,DUF2063 domain-containing protein,0.5333,15,0.9999042852730256,2407.7695189374454,749.0,51.0,0.9998407633123043,2407.6165580560287,749.0,49.0,nonessential
284,HNEAP_RS01430,HNEAP_RS01430,1,NC_013422.1,301556,304075,+,,thioredoxin domain-containing protein,0.5671,46,0.998627626782778,2404.6953252929297,2519.0,130.0,0.9991271553227172,2405.898190017103,2519.0,128.0,nonessential
285,HNEAP_RS01435,HNEAP_RS01435,1,NC_013422.1,304266,304814,-,,fatty acid hydroxylase,0.5337,11,0.9999757942814966,2407.941712629844,548.0,42.0,0.9999742692576082,2407.9380403723208,548.0,41.0,nonessential
286,HNEAP_RS01440,HNEAP_RS01440,1,NC_013422.1,305082,305684,+,,DUF4124 domain-containing protein,0.5589,18,0.397073210678011,956.1522913126505,602.0,22.0,0.3723326445686379,896.5770081212801,602.0,21.0,nonessential
287,HNEAP_RS01445,HNEAP_RS01445,1,NC_013422.1,305666,306682,-,,aminoglycoside phosphotransferase,0.5624,17,0.9995647174680318,2406.9518396630206,1016.0,62.0,0.9990903316519644,2405.8095186179303,1016.0,59.0,nonessential
288,HNEAP_RS01450,HNEAP_RS01450,1,NC_013422.1,306894,307613,+,,Zn-dependent hydrolase,0.5569,15,0.9999826474711867,2407.9582151106174,719.0,52.0,0.9999923629614181,2407.9816100110947,719.0,52.0,nonessential
289,HNEAP_RS01455,HNEAP_RS01455,1,NC_013422.1,307610,308758,+,,pyridine nucleotide-disulfide oxidoreductase,0.584,21,0.9999999856535761,2407.999965453811,1148.0,86.0,0.9999999377618786,2407.9998501306036,1148.0,82.0,nonessential
290,HNEAP_RS01460,HNEAP_RS01460,1,NC_013422.1,308958,310787,-,,DNA helicase RecQ,0.5842,34,0.9922131259427069,2389.2492072700384,1829.0,93.0,0.987701087392036,2378.384218440023,1829.0,89.0,nonessential
291,HNEAP_RS01465,HNEAP_RS01465,1,NC_013422.1,310900,311427,+,,hypothetical protein,0.5492,8,0.9999996716396874,2407.9992093083674,527.0,46.0,0.9999998609761999,2407.999665230689,527.0,46.0,nonessential
292,HNEAP_RS01470,HNEAP_RS01470,1,NC_013422.1,311494,312861,+,,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,0.5877,21,0.9992518428954229,2406.1984376921782,1367.0,78.0,0.9998761124509884,2407.7016787819803,1367.0,80.0,nonessential
293,HNEAP_RS01475,HNEAP_RS01475,1,NC_013422.1,312896,313486,+,,peptidase S16,0.577,12,0.2760635479182983,664.7610233872623,590.0,20.0,0.2514555183741658,605.5048882449912,590.0,19.0,nonessential
294,HNEAP_RS01480,HNEAP_RS01480,1,NC_013422.1,313660,314040,+,,thiol reductase thioredoxin,0.5354,4,0.5595692886020251,1347.4428469536765,380.0,15.0,0.7018751540176842,1690.1153708745835,380.0,16.0,nonessential
295,HNEAP_RS01485,HNEAP_RS01485,1,NC_013422.1,314071,314985,+,,AEC family transporter,0.5552,18,0.9542213752347435,2297.765071565262,914.0,46.0,0.9412910954487691,2266.628957840636,914.0,44.0,nonessential
296,HNEAP_RS01490,HNEAP_RS01490,1,NC_013422.1,315048,315608,+,,FKBP-type peptidylprolyl isomerase,0.5651,5,0.9090622927646709,2189.0220009773275,560.0,28.0,0.7473397132991386,1799.5940296243257,560.0,24.0,nonessential
297,HNEAP_RS01495,HNEAP_RS01495,1,NC_013422.1,315601,317409,+,,peptidase M61 domain-containing protein,0.5871,26,0.02181293002893393,52.5255355096729,1808.0,55.0,0.051102043006697656,123.05371956012796,1808.0,56.0,nonessential
298,HNEAP_RS12125,HNEAP_RS12125,1,NC_013422.1,317310,318233,+,,biotin--[acetyl-CoA-carboxylase] ligase,0.5963,11,5.701872785553841e-12,1.373010966761365e-08,923.0,4.0,1.5854581828790762e-11,3.817783304372816e-08,923.0,4.0,essential
299,HNEAP_RS01505,HNEAP_RS01505,1,NC_013422.1,318234,319001,+,,type III pantothenate kinase,0.5833,8,3.236578554192792e-14,7.793681158496244e-11,767.0,0.0,8.38935897972748e-14,2.020157642318377e-10,767.0,0.0,essential
300,HNEAP_RS01510,HNEAP_RS01510,5,NC_013422.1,319074,319149,+,,tRNA-Thr,0.5658,3,0.047963187029568956,115.49535436720204,75.0,0.0,0.05264480080801909,126.76868034570997,75.0,0.0,ambiguous
301,HNEAP_RS01515,HNEAP_RS01515,5,NC_013422.1,319250,319334,+,,tRNA-Tyr,0.5765,1,0.03331324947128111,80.2183047268449,84.0,0.0,0.03697584820063623,89.03784246713204,84.0,0.0,ambiguous
302,HNEAP_RS01520,HNEAP_RS01520,5,NC_013422.1,319388,319461,+,,tRNA-Gly,0.5405,2,0.05200963655389077,125.23920482176898,73.0,0.0,0.05694461667234833,137.1226369470148,73.0,0.0,ambiguous
303,HNEAP_RS01525,HNEAP_RS01525,5,NC_013422.1,319485,319560,+,,tRNA-Thr,0.5789,2,0.047963187029568956,115.49535436720204,75.0,0.0,0.05264480080801909,126.76868034570997,75.0,0.0,ambiguous
304,HNEAP_RS01530,HNEAP_RS01530,1,NC_013422.1,319633,320823,+,,elongation factor Tu,0.5592,30,1.1605772912481189e-12,2.7946701173254703e-09,1190.0,8.0,3.9688718820819384e-12,9.557043492053307e-09,1190.0,8.0,essential
305,HNEAP_RS01535,HNEAP_RS01535,5,NC_013422.1,320906,320981,+,,tRNA-Trp,0.5658,2,0.047963187029568956,115.49535436720204,75.0,0.0,0.05264480080801909,126.76868034570997,75.0,0.0,ambiguous
306,HNEAP_RS01540,HNEAP_RS01540,1,NC_013422.1,321067,321441,+,,preprotein translocase subunit SecE,0.5413,6,2.643188027862392e-07,0.000636479677109264,374.0,0.0,4.205581246808277e-07,0.001012703964231433,374.0,0.0,essential
307,HNEAP_RS01545,HNEAP_RS01545,1,NC_013422.1,321454,321987,+,,transcription termination/antitermination protein NusG,0.5206,11,4.2233112450491573e-10,1.016973347807837e-06,533.0,0.0,8.186526263376754e-10,1.9713155242211223e-06,533.0,0.0,essential
308,HNEAP_RS01550,HNEAP_RS01550,1,NC_013422.1,322062,322493,+,,50S ribosomal protein L11,0.5255,13,2.6279564488818132e-08,6.328119128907406e-05,431.0,0.0,4.488034610290027e-08,0.00010807187341578385,431.0,0.0,essential
309,HNEAP_RS01555,HNEAP_RS01555,1,NC_013422.1,322493,323188,+,,50S ribosomal protein L1,0.5417,11,5.976052998158998e-13,1.4390335619566867e-09,695.0,0.0,1.416535656501136e-12,3.4110178608547357e-09,695.0,0.0,essential
310,HNEAP_RS01560,HNEAP_RS01560,1,NC_013422.1,323424,323951,+,,50S ribosomal protein L10,0.5492,7,5.384934760688834e-10,1.2966922903738714e-06,527.0,0.0,1.0360750619784375e-09,2.4948687492440773e-06,527.0,0.0,essential
311,HNEAP_RS01565,HNEAP_RS01565,1,NC_013422.1,323983,324360,+,,50S ribosomal protein L7/L12,0.4894,4,2.3408003831232981e-07,0.0005636647322560901,377.0,0.0,3.7383524747495e-07,0.0009001952759196796,377.0,0.0,essential
312,HNEAP_RS01570,HNEAP_RS01570,1,NC_013422.1,324553,328719,+,,DNA-directed RNA polymerase subunit beta,0.5476,77,4.6332298638788484e-68,1.1156817512220268e-64,4166.0,3.0,7.438078637445456e-66,1.791089335896866e-62,4166.0,3.0,essential
313,HNEAP_RS01575,HNEAP_RS01575,1,NC_013422.1,328797,333002,+,,DNA-directed RNA polymerase subunit beta',0.5573,84,1.1038508357102497e-74,2.658072812390281e-71,4205.0,0.0,2.0448633563774312e-72,4.924030962156854e-69,4205.0,0.0,essential
314,HNEAP_RS01580,HNEAP_RS01580,1,NC_013422.1,333122,333499,+,,30S ribosomal protein S12,0.5423,16,2.3408003831232981e-07,0.0005636647322560901,377.0,0.0,3.7383524747495e-07,0.0009001952759196796,377.0,0.0,essential
315,HNEAP_RS01585,HNEAP_RS01585,1,NC_013422.1,333527,333997,+,,30S ribosomal protein S7,0.5287,12,5.416145726588819e-09,1.3042078909625875e-05,470.0,0.0,9.708699306712034e-09,2.3378547930562578e-05,470.0,0.0,essential
316,HNEAP_RS01590,HNEAP_RS01590,1,NC_013422.1,334015,336114,+,,elongation factor G,0.5357,45,1.2106338713185451e-37,2.915206362135057e-34,2099.0,0.0,1.640598172858669e-36,3.950560400243675e-33,2099.0,0.0,essential
317,HNEAP_RS01595,HNEAP_RS01595,1,NC_013422.1,336147,337337,+,,elongation factor Tu,0.5508,33,1.1760003716350139e-21,2.8318088948971134e-18,1190.0,0.0,5.1543478425493224e-21,1.2411669604858769e-17,1190.0,0.0,essential
318,HNEAP_RS01600,HNEAP_RS01600,1,NC_013422.1,337343,337654,+,,30S ribosomal protein S10,0.5128,3,3.389731589983961e-06,0.008162473668681378,311.0,0.0,4.987551792005968e-06,0.01201002471515037,311.0,0.0,essential
319,HNEAP_RS01605,HNEAP_RS01605,1,NC_013422.1,337802,338446,+,,50S ribosomal protein L3,0.5426,18,4.71408031896153e-12,1.1351505408059364e-08,644.0,0.0,1.0488316392216421e-11,2.5255865872457142e-08,644.0,0.0,essential
320,HNEAP_RS01610,HNEAP_RS01610,1,NC_013422.1,338455,339063,+,,50S ribosomal protein L4,0.5238,15,5.292563977549742e-10,1.274449405793978e-06,608.0,1.0,1.0921936138957708e-09,2.6300022222610158e-06,608.0,1.0,essential
321,HNEAP_RS01615,HNEAP_RS01615,1,NC_013422.1,339060,339353,+,,50S ribosomal protein L23,0.517,5,7.02663480829533e-06,0.016920136618375155,293.0,0.0,1.0110254819482885e-05,0.024345493605314787,293.0,0.0,essential
322,HNEAP_RS01620,HNEAP_RS01620,1,NC_013422.1,339383,340207,+,,50S ribosomal protein L2,0.5539,24,3.2179275156153725e-15,7.748769457601817e-12,824.0,0.0,8.952801348859737e-15,2.155834564805425e-11,824.0,0.0,essential
323,HNEAP_RS12435,HNEAP_RS12435,1,NC_013422.1,340232,340507,+,,30S ribosomal protein S19,0.5399,5,1.4565636074265443e-05,0.03507405166683119,275.0,0.0,2.0494474398984764e-05,0.04935069435275531,275.0,0.0,essential
324,HNEAP_RS01630,HNEAP_RS01630,1,NC_013422.1,340517,340849,+,,50S ribosomal protein L22,0.5465,2,1.4481700450341268e-06,0.0034871934684421774,332.0,0.0,2.1870915106479613e-06,0.00526651635764029,332.0,0.0,essential
325,HNEAP_RS01635,HNEAP_RS01635,1,NC_013422.1,340860,341534,+,,30S ribosomal protein S3,0.5437,12,1.3988147110721759e-12,3.3683458242617994e-09,674.0,0.0,3.2303380620454504e-12,7.778654053405444e-09,674.0,0.0,essential
326,HNEAP_RS01640,HNEAP_RS01640,1,NC_013422.1,341566,341979,+,,50S ribosomal protein L16,0.5145,10,5.4475375905749834e-08,0.0001311767051810456,413.0,0.0,9.097684683980207e-08,0.00021907224719024338,413.0,0.0,essential
327,HNEAP_RS01645,HNEAP_RS01645,1,NC_013422.1,341979,342176,+,,50S ribosomal protein L29,0.4646,1,0.00034291390850638696,0.8257366916833798,197.0,0.0,0.00043795256940211023,1.0545897871202814,197.0,0.0,ambiguous
328,HNEAP_RS01650,HNEAP_RS01650,1,NC_013422.1,342178,342447,+,,30S ribosomal protein S17,0.4926,8,1.857192033852629e-05,0.04472118417517131,269.0,0.0,2.593751384898774e-05,0.06245753334836247,269.0,0.0,ambiguous
329,HNEAP_RS01655,HNEAP_RS01655,1,NC_013422.1,342460,342828,+,,50S ribosomal protein L14,0.5149,10,3.370197994987483e-07,0.0008115436771929859,368.0,0.0,5.322523510899915e-07,0.0012816636614246995,368.0,0.0,essential
330,HNEAP_RS01660,HNEAP_RS01660,1,NC_013422.1,342839,343162,+,,50S ribosomal protein L24,0.4691,9,2.085021780312084e-06,0.0050207324469914985,323.0,0.0,3.1138973824808796e-06,0.007498264897013958,323.0,0.0,essential
331,HNEAP_RS01665,HNEAP_RS01665,1,NC_013422.1,343174,343713,+,,50S ribosomal protein L5,0.5,14,3.312270002371776e-10,7.975946165711236e-07,539.0,0.0,6.468567261234991e-10,1.557630996505386e-06,539.0,0.0,essential
332,HNEAP_RS01670,HNEAP_RS01670,1,NC_013422.1,343725,344030,+,,30S ribosomal protein S14,0.5163,3,4.32207867457261e-06,0.010407565448370846,305.0,0.0,6.312174255325463e-06,0.015199715606823715,305.0,0.0,essential
333,HNEAP_RS01675,HNEAP_RS01675,1,NC_013422.1,344043,344435,+,,30S ribosomal protein S8,0.5038,10,1.2751051108754277e-07,0.000307045310698803,392.0,0.0,2.0746810697119665e-07,0.0004995832015866415,392.0,0.0,essential
334,HNEAP_RS01680,HNEAP_RS01680,1,NC_013422.1,344449,344976,+,,50S ribosomal protein L6,0.4905,14,5.384934760688834e-10,1.2966922903738714e-06,527.0,0.0,1.0360750619784375e-09,2.4948687492440773e-06,527.0,0.0,essential
335,HNEAP_RS01685,HNEAP_RS01685,1,NC_013422.1,344986,345342,+,,50S ribosomal protein L18,0.5406,8,5.479111401128739e-07,0.0013193700253918003,356.0,0.0,8.525124117491939e-07,0.002052849887492059,356.0,0.0,essential
336,HNEAP_RS01690,HNEAP_RS01690,1,NC_013422.1,345354,345869,+,,30S ribosomal protein S5,0.5136,15,8.754576878126184e-10,2.1081021122527854e-06,515.0,0.0,1.6594888646928559e-09,3.996049186180397e-06,515.0,0.0,essential
337,HNEAP_RS01695,HNEAP_RS01695,1,NC_013422.1,345866,346057,+,,50S ribosomal protein L30,0.4688,5,0.00043723252175751503,1.0528559123920962,191.0,0.0,0.000554266511691059,1.33467376015207,191.0,0.0,ambiguous
338,HNEAP_RS01700,HNEAP_RS01700,1,NC_013422.1,346057,346485,+,,50S ribosomal protein L15,0.5431,6,2.967439288505232e-08,7.145593806720598e-05,428.0,0.0,5.048960556702721e-08,0.00012157897020540151,428.0,0.0,essential
339,HNEAP_RS01705,HNEAP_RS01705,1,NC_013422.1,346489,347823,+,,preprotein translocase subunit SecY,0.5079,54,3.4494581681585215e-24,8.30629526892572e-21,1334.0,0.0,1.8079077160626738e-23,4.353441780278919e-20,1334.0,0.0,essential
