,Locus Id,NCBI Accession number,NCBI gi number,First base pair in the CDS,Last base pair in the CDS,Gene length,Direction of CDS,Gene description,Fraction GC,Number of TA pairs,Uncorrected replicate 1 p value,Bonferroni corrected replicate 1 p value,Number of transposon insertions seen in replicate 1,Uncorrected replicate 2 p value,Bonferroni corrected replicate 2 p value,Number of transposon insertions seen in replicate 2,Is the gene essential?
353,HNEAP_RS01830,WP_041600329.1,753844712.0,372792,376835,4043.0,-,hypothetical protein,0.5883,78,2.2375491936532548e-35,5.388018458317038e-32,33.0,2.441903817762378e-34,5.880104393171806e-31,32.0,essential
354,HNEAP_RS01845,WP_012823266.1,502585482.0,378521,378835,314.0,-,hypothetical protein,0.4603,12,0.00029393059979702094,0.7077848843112264,2.0,6.016841064383363e-05,0.14488553283035138,1.0,nonessential
355,HNEAP_RS01850,WP_081441083.1,1174219902.0,378823,386097,7274.0,-,hypothetical protein,0.5783,140,0.451161297166469,1086.3964035768574,286.0,0.5155280595474188,1241.3915673901843,280.0,nonessential
356,HNEAP_RS01855,WP_012823268.1,502585484.0,386116,387873,1757.0,-,ShlB/FhaC/HecB family hemolysin secretion/activation protein,0.5387,57,0.49614352539990125,1194.7136091629623,69.0,0.5008837276394568,1206.1280161558118,67.0,nonessential
357,HNEAP_RS01860,WP_012823269.1,502585485.0,388197,388487,290.0,-,addiction module antidote protein  HigA family,0.5464,7,0.7351368322222527,1770.2094919911844,13.0,0.672517162776838,1619.421327966626,12.0,nonessential
358,HNEAP_RS01870,WP_049772441.1,908628408.0,388762,389103,341.0,-,hypothetical protein,0.5468,6,0.999949386457435,2407.8781225895036,29.0,0.9996104761930739,2407.062026672922,26.0,nonessential
359,HNEAP_RS01875,WP_049772442.1,908628409.0,389193,389444,251.0,-,hypothetical protein,0.6389,4,0.4602626050048299,1108.3123528516305,9.0,0.6260540707014386,1507.5382022490642,10.0,nonessential
360,HNEAP_RS01885,WP_012823270.1,502585486.0,389710,390156,446.0,-,DUF302 domain-containing protein,0.5145,8,0.7577832157912731,1824.7419836253855,20.0,0.7254621989308188,1746.9129750254115,19.0,nonessential
361,HNEAP_RS12450,WP_012823272.1,502585488.0,391181,391453,272.0,+,YkgJ family cysteine cluster protein,0.5238,5,0.9998972254567685,2407.7525188998984,24.0,0.9998349931816489,2407.6026635814105,23.0,nonessential
362,HNEAP_RS01890,WP_012823273.1,502585489.0,391719,393110,1391.0,-,aromatic hydrocarbon degradation membrane protein,0.5345,36,0.26300671442147017,633.3201683269002,50.0,0.24429532538701573,588.2631435319339,48.0,nonessential
363,HNEAP_RS01895,WP_012823274.1,502585490.0,393520,394365,845.0,-,diaminopimelate epimerase,0.5485,11,6.833092327630645e-10,1.6454086324934593e-06,5.0,1.6731495106654183e-09,4.028944021682327e-06,5.0,essential
364,HNEAP_RS01900,WP_012823275.1,502585491.0,394554,394997,443.0,+,hypothetical protein,0.5473,9,0.9999999994399507,2407.9999986514013,47.0,0.9999999993629924,2407.999998466086,46.0,nonessential
365,HNEAP_RS01905,WP_012823276.1,502585493.0,395075,396916,1841.0,+,translational GTPase TypA,0.5581,35,0.6646016621092816,1600.36080235915,76.0,0.6313002233153174,1520.1709377432844,73.0,nonessential
366,HNEAP_RS01910,WP_012823277.1,502585494.0,396964,398319,1355.0,+,signal recognition particle protein,0.5789,22,1.4736865908457073e-24,3.548637310756463e-21,0.0,7.927856757644448e-24,1.909027907240783e-20,0.0,essential
367,HNEAP_RS01920,WP_012823278.1,502585495.0,398612,399910,1298.0,+,trigger factor,0.5566,12,0.0033913453525331477,8.16635960889982,33.0,0.002335765327061163,5.62452290756328,31.0,nonessential
368,HNEAP_RS01925,WP_012823279.1,502585496.0,400076,400708,632.0,+,ATP-dependent Clp endopeptidase  proteolytic subunit ClpP,0.5197,11,0.2371439898522194,571.0427275641443,21.0,0.158688665608932,382.12230678630823,19.0,nonessential
369,HNEAP_RS01930,WP_012823280.1,502585497.0,400769,402073,1304.0,+,ATP-dependent Clp protease ATP-binding subunit ClpX,0.5525,18,0.23097412176607357,556.1856852127052,46.0,0.3028423715255306,729.2444306334777,46.0,nonessential
370,HNEAP_RS01935,WP_012823282.1,502585499.0,402313,404745,2432.0,+,endopeptidase La,0.5614,38,0.9664581561658742,2327.2312400474248,114.0,0.9502206042756564,2288.1312150957806,109.0,nonessential
371,HNEAP_RS01940,WP_012823283.1,502585500.0,405027,405299,272.0,+,HU family DNA-binding protein,0.5311,3,0.15160163160501697,365.05672890488086,7.0,0.17550453901504767,422.6149299482348,7.0,nonessential
372,HNEAP_RS01945,WP_012823284.1,502585501.0,405502,407439,1937.0,+,peptidyl-prolyl cis-trans isomerase,0.5624,31,2.4270850955277857e-11,5.8444209100309084e-08,27.0,1.3367350872466812e-11,3.2188580900900083e-08,25.0,essential
373,HNEAP_RS01950,WP_012823285.1,502585502.0,407619,408407,788.0,-,enoyl-ACP reductase,0.5779,12,1.3827396022833897e-14,3.329636962298402e-11,0.0,3.678818099442857e-14,8.8585939834584e-11,0.0,essential
374,HNEAP_RS01955,WP_012823286.1,502585503.0,408537,410513,1976.0,+,ABC transporter substrate-binding protein,0.5665,46,0.9998967295007956,2407.751324637916,112.0,0.9998889175590624,2407.732513482222,109.0,nonessential
375,HNEAP_RS01960,WP_012823287.1,502585504.0,410515,411264,749.0,+,hypothetical protein,0.596,19,0.9617772178923764,2315.959540684842,39.0,0.9622174399157312,2317.0195953170805,38.0,nonessential
376,HNEAP_RS01965,WP_012823288.1,502585505.0,411276,411950,674.0,+,FMN-binding negative transcriptional regulator,0.5778,14,0.978933477887377,2357.2718147528035,37.0,0.9785052909909199,2356.240740706135,36.0,nonessential
377,HNEAP_RS01970,WP_012823289.1,502585506.0,411947,413011,1064.0,+,microcin C ABC transporter permease YejB,0.5502,24,0.9999327456448523,2407.8380515128047,68.0,0.9999729513423024,2407.934866832264,68.0,nonessential
378,HNEAP_RS01975,WP_012823290.1,502585507.0,413008,414048,1040.0,+,ABC transporter permease,0.5783,26,0.7988992477226329,1923.7493885161,46.0,0.8510460387838847,2049.3188613915945,46.0,nonessential
379,HNEAP_RS01980,WP_012823291.1,502585508.0,414118,414513,395.0,-,YkgJ family cysteine cluster protein,0.6111,8,0.9998625384130985,2407.6689924987413,31.0,0.9996110533412494,2407.0634164457288,29.0,nonessential
380,HNEAP_RS01985,WP_012823292.1,502585509.0,414775,415542,767.0,+,ABC transporter substrate-binding protein,0.5065,24,0.5882644562041872,1416.5408105396828,31.0,0.6536851233426038,1574.0737770089897,31.0,nonessential
381,HNEAP_RS01990,WP_012823293.1,502585510.0,416111,416392,281.0,+,DUF1255 domain-containing protein,0.5284,3,0.9907831581635951,2385.805844857937,19.0,0.9932693871780794,2391.792684324815,19.0,nonessential
382,HNEAP_RS01995,WP_012823294.1,502585511.0,416802,418271,1469.0,+,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase,0.551,31,0.4653823024707651,1120.6405843496025,57.0,0.34601281936752304,833.1988690369955,53.0,nonessential
383,HNEAP_RS02000,WP_012823295.1,502585512.0,418294,419646,1352.0,-,metal-dependent phosphohydrolase,0.5772,22,0.5549742688508688,1336.3780393928919,54.0,0.7398280219859854,1781.5058769422528,56.0,nonessential
384,HNEAP_RS02005,WP_081441174.1,1174219993.0,419701,421428,1727.0,-,single-stranded-DNA-specific exonuclease RecJ,0.588,24,0.16073395117261086,387.04735442364694,60.0,0.19245051892386092,463.4208495686571,59.0,nonessential
385,HNEAP_RS02010,WP_012823297.1,502585514.0,421502,423019,1517.0,-,exopolyphosphatase,0.5731,28,0.3184421406223708,766.8086746186689,56.0,0.356050497064821,857.3695969320889,55.0,nonessential
386,HNEAP_RS02015,WP_012823298.1,502585515.0,423167,424231,1064.0,-,fructose-bisphosphate aldolase class II,0.5615,18,1.9341135313318675e-19,4.657345383447137e-16,0.0,7.249307231307133e-19,1.7456331812987577e-15,0.0,essential
387,HNEAP_RS02020,WP_012823299.1,502585516.0,424313,425788,1475.0,-,pyruvate kinase,0.5542,30,1.1425046724899994e-26,2.751151251355919e-23,0.0,7.133859857006048e-26,1.7178334535670562e-22,0.0,essential
388,HNEAP_RS02025,WP_012823300.1,502585517.0,425798,426997,1199.0,-,phosphoglycerate kinase,0.5567,13,8.168013050184624e-22,1.9668575424844575e-18,0.0,3.6202318267742334e-21,8.717518238872353e-18,0.0,essential
389,HNEAP_RS02030,WP_012823301.1,502585518.0,427153,428151,998.0,-,type I glyceraldehyde-3-phosphate dehydrogenase,0.5415,13,2.800805136157452e-18,6.744338767867145e-15,0.0,9.671719164130045e-18,2.3289499747225148e-14,0.0,essential
390,HNEAP_RS02035,WP_012823302.1,502585519.0,428269,430257,1988.0,-,transketolase,0.5726,30,1.0845983302005615e-35,2.6117127791229523e-32,0.0,1.2805487103461772e-34,3.0835612945135945e-31,0.0,essential
391,HNEAP_RS02040,WP_012823303.1,502585520.0,430447,430998,551.0,-,thioredoxin family protein,0.5199,18,0.9999999999999999,2407.9999999999995,84.0,0.9999999999999999,2407.9999999999995,79.0,nonessential
392,HNEAP_RS02045,WP_012823304.1,502585521.0,431225,432082,857.0,+,hypothetical protein,0.5513,16,0.9999998041044799,2407.9995282835876,66.0,0.9999999342275698,2407.9998416199883,66.0,nonessential
393,HNEAP_RS02050,WP_041600331.1,753844714.0,432170,433252,1082.0,+,IS630 family transposase,0.5946,12,0.9999999821941574,2407.999957123531,82.0,0.9999999578708166,2407.9998985529264,79.0,nonessential
394,HNEAP_RS02055,WP_012823306.1,502585523.0,433325,434497,1172.0,+,methionine adenosyltransferase,0.5772,20,1.20516099781036e-19,2.9020276827273467e-16,1.0,5.007151223783178e-19,1.2057220146869893e-15,1.0,essential
395,HNEAP_RS02060,WP_012823307.1,502585524.0,434628,436040,1412.0,+,adenosylhomocysteinase,0.5548,21,8.696853015389574e-24,2.0942022061058094e-20,1.0,4.8673465162668076e-23,1.1720570411170473e-19,1.0,essential
396,HNEAP_RS02065,WP_041600332.1,753844715.0,436040,436909,869.0,+,methylenetetrahydrofolate reductase [NAD(P)H],0.577,14,5.20140986705602e-16,1.2524994959870896e-12,0.0,1.5302847144486791e-15,3.6849255923924195e-12,0.0,essential
397,HNEAP_RS02070,WP_012823309.1,502585526.0,437084,437998,914.0,+,SPFH/Band 7/PHB domain protein,0.553,13,0.12340397957753808,297.1567828227117,29.0,0.12306630793864211,296.3436695162502,28.0,nonessential
398,HNEAP_RS02075,WP_012823310.1,502585527.0,438038,438391,353.0,+,hypothetical protein,0.5424,4,0.46120921862920744,1110.5917984591315,13.0,0.5073345301283112,1221.6615485489733,13.0,nonessential
399,HNEAP_RS02080,WP_012823311.1,502585528.0,438432,438884,452.0,+,NfeD family protein,0.5894,10,0.2867158330575467,690.4117260025725,15.0,0.33203195624349235,799.5329506343296,15.0,nonessential
400,HNEAP_RS02085,WP_012823312.1,502585529.0,438898,440259,1361.0,+,adenosylmethionine--8-amino-7-oxononanoate transaminase,0.5808,29,3.27226713820248e-15,7.879619268791572e-12,8.0,2.73611021274722e-17,6.588553392295306e-14,5.0,essential
401,HNEAP_RS02090,WP_012823313.1,502585530.0,440276,441010,734.0,+,16S rRNA (uracil(1498)-N(3))-methyltransferase,0.6041,12,0.9706435786075975,2337.309737287095,39.0,0.9572541719425285,2305.0680460376084,37.0,nonessential
402,HNEAP_RS02095,WP_081441084.1,1174219903.0,441043,442227,1184.0,+,peptide chain release factor 2,0.546,20,1.8685635663574316e-18,4.4995010677886955e-15,2.0,7.638672483916836e-18,1.839392334127174e-14,2.0,essential
403,HNEAP_RS02100,WP_012823315.1,502585532.0,442272,443807,1535.0,+,lysine--tRNA ligase,0.5671,34,1.005968568460981e-27,2.4223723128540425e-24,0.0,6.767199235720903e-27,1.6295415759615936e-23,0.0,essential
404,HNEAP_RS02105,WP_012823316.1,502585533.0,444379,445509,1130.0,+,iron-sulfur cluster carrier protein ApbC,0.5703,20,0.004157597753504742,10.01149539043942,28.0,4.2932079209468074e-05,0.10338044673639912,20.0,nonessential
405,HNEAP_RS02110,WP_012823317.1,502585534.0,445496,445978,482.0,+,hypothetical protein,0.5714,7,0.9999376405352046,2407.849838408773,37.0,0.9998469529096342,2407.631462606399,35.0,nonessential
406,HNEAP_RS02115,WP_012823318.1,502585535.0,446044,446544,500.0,+,lipid hydroperoxide peroxidase,0.5749,7,0.8019903399379713,1931.192738570635,23.0,0.8391710394089377,2020.7238628967218,23.0,nonessential
407,HNEAP_RS02120,WP_012823319.1,502585536.0,446561,447502,941.0,+,fructokinase,0.5924,13,0.9750287299993421,2347.869181838416,49.0,0.9845836442291204,2370.877415303722,49.0,nonessential
408,HNEAP_RS02125,WP_012823320.1,502585538.0,447499,448800,1301.0,+,arsenical efflux pump membrane protein ArsB,0.5591,32,0.9894265357265725,2382.5390980295865,68.0,0.9944417702995304,2394.6157828812693,68.0,nonessential
409,HNEAP_RS02130,WP_012823321.1,502585539.0,448808,450313,1505.0,+,exodeoxyribonuclease VII large subunit,0.6069,19,0.9784208416802189,2356.0373867659673,75.0,0.9712851931669312,2338.8547451459704,72.0,nonessential
410,HNEAP_RS02135,WP_012823322.1,502585540.0,450375,450752,377.0,-,cytoplasmic domain of flagellar protein FhlB-like protein,0.5556,7,0.9973768291808283,2401.6834046674344,26.0,0.9982741538383199,2403.844162442674,26.0,nonessential
411,HNEAP_RS02140,WP_012823323.1,502585541.0,450780,452120,1340.0,-,flagellar hook-length control protein FliK,0.5936,13,0.996664319431867,2399.9676811919358,73.0,0.9976344094110353,2402.303657861773,72.0,nonessential
412,HNEAP_RS02145,WP_012823324.1,502585542.0,452328,453797,1469.0,+,sigma-54-dependent Fis family transcriptional regulator,0.581,17,0.9931684248373666,2391.5495670083787,77.0,0.995224052264582,2396.4995178531135,76.0,nonessential
413,HNEAP_RS02150,WP_012823325.1,502585543.0,453896,454237,341.0,+,flagellar hook-basal body complex protein FliE,0.5439,3,0.9110996078509486,2193.9278557050843,18.0,0.9289685902579493,2236.956365341142,18.0,nonessential
414,HNEAP_RS02155,WP_012823326.1,502585544.0,454266,456038,1772.0,+,flagellar M-ring protein FliF,0.5623,28,0.8669905621083047,2087.713273556798,79.0,0.8961326813328964,2157.8874966496146,78.0,nonessential
415,HNEAP_RS02160,WP_012823327.1,502585545.0,456040,457080,1040.0,+,flagellar motor switch protein FliG,0.5524,16,0.9995202965588634,2406.844874113743,63.0,0.9993977083761051,2406.549681769661,61.0,nonessential
416,HNEAP_RS02165,WP_012823328.1,502585546.0,457064,457846,782.0,+,flagellar assembly protein FliH,0.6207,6,0.2639128370648921,635.5021116522602,27.0,0.25658822901753237,617.864455474218,26.0,nonessential
417,HNEAP_RS02170,WP_012823329.1,502585547.0,457843,459240,1397.0,+,flagellar protein export ATPase FliI,0.6044,24,0.9996166333803524,2407.0768531798885,81.0,0.9998475426123139,2407.632882610452,81.0,nonessential
418,HNEAP_RS02175,WP_081441085.1,1174219904.0,459237,459713,476.0,+,hypothetical protein,0.5304,10,0.9999999979193209,2407.9999949897247,48.0,0.9999999823701795,2407.999957547392,45.0,nonessential
419,HNEAP_RS02180,WP_012823331.1,502585549.0,459731,461245,1514.0,+,flagellar hook-length control protein FliK,0.5307,30,0.9996690771078348,2407.2031376756663,87.0,0.9996938128786509,2407.2627014117916,85.0,nonessential
420,HNEAP_RS02185,WP_012823332.1,502585550.0,461578,461901,323.0,+,histone family protein nucleoid-structuring protein H-NS,0.4907,9,0.7831918693403555,1885.9260213715759,15.0,0.8153990273984765,1963.4808579755313,15.0,nonessential
421,HNEAP_RS02190,WP_012823333.1,502585551.0,462170,463372,1202.0,-,hypothetical protein,0.5561,14,0.009250673083767614,22.275620785712412,32.0,0.0007117001205405492,1.7137738902616426,26.0,nonessential
422,HNEAP_RS02195,WP_012823334.1,502585552.0,464290,464739,449.0,+,division/cell wall cluster transcriptional repressor MraZ,0.5422,4,1.2677572173468143e-08,3.0527593793711284e-05,0.0,2.214019870201623e-08,5.331359847445508e-05,0.0,essential
423,HNEAP_RS02200,WP_012823335.1,502585553.0,464736,465689,953.0,+,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,0.5671,12,1.732758645036203e-17,4.1724828172471764e-14,0.0,5.658357530520831e-17,1.362532493349416e-13,0.0,essential
424,HNEAP_RS02205,WP_012823336.1,502585554.0,465686,465946,260.0,+,cell division protein FtsL,0.5747,2,2.673916543214769e-05,0.06438791036061163,0.0,3.692884183821646e-05,0.08892465114642524,0.0,ambiguous
425,HNEAP_RS02210,WP_081441175.1,1174219994.0,465988,467802,1814.0,+,hypothetical protein,0.5901,47,1.24612696723742e-32,3.000673737107707e-29,0.0,1.1853630183749307e-31,2.854354148246833e-28,0.0,essential
426,HNEAP_RS02215,WP_012823338.1,502585556.0,467799,469358,1559.0,+,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2 6-diaminopimelate ligase,0.5821,30,3.806054317676367e-28,9.164978796964692e-25,0.0,2.6378051915726806e-27,6.3518349013070146e-24,0.0,essential
427,HNEAP_RS02220,WP_012823339.1,502585557.0,469355,470779,1424.0,+,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,0.567,21,5.3941254905012654e-24,1.2989054181127047e-20,1.0,3.0642261743791015e-23,7.378656627904877e-20,1.0,essential
428,HNEAP_RS02225,WP_012823340.1,502585558.0,470781,471863,1082.0,+,phospho-N-acetylmuramoyl-pentapeptide-transferase,0.5596,19,4.265649543524017e-18,1.0271684100805834e-14,1.0,1.584954945937276e-17,3.8165715098169604e-14,1.0,essential
429,HNEAP_RS02230,WP_012823341.1,502585559.0,471863,473278,1415.0,+,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,0.5819,21,2.294424867385131e-22,5.524975080663396e-19,2.0,1.2493051609268982e-21,3.008326827511971e-18,2.0,essential
430,HNEAP_RS02235,WP_012823342.1,502585560.0,473275,474522,1247.0,+,cell division protein FtsW,0.5633,17,3.394874475111842e-15,8.174857736069314e-12,6.0,1.5642267338881021e-15,3.76665797520255e-12,5.0,essential
431,HNEAP_RS02240,WP_012823343.1,502585561.0,474519,475643,1124.0,+,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,0.5991,15,1.7029754601480303e-20,4.100764908036457e-17,0.0,6.876712935007978e-20,1.6559124747499212e-16,0.0,essential
432,HNEAP_RS02245,WP_012823344.1,502585562.0,475640,477115,1475.0,+,UDP-N-acetylmuramate--L-alanine ligase,0.5982,22,2.1921953734371453e-23,5.278806459236646e-20,2.0,1.2859154608356928e-22,3.0964844296923483e-19,2.0,essential
433,HNEAP_RS02250,WP_012823345.1,502585563.0,477108,478082,974.0,+,D-alanine--D-alanine ligase,0.5877,13,7.402737055730196e-18,1.782579083019831e-14,0.0,2.4812465584915302e-17,5.974841712847604e-14,0.0,essential
434,HNEAP_RS02255,WP_012823346.1,502585564.0,478085,478900,815.0,+,cell division protein FtsQ,0.5821,12,2.78566552708533e-12,6.7078825892214745e-09,2.0,7.206036614819679e-12,1.7352136168485788e-08,2.0,essential
435,HNEAP_RS02260,WP_012823347.1,502585565.0,478931,480181,1250.0,+,cell division protein FtsA,0.5987,18,1.0354613323243208e-22,2.4933908882369646e-19,0.0,4.889428651515196e-22,1.1773744192848591e-18,0.0,essential
436,HNEAP_RS02265,WP_012823348.1,502585566.0,480248,481393,1145.0,+,cell division protein FtsZ,0.5777,15,7.275496549938501e-21,1.751939569225191e-17,0.0,3.0155076294997156e-20,7.261342371835315e-17,0.0,essential
437,HNEAP_RS02270,WP_041600583.1,753844966.0,481756,482256,500.0,+,hypothetical protein,0.5289,14,0.8563311190468403,2062.0453346647914,24.0,0.9222963995852502,2220.8897302012824,25.0,nonessential
438,HNEAP_RS02275,WP_012823351.1,502585569.0,482560,483021,461.0,-,RES domain-containing protein,0.5823,12,0.7823181368611519,1883.8220735616537,21.0,0.820308975798124,1975.3040137218827,21.0,nonessential
439,HNEAP_RS12130,WP_081441086.1,1174219905.0,483018,483551,533.0,-,hypothetical protein,0.5974,9,4.957137892397435e-06,0.011936788044893024,4.0,8.516709838977839e-06,0.020508237292258636,4.0,essential
440,HNEAP_RS02295,WP_012823353.1,502585571.0,485265,487091,1826.0,-,RNA polymerase sigma factor RpoD,0.5523,24,5.861091285382622e-31,1.4113507815201355e-27,1.0,5.484357355272539e-30,1.3206332511496276e-26,1.0,essential
441,HNEAP_RS02300,WP_012823354.1,502585572.0,487230,488909,1679.0,-,DNA primase,0.5643,27,2.077043705138297e-28,5.001521241973019e-25,1.0,1.619316350752358e-27,3.899313772611678e-24,1.0,essential
442,HNEAP_RS02305,WP_012823355.1,502585573.0,489265,490032,767.0,+,sel1 repeat family protein,0.5573,25,0.9999999999999999,2407.9999999999995,100.0,0.9999999999999999,2407.9999999999995,97.0,nonessential
443,HNEAP_RS02310,WP_012823356.1,502585574.0,490109,491554,1445.0,-,cardiolipin synthase,0.5636,32,0.9999999999911166,2407.9999999786087,113.0,0.9999999999970041,2407.999999992786,112.0,nonessential
444,HNEAP_RS02315,WP_041600587.1,753844970.0,491554,492396,842.0,-,short-chain dehydrogenase/reductase,0.5919,18,0.9999999780339283,2407.9999471056994,68.0,0.9999999931911203,2407.9999836042175,68.0,nonessential
445,HNEAP_RS02320,WP_012823358.1,502585576.0,492545,493210,665.0,+,BAX inhibitor (BI)-1/YccA family protein,0.542,12,0.9416919754056757,2267.594276776867,34.0,0.9396882692199385,2262.769352281612,33.0,nonessential
446,HNEAP_RS02325,WP_012823359.1,502585577.0,493301,493495,194.0,+,hypothetical protein,0.5282,1,0.9128099598468168,2198.046383311135,11.0,0.8692067135473216,2093.0497662219504,10.0,nonessential
447,HNEAP_RS02330,WP_012823360.1,502585579.0,493567,494154,587.0,+,CBS domain-containing protein,0.551,12,0.9534784558638563,2295.976121720166,31.0,0.9498812197948587,2287.3139772660197,30.0,nonessential
448,HNEAP_RS02335,WP_041600334.1,753844717.0,494145,494774,629.0,+,HPP family protein,0.5873,10,0.9544306079680606,2298.2689039870897,33.0,0.9680154219102508,2330.981135959884,33.0,nonessential
449,HNEAP_RS02340,WP_012823362.1,502585581.0,494874,496880,2006.0,+,methyl-accepting chemotaxis protein,0.5481,31,0.9922566626846026,2389.354043744523,101.0,0.9953718770498635,2396.8554799360713,100.0,nonessential
450,HNEAP_RS02345,WP_012823363.1,502585582.0,496904,497485,581.0,+,IclR family transcriptional regulator,0.6031,5,0.46559897542974943,1121.1623328348367,22.0,0.5248112172462178,1263.7454111288926,22.0,nonessential
451,HNEAP_RS02350,WP_012823364.1,502585583.0,497833,498273,440.0,+,DUF3429 domain-containing protein,0.5828,7,0.9893332949024572,2382.314574125117,27.0,0.9871131997995152,2376.9685851172326,26.0,nonessential
452,HNEAP_RS02355,WP_012823365.1,502585584.0,498270,498947,677.0,+,DUF502 domain-containing protein,0.5619,12,0.9292260646036051,2237.576363565481,34.0,0.9271132509987436,2232.4887084049747,33.0,nonessential
453,HNEAP_RS02360,WP_041600588.1,753844971.0,498991,500775,1784.0,+,aspartate--tRNA ligase,0.5916,24,3.138323829227068e-30,7.557083780778779e-27,1.0,2.78739615406622e-29,6.712049938991457e-26,1.0,essential
454,HNEAP_RS02365,WP_012823367.1,502585586.0,500852,501937,1085.0,+,quinolinate synthase NadA,0.5838,11,1.5168804467108423e-14,3.652648115679708e-11,4.0,5.1548212569546875e-14,1.2412809586746887e-10,4.0,essential
455,HNEAP_RS02370,WP_012823368.1,502585587.0,502064,503914,1850.0,+,sodium/hydrogen exchanger,0.5348,57,0.9999999300980245,2407.999831676043,121.0,0.9999999753262498,2407.9999405856097,120.0,nonessential
456,HNEAP_RS02390,WP_012823369.1,502585588.0,504434,505717,1283.0,+,integrase,0.546,30,0.9999998625021878,2407.999668905268,90.0,0.9999997484107706,2407.9993941731354,87.0,nonessential
457,HNEAP_RS02395,WP_012823370.1,502585589.0,505838,506875,1037.0,+,IS5/IS1182 family transposase,0.5645,14,5.772382101561005e-19,1.3899896100558902e-15,0.0,2.0922256911346512e-18,5.0380794642522404e-15,0.0,essential
458,HNEAP_RS02400,WP_012823371.1,502585590.0,507500,507904,404.0,+,hypothetical protein,0.5407,7,0.9999999997486192,2407.999999394675,45.0,0.9999999996928908,2407.9999992604808,44.0,nonessential
459,HNEAP_RS12455,WP_012823372.1,502585591.0,507894,510317,2423.0,+,relaxase,0.5561,47,0.9999999999999999,2407.9999999999995,242.0,0.9999999999999999,2407.9999999999995,237.0,nonessential
460,HNEAP_RS02425,WP_012823373.1,502585592.0,510414,510584,170.0,-,AlpA family phage regulatory protein,0.5439,2,0.9813412139458381,2363.069643181578,12.0,0.9675660263753194,2329.898991511769,11.0,nonessential
461,HNEAP_RS02430,WP_012823375.1,502585594.0,511384,512184,800.0,+,NAD(P)-dependent oxidoreductase,0.5593,13,0.7561810969532119,1820.8840814633343,35.0,0.7567688132403941,1822.2993022828691,34.0,nonessential
462,HNEAP_RS12135,WP_012823376.1,502585595.0,512390,515425,3035.0,+,diguanylate cyclase with PAS/PAC and GAF sensors,0.5461,61,0.9999999986877046,2407.9999968399925,189.0,0.9999999543131787,2407.9998899861343,177.0,nonessential
463,HNEAP_RS02440,WP_012823377.1,502585596.0,515917,516708,791.0,+,ABC transporter permease,0.5391,18,0.1877740412167831,452.1598912500137,26.0,0.09567578279897249,230.38728497992574,23.0,nonessential
464,HNEAP_RS02445,WP_012823378.1,502585597.0,516712,517440,728.0,+,ABC transporter ATP-binding protein,0.5322,16,0.002990858800214986,7.2019879909176865,15.0,0.00046039022857185044,1.1086196704010158,12.0,nonessential
465,HNEAP_RS02450,WP_012823379.1,502585598.0,517445,518881,1436.0,+,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,0.5296,33,0.998724801636827,2404.9293223414793,80.0,0.9981279867984574,2403.4921922106855,77.0,nonessential
466,HNEAP_RS02455,WP_012823380.1,502585599.0,518883,520364,1481.0,+,phosphomannomutase/phosphoglucomutase,0.5641,28,0.9843984831672717,2370.4315474667906,75.0,0.9844051770834826,2370.447666417026,73.0,nonessential
467,HNEAP_RS02460,WP_012823381.1,502585600.0,520364,521584,1220.0,+,hypothetical protein,0.4316,52,0.5136713677828484,1236.9206536210988,48.0,0.5408127479034892,1302.277096951602,47.0,nonessential
468,HNEAP_RS12140,WP_012823382.1,502585601.0,521678,524281,2603.0,+,group 1 glycosyl transferase,0.525,89,0.9850908117104498,2372.098674598763,125.0,0.9918695829417431,2388.4219557237175,124.0,nonessential
469,HNEAP_RS02470,WP_012823383.1,502585602.0,524409,525443,1034.0,+,GDP-mannose 4 6-dehydratase,0.5063,32,0.9982799423700537,2403.8581012270893,60.0,0.9978411691041199,2402.8015352027205,58.0,nonessential
470,HNEAP_RS02475,WP_012823384.1,502585603.0,525494,526405,911.0,+,GDP-6-deoxy-D-lyxo-4-hexulose reductase,0.5197,22,0.7731504846387924,1861.7463670102122,40.0,0.7284243682286426,1754.0458786945715,38.0,nonessential
471,HNEAP_RS02480,WP_012823385.1,502585604.0,526402,527598,1196.0,+,glycosyltransferase family 1 protein,0.4937,36,0.5110070402017937,1230.5049528059192,47.0,0.5366941195290216,1292.359439825884,46.0,nonessential
472,HNEAP_RS02485,WP_012823386.1,502585605.0,527608,528759,1151.0,+,group 1 glycosyl transferase,0.5469,34,0.9999157182484623,2407.797049542297,72.0,0.9999668198501798,2407.920102199233,72.0,nonessential
473,HNEAP_RS02490,WP_012823387.1,502585606.0,528849,530252,1403.0,+,undecaprenyl-phosphate glucose phosphotransferase,0.5285,34,0.9999998231057844,2407.999574038729,96.0,0.999999480682568,2407.9987494836237,92.0,nonessential
