,locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,pvalInitial,pvalCorrected,length,inserts,lg,predictedInsertionRate
369,HNEAP_RS01860,HNEAP_RS01860,1,NC_013422.1,388197,388487,-,,addiction module antidote protein  HigA family,0.5464,7,0.672517162776838,0.26954714932248686,290,12,158.456,0.05137744878901793
370,GFF371,,7,NC_013422.1,388487,388765,-,,Killer protein,0.4982,10,0.9264510303419353,0.7658385451503618,278,15,138.4996,0.04684525070770265
371,HNEAP_RS01870,HNEAP_RS01870,1,NC_013422.1,388762,389103,-,,hypothetical protein,0.5468,6,0.9996104761930739,0.9814945737680997,341,26,186.4588,0.05141506039135249
372,HNEAP_RS01875,HNEAP_RS01875,1,NC_013422.1,389193,389444,-,,hypothetical protein,0.6389,4,0.6260540707014386,0.10733972161205693,251,10,160.3639,0.06007513182888645
373,HNEAP_RS01885,HNEAP_RS01885,1,NC_013422.1,389710,390156,-,,DUF302 domain-containing protein,0.5145,8,0.7254621989308188,0.33305573844866926,446,19,229.46699999999998,0.04837792350283624
374,HNEAP_RS12450,HNEAP_RS12450,1,NC_013422.1,391181,391453,+,,YkgJ family cysteine cluster protein,0.5238,5,0.9998349931816489,0.9954485401614036,272,23,142.4736,0.04925239325711492
375,HNEAP_RS01890,HNEAP_RS01890,1,NC_013422.1,391719,393110,-,,aromatic hydrocarbon degradation membrane protein,0.5345,36,0.24429532538701573,0.0029369875451054892,1391,48,743.4895,0.050258503619564576
376,HNEAP_RS01895,HNEAP_RS01895,1,NC_013422.1,393520,394365,-,,diaminopimelate epimerase,0.5485,11,1.6731495106654183e-09,6.978019620409107e-14,845,5,463.4825,0.05157490970127441
377,HNEAP_RS01900,HNEAP_RS01900,1,NC_013422.1,394554,394997,+,,hypothetical protein,0.5473,9,0.9999999993629924,0.9999970162470692,443,46,242.4539,0.05146207489427071
378,HNEAP_RS01905,HNEAP_RS01905,1,NC_013422.1,395075,396916,+,,translational GTPase TypA,0.5581,35,0.6313002233153174,0.006196285270453497,1841,73,1027.4621,0.052477588157304
379,HNEAP_RS01910,HNEAP_RS01910,1,NC_013422.1,396964,398319,+,,signal recognition particle protein,0.5789,22,7.927856757644448e-24,1.1556662406704969e-33,1355,0,784.4095,0.05443339147870146
380,HNEAP_RS01915,HNEAP_RS01915,5,NC_013422.1,398461,398544,+,,tRNA-Leu,0.5476,3,0.03845623284620934,0.012429912755265313,83,0,45.4508,0.05149028359602163
381,HNEAP_RS01920,HNEAP_RS01920,1,NC_013422.1,398612,399910,+,,trigger factor,0.5566,12,0.002335765327061163,2.4495320877852283e-07,1298,31,722.4668,0.05233654464854938
382,HNEAP_RS01925,HNEAP_RS01925,1,NC_013422.1,400076,400708,+,,ATP-dependent Clp endopeptidase  proteolytic subunit ClpP,0.5197,11,0.158688665608932,0.01331907781677921,632,19,328.45040000000006,0.04886687433318562
383,HNEAP_RS01930,HNEAP_RS01930,1,NC_013422.1,400769,402073,+,,ATP-dependent Clp protease ATP-binding subunit ClpX,0.5525,18,0.3028423715255306,0.0026927703731162143,1304,46,720.46,0.05195102572462007
384,HNEAP_RS01935,HNEAP_RS01935,1,NC_013422.1,402313,404745,+,,endopeptidase La,0.5614,38,0.9502206042756564,0.04088605096952904,2432,109,1365.3248,0.05278788387656418
385,HNEAP_RS01940,HNEAP_RS01940,1,NC_013422.1,405027,405299,+,,HU family DNA-binding protein,0.5311,3,0.17550453901504767,0.03617669234583088,272,7,144.4592,0.04993880499972076
386,HNEAP_RS01945,HNEAP_RS01945,1,NC_013422.1,405502,407439,+,,peptidyl-prolyl cis-trans isomerase,0.5624,31,1.3367350872466812e-11,1.0037777781214e-20,1937,25,1089.3688,0.05288191288240059
387,HNEAP_RS01950,HNEAP_RS01950,1,NC_013422.1,407619,408407,-,,enoyl-ACP reductase,0.5779,12,3.678818099442857e-14,7.575756664425344e-20,788,0,455.3852,0.05433936247286505
388,HNEAP_RS01955,HNEAP_RS01955,1,NC_013422.1,408537,410513,+,,ABC transporter substrate-binding protein,0.5665,46,0.9998889175590624,0.6690433951551802,1976,109,1119.404,0.0532674318063299
389,HNEAP_RS01960,HNEAP_RS01960,1,NC_013422.1,410515,411264,+,,hypothetical protein,0.596,19,0.9622174399157312,0.29615040327015696,749,38,446.404,0.05604128747850418
390,HNEAP_RS01965,HNEAP_RS01965,1,NC_013422.1,411276,411950,+,,FMN-binding negative transcriptional regulator,0.5778,14,0.9785052909909199,0.502081054264477,674,36,389.43719999999996,0.0543299595722814
391,HNEAP_RS01970,HNEAP_RS01970,1,NC_013422.1,411947,413011,+,,microcin C ABC transporter permease YejB,0.5502,24,0.9999729513423024,0.9653840304693847,1064,68,585.4128000000001,0.05173475901119632
392,HNEAP_RS01975,HNEAP_RS01975,1,NC_013422.1,413008,414048,+,,ABC transporter permease,0.5783,26,0.8510460387838847,0.08149750371344834,1040,46,601.432,0.05437697407519962
393,HNEAP_RS01980,HNEAP_RS01980,1,NC_013422.1,414118,414513,-,,YkgJ family cysteine cluster protein,0.6111,8,0.9996110533412494,0.9250323466619043,395,29,241.3845,0.05746112546663407
394,HNEAP_RS01985,HNEAP_RS01985,1,NC_013422.1,414775,415542,+,,ABC transporter substrate-binding protein,0.5065,24,0.6536851233426038,0.19877469120163277,767,31,388.48549999999994,0.04762569145614491
395,HNEAP_RS01990,HNEAP_RS01990,1,NC_013422.1,416111,416392,+,,DUF1255 domain-containing protein,0.5284,3,0.9932693871780794,0.930194782015531,281,19,148.4804,0.04968492668396244
396,HNEAP_RS01995,HNEAP_RS01995,1,NC_013422.1,416802,418271,+,,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase,0.551,31,0.34601281936752304,0.002667567819908598,1469,53,809.4190000000001,0.051809982215865455
397,HNEAP_RS02000,HNEAP_RS02000,1,NC_013422.1,418294,419646,-,,metal-dependent phosphohydrolase,0.5772,22,0.7398280219859854,0.018366114928661675,1352,56,780.3744,0.05427354216877956
398,HNEAP_RS02005,HNEAP_RS02005,1,NC_013422.1,419701,421428,-,,single-stranded-DNA-specific exonuclease RecJ,0.588,24,0.19245051892386092,2.6557072325448422e-05,1727,59,1015.476,0.05528905543181285
399,HNEAP_RS02010,HNEAP_RS02010,1,NC_013422.1,421502,423019,-,,exopolyphosphatase,0.5731,28,0.356050497064821,0.0008385137993601744,1517,55,869.3927000000001,0.05388802324485026
400,HNEAP_RS02015,HNEAP_RS02015,1,NC_013422.1,423167,424231,-,,fructose-bisphosphate aldolase class II,0.5615,18,7.249307231307133e-19,8.615512893035674e-26,1064,0,597.436,0.052797286777147824
401,HNEAP_RS02020,HNEAP_RS02020,1,NC_013422.1,424313,425788,-,,pyruvate kinase,0.5542,30,7.133859857006048e-26,5.216419420577306e-35,1475,0,817.445,0.05211087503454198
402,HNEAP_RS02025,HNEAP_RS02025,1,NC_013422.1,425798,426997,-,,phosphoglycerate kinase,0.5567,13,3.6202318267742334e-21,1.0072542728577401e-28,1199,0,667.4833,0.05234594754913302
403,HNEAP_RS02030,HNEAP_RS02030,1,NC_013422.1,427153,428151,-,,type I glyceraldehyde-3-phosphate dehydrogenase,0.5415,13,9.671719164130045e-18,2.2372779656149927e-23,998,0,540.417,0.05091670666041949
404,HNEAP_RS02035,HNEAP_RS02035,1,NC_013422.1,428269,430257,-,,transketolase,0.5726,30,1.2805487103461772e-34,1.6469185296606813e-48,1988,0,1138.3288,0.05384100874193204
405,HNEAP_RS02040,HNEAP_RS02040,1,NC_013422.1,430447,430998,-,,thioredoxin family protein,0.5199,18,0.9999999999999999,0.9999999999999999,551,79,286.4649,0.0488856801343529
406,HNEAP_RS02045,HNEAP_RS02045,1,NC_013422.1,431225,432082,+,,hypothetical protein,0.5513,16,0.9999999342275698,0.9993138867630409,857,66,472.46410000000003,0.05183819091761638
407,HNEAP_RS02050,HNEAP_RS02050,1,NC_013422.1,432170,433252,+,,IS630 family transposase,0.5946,12,0.9999999578708166,0.9923181899490056,1082,79,643.3572,0.05590964687033321
408,HNEAP_RS02055,HNEAP_RS02055,1,NC_013422.1,433325,434497,+,,methionine adenosyltransferase,0.5772,20,5.007151223783178e-19,2.70004871598843e-27,1172,1,676.4784000000001,0.05427354216877956
409,HNEAP_RS02060,HNEAP_RS02060,1,NC_013422.1,434628,436040,+,,adenosylhomocysteinase,0.5548,21,4.8673465162668076e-23,1.0995168470007024e-31,1412,1,783.3775999999999,0.05216729243804382
410,HNEAP_RS02065,HNEAP_RS02065,1,NC_013422.1,436040,436909,+,,methylenetetrahydrofolate reductase [NAD(P)H],0.577,14,1.5302847144486791e-15,8.866619370826765e-22,869,0,501.41299999999995,0.054254736367612265
411,HNEAP_RS02070,HNEAP_RS02070,1,NC_013422.1,437084,437998,+,,SPFH/Band 7/PHB domain protein,0.553,13,0.12306630793864211,0.0012298503867071207,914,28,505.44200000000006,0.05199804022753829
412,HNEAP_RS02075,HNEAP_RS02075,1,NC_013422.1,438038,438391,+,,hypothetical protein,0.5424,4,0.5073345301283112,0.13580982413371132,353,13,191.4672,0.051001332765672265
413,HNEAP_RS02080,HNEAP_RS02080,1,NC_013422.1,438432,438884,+,,NfeD family protein,0.5894,10,0.33203195624349235,0.01914968249394285,452,15,266.40880000000004,0.05542069603998385
414,HNEAP_RS02085,HNEAP_RS02085,1,NC_013422.1,438898,440259,+,,adenosylmethionine--8-amino-7-oxononanoate transaminase,0.5808,29,2.73611021274722e-17,1.6936942496798933e-26,1361,5,790.4688,0.05461204658979066
415,HNEAP_RS02090,HNEAP_RS02090,1,NC_013422.1,440276,441010,+,,16S rRNA (uracil(1498)-N(3))-methyltransferase,0.6041,12,0.9572541719425285,0.2560421703395602,734,37,443.4094,0.05680292242577916
416,HNEAP_RS02095,HNEAP_RS02095,1,NC_013422.1,441043,442227,+,,peptide chain release factor 2,0.546,20,7.638672483916836e-18,1.677198706820732e-24,1184,2,646.464,0.05133983718668337
417,HNEAP_RS02100,HNEAP_RS02100,1,NC_013422.1,442272,443807,+,,lysine--tRNA ligase,0.5671,34,6.767199235720903e-27,2.945809493577987e-37,1535,0,870.4985,0.05332384920983175
418,HNEAP_RS02105,HNEAP_RS02105,1,NC_013422.1,444379,445509,+,,iron-sulfur cluster carrier protein ApbC,0.5703,20,4.2932079209468074e-05,6.042385606543386e-10,1130,20,644.4390000000001,0.053624742028508296
419,HNEAP_RS02110,HNEAP_RS02110,1,NC_013422.1,445496,445978,+,,hypothetical protein,0.5714,7,0.9998469529096342,0.9692522210134573,482,35,275.4148,0.05372817393492835
420,HNEAP_RS02115,HNEAP_RS02115,1,NC_013422.1,446044,446544,+,,lipid hydroperoxide peroxidase,0.5749,7,0.8391710394089377,0.24739827145009555,500,23,287.45,0.0540572754553558
421,HNEAP_RS02120,HNEAP_RS02120,1,NC_013422.1,446561,447502,+,,fructokinase,0.5924,13,0.9845836442291204,0.34572174161853714,941,49,557.4484,0.05570278305749309
422,HNEAP_RS02125,HNEAP_RS02125,1,NC_013422.1,447499,448800,+,,arsenical efflux pump membrane protein ArsB,0.5591,32,0.9944417702995304,0.5125695626121349,1301,68,727.3891000000001,0.05257161716314043
423,HNEAP_RS02130,HNEAP_RS02130,1,NC_013422.1,448808,450313,+,,exodeoxyribonuclease VII large subunit,0.6069,19,0.9712851931669312,0.06561114739212824,1505,72,913.3845,0.05706620364212112
424,HNEAP_RS02135,HNEAP_RS02135,1,NC_013422.1,450375,450752,-,,cytoplasmic domain of flagellar protein FhlB-like protein,0.5556,7,0.9982741538383199,0.9373077710306754,377,26,209.4612,0.05224251564271296
425,HNEAP_RS02140,HNEAP_RS02140,1,NC_013422.1,450780,452120,-,,flagellar hook-length control protein FliK,0.5936,13,0.9976344094110353,0.3988088543572235,1340,72,795.424,0.055815617864496785
426,HNEAP_RS02145,HNEAP_RS02145,1,NC_013422.1,452328,453797,+,,sigma-54-dependent Fis family transcriptional regulator,0.581,17,0.995224052264582,0.33839651052081565,1469,76,853.4889999999999,0.05463085239095794
427,HNEAP_RS02150,HNEAP_RS02150,1,NC_013422.1,453896,454237,+,,flagellar hook-basal body complex protein FliE,0.5439,3,0.9289685902579493,0.6159516168678753,341,18,185.46990000000002,0.0511423762744269
428,HNEAP_RS02155,HNEAP_RS02155,1,NC_013422.1,454266,456038,+,,flagellar M-ring protein FliF,0.5623,28,0.8961326813328964,0.050459289895004894,1772,78,996.3956000000001,0.05287250998181696
429,HNEAP_RS02160,HNEAP_RS02160,1,NC_013422.1,456040,457080,+,,flagellar motor switch protein FliG,0.5524,16,0.9993977083761051,0.8517946448613315,1040,61,574.496,0.05194162282403643
430,HNEAP_RS02165,HNEAP_RS02165,1,NC_013422.1,457064,457846,+,,flagellar assembly protein FliH,0.6207,6,0.25658822901753237,0.0008702235967687087,782,26,485.3874,0.05836380392266367
431,HNEAP_RS02170,HNEAP_RS02170,1,NC_013422.1,457843,459240,+,,flagellar protein export ATPase FliI,0.6044,24,0.9998475426123139,0.6023712711943141,1397,81,844.3468,0.05683113112753009
432,HNEAP_RS02175,HNEAP_RS02175,1,NC_013422.1,459237,459713,+,,hypothetical protein,0.5304,10,0.9999999823701795,0.9999810384957505,476,45,252.47039999999998,0.04987298469563527
433,HNEAP_RS02180,HNEAP_RS02180,1,NC_013422.1,459731,461245,+,,flagellar hook-length control protein FliK,0.5307,30,0.9996938128786509,0.878703769863251,1514,85,803.4798,0.0499011933973862
434,HNEAP_RS02185,HNEAP_RS02185,1,NC_013422.1,461578,461901,+,,histone family protein nucleoid-structuring protein H-NS,0.4907,9,0.8153990273984765,0.5782572025294052,323,15,158.4961,0.04614003316392954
435,HNEAP_RS02190,HNEAP_RS02190,1,NC_013422.1,462170,463372,-,,hypothetical protein,0.5561,14,0.0007117001205405492,6.579006510102093e-08,1202,26,668.4322000000001,0.052289530145631175
436,HNEAP_RS02195,HNEAP_RS02195,1,NC_013422.1,464290,464739,+,,division/cell wall cluster transcriptional repressor MraZ,0.5422,4,2.214019870201623e-08,6.253449741896005e-11,449,0,243.4478,0.05098252696450498
437,HNEAP_RS02200,HNEAP_RS02200,1,NC_013422.1,464736,465689,+,,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,0.5671,12,5.658357530520831e-17,2.0891458222117086e-23,953,0,540.4463000000001,0.053323849209831756
438,HNEAP_RS02205,HNEAP_RS02205,1,NC_013422.1,465686,465946,+,,cell division protein FtsL,0.5747,2,3.692884183821646e-05,5.334620771212615e-07,260,0,149.422,0.054038469654188515
439,HNEAP_RS02210,HNEAP_RS02210,1,NC_013422.1,465988,467802,+,,hypothetical protein,0.5901,47,1.1853630183749307e-31,1.0656294444399947e-45,1814,0,1070.4414,0.05548651634406932
440,HNEAP_RS02215,HNEAP_RS02215,1,NC_013422.1,467799,469358,+,,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2 6-diaminopimelate ligase,0.5821,30,2.6378051915726806e-27,7.736424676812305e-39,1559,0,907.4938999999999,0.054734284297378
441,HNEAP_RS02220,HNEAP_RS02220,1,NC_013422.1,469355,470779,+,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,0.567,21,3.0642261743791015e-23,1.0629649672979344e-32,1424,1,807.4079999999999,0.0533144463092481
442,HNEAP_RS02225,HNEAP_RS02225,1,NC_013422.1,470781,471863,+,,phospho-N-acetylmuramoyl-pentapeptide-transferase,0.5596,19,1.584954945937276e-17,2.4315628678669044e-24,1082,1,605.4872,0.05261863166605863
443,HNEAP_RS02230,HNEAP_RS02230,1,NC_013422.1,471863,473278,+,,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,0.5819,21,1.2493051609268982e-21,9.054948879475487e-32,1415,2,823.3884999999999,0.05471547849621071
444,HNEAP_RS02235,HNEAP_RS02235,1,NC_013422.1,473275,474522,+,,cell division protein FtsW,0.5633,17,1.5642267338881021e-15,4.946679050807541e-23,1247,5,702.4351,0.052966538987653376
445,HNEAP_RS02240,HNEAP_RS02240,1,NC_013422.1,474519,475643,+,,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,0.5991,15,6.876712935007978e-20,4.970618599043469e-29,1124,0,673.3883999999999,0.056332777396597075
446,HNEAP_RS02245,HNEAP_RS02245,1,NC_013422.1,475640,477115,+,,UDP-N-acetylmuramate--L-alanine ligase,0.5982,22,1.2859154608356928e-22,3.2503055448872104e-34,1475,2,882.3449999999999,0.0562481512913443
447,HNEAP_RS02250,HNEAP_RS02250,1,NC_013422.1,477108,478082,+,,D-alanine--D-alanine ligase,0.5877,13,2.4812465584915302e-17,8.990930191064332e-25,974,0,572.4198,0.05526084673006193
448,HNEAP_RS02255,HNEAP_RS02255,1,NC_013422.1,478085,478900,+,,cell division protein FtsQ,0.5821,12,7.206036614819679e-12,1.3836280881690223e-17,815,2,474.41149999999993,0.054734284297377984
449,HNEAP_RS02260,HNEAP_RS02260,1,NC_013422.1,478931,480181,+,,cell division protein FtsA,0.5987,18,4.889428651515196e-22,3.5093340025071766e-32,1250,0,748.375,0.05629516579426252
450,HNEAP_RS02265,HNEAP_RS02265,1,NC_013422.1,480248,481393,+,,cell division protein FtsZ,0.5777,15,3.0155076294997156e-20,1.685858955003496e-28,1145,0,661.4665,0.054320556671697766
451,HNEAP_RS02270,HNEAP_RS02270,1,NC_013422.1,481756,482256,+,,hypothetical protein,0.5289,14,0.9222963995852502,0.5638711384422781,500,25,264.45000000000005,0.04973194118688065
452,HNEAP_RS02275,HNEAP_RS02275,1,NC_013422.1,482560,483021,-,,RES domain-containing protein,0.5823,12,0.820308975798124,0.22557829635945525,461,21,268.44030000000004,0.054753090098545294
453,HNEAP_RS12130,HNEAP_RS12130,1,NC_013422.1,483018,483551,-,,hypothetical protein,0.5974,9,8.516709838977839e-06,1.971360057543373e-09,533,4,318.41420000000005,0.05617292808667518
454,GFF455,,7,NC_013422.1,483774,484823,-,,integrase,0.54,28,0.7966779401558997,0.13633773691530235,1049,45,566.46,0.050775663151664874
455,HNEAP_RS02290,HNEAP_RS02290,5,NC_013422.1,484996,485072,-,,tRNA-Met,0.5455,3,0.050618222825274,0.01828294489936815,76,0,41.458,0.05129282268376516
456,HNEAP_RS02295,HNEAP_RS02295,1,NC_013422.1,485265,487091,-,,RNA polymerase sigma factor RpoD,0.5523,24,5.484357355272539e-30,5.165829535061117e-41,1826,1,1008.4998,0.051932219923452795
457,HNEAP_RS02300,HNEAP_RS02300,1,NC_013422.1,487230,488909,-,,DNA primase,0.5643,27,1.619316350752358e-27,1.6713551075728898e-38,1679,1,947.4597,0.053060567993489786
458,HNEAP_RS02305,HNEAP_RS02305,1,NC_013422.1,489265,490032,+,,sel1 repeat family protein,0.5573,25,0.9999999999999999,0.999999999999999,767,97,427.4491,0.05240236495263487
459,HNEAP_RS02310,HNEAP_RS02310,1,NC_013422.1,490109,491554,-,,cardiolipin synthase,0.5636,32,0.9999999999970041,0.999964449509661,1445,112,814.4019999999999,0.05299474768940429
460,HNEAP_RS02315,HNEAP_RS02315,1,NC_013422.1,491554,492396,-,,short-chain dehydrogenase/reductase,0.5919,18,0.9999999931911203,0.9989463369734637,842,68,498.3798,0.05565576855457488
461,HNEAP_RS02320,HNEAP_RS02320,1,NC_013422.1,492545,493210,+,,BAX inhibitor (BI)-1/YccA family protein,0.542,12,0.9396882692199385,0.4830496735393971,665,33,360.43,0.0509637211633377
462,HNEAP_RS02325,HNEAP_RS02325,1,NC_013422.1,493301,493495,+,,hypothetical protein,0.5282,1,0.8692067135473216,0.6297708062251741,194,10,102.4708,0.04966612088279516
463,HNEAP_RS02330,HNEAP_RS02330,1,NC_013422.1,493567,494154,+,,CBS domain-containing protein,0.551,12,0.9498812197948587,0.517632424024282,587,30,323.437,0.05180998221586545
464,HNEAP_RS02335,HNEAP_RS02335,1,NC_013422.1,494145,494774,+,,HPP family protein,0.5873,10,0.9680154219102508,0.4243701864705462,629,33,369.41170000000005,0.05522323512772737
465,HNEAP_RS02340,HNEAP_RS02340,1,NC_013422.1,494874,496880,+,,methyl-accepting chemotaxis protein,0.5481,31,0.9953718770498635,0.3907639781295653,2006,100,1099.4886000000001,0.051537298098939845
466,HNEAP_RS02345,HNEAP_RS02345,1,NC_013422.1,496904,497485,+,,IclR family transcriptional regulator,0.6031,5,0.5248112172462178,0.025353921261705725,581,22,350.4011,0.056708893419942744
467,HNEAP_RS02350,HNEAP_RS02350,1,NC_013422.1,497833,498273,+,,DUF3429 domain-containing protein,0.5828,7,0.9871131997995152,0.6996542736817194,440,26,256.432,0.05480010460146349
468,HNEAP_RS02355,HNEAP_RS02355,1,NC_013422.1,498270,498947,+,,DUF502 domain-containing protein,0.5619,12,0.9271132509987436,0.3564942503338435,677,33,380.4063,0.05283489837948238
469,HNEAP_RS02360,HNEAP_RS02360,1,NC_013422.1,498991,500775,+,,aspartate--tRNA ligase,0.5916,24,2.78739615406622e-29,4.800759748860611e-43,1784,1,1055.4144000000001,0.05562755985282396
470,HNEAP_RS02365,HNEAP_RS02365,1,NC_013422.1,500852,501937,+,,quinolinate synthase NadA,0.5838,11,5.1548212569546875e-14,1.7364365576449722e-21,1085,4,633.423,0.0548941336072999
471,HNEAP_RS02370,HNEAP_RS02370,1,NC_013422.1,502064,503914,+,,sodium/hydrogen exchanger,0.5348,57,0.9999999753262498,0.9975691141165807,1850,120,989.3800000000001,0.050286712321315506
472,HNEAP_RS02375,HNEAP_RS02375,5,NC_013422.1,503998,504073,+,,tRNA-Gly,0.5921,1,0.05264480080801909,0.013618404533887575,75,0,44.4075,0.05567457435574216
473,HNEAP_RS02380,HNEAP_RS02380,5,NC_013422.1,504075,504150,+,,tRNA-Val,0.5921,3,0.05264480080801909,0.013618404533887575,75,0,44.4075,0.05567457435574216
474,HNEAP_RS02385,HNEAP_RS02385,5,NC_013422.1,504161,504237,+,,tRNA-Asp,0.6623,2,0.050618222825274,0.0075461100768730496,76,0,50.3348,0.0622754105654586
475,HNEAP_RS02390,HNEAP_RS02390,1,NC_013422.1,504434,505717,+,,integrase,0.546,30,0.9999997484107706,0.9957227673596368,1283,87,700.518,0.05133983718668337
476,HNEAP_RS02395,HNEAP_RS02395,1,NC_013422.1,505838,506875,+,,IS5/IS1182 family transposase,0.5645,14,2.0922256911346512e-18,2.736396127967193e-25,1037,0,585.3865,0.05307937379465707
477,HNEAP_RS02400,HNEAP_RS02400,1,NC_013422.1,507500,507904,+,,hypothetical protein,0.5407,7,0.9999999996928908,0.999999048677109,404,44,218.44279999999998,0.05084148345575035
478,HNEAP_RS12455,HNEAP_RS12455,1,NC_013422.1,507894,510317,+,,relaxase,0.5561,47,0.9999999999999999,0.9999999999999999,2423,237,1347.4303,0.05228953014563117
479,HNEAP_RS02425,HNEAP_RS02425,1,NC_013422.1,510414,510584,-,,AlpA family phage regulatory protein,0.5439,2,0.9675660263753194,0.8371407221970921,170,11,92.46300000000001,0.0511423762744269
480,HNEAP_RS02430,HNEAP_RS02430,1,NC_013422.1,511384,512184,+,,NAD(P)-dependent oxidoreductase,0.5593,13,0.7567688132403941,0.11281692055481707,800,34,447.44,0.05259042296430771
481,HNEAP_RS12135,HNEAP_RS12135,1,NC_013422.1,512390,515425,+,,diguanylate cyclase with PAS/PAC and GAF sensors,0.5461,61,0.9999999543131787,0.9604648976563828,3035,177,1657.4135,0.05134924008726701
482,HNEAP_RS02440,HNEAP_RS02440,1,NC_013422.1,515917,516708,+,,ABC transporter permease,0.5391,18,0.09567578279897249,0.0019920836733961617,791,23,426.42810000000003,0.0506910370464121
483,HNEAP_RS02445,HNEAP_RS02445,1,NC_013422.1,516712,517440,+,,ABC transporter ATP-binding protein,0.5322,16,0.00046039022857185044,1.6325712337107631e-06,728,12,387.4416,0.05004223690614082
484,HNEAP_RS02450,HNEAP_RS02450,1,NC_013422.1,517445,518881,+,,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,0.5296,33,0.9981279867984574,0.7689490706390891,1436,77,760.5056,0.04979776149096614
485,HNEAP_RS02455,HNEAP_RS02455,1,NC_013422.1,518883,520364,+,,phosphomannomutase/phosphoglucomutase,0.5641,28,0.9844051770834826,0.2827597063419369,1481,73,835.4321000000001,0.05304176219232251
486,HNEAP_RS02460,HNEAP_RS02460,1,NC_013422.1,520364,521584,+,,hypothetical protein,0.4316,52,0.5408127479034892,0.3930858225833935,1220,47,526.552,0.04058291891899733
487,HNEAP_RS12140,HNEAP_RS12140,1,NC_013422.1,521678,524281,+,,group 1 glycosyl transferase,0.525,89,0.9918695829417431,0.36323581406764993,2603,124,1366.575,0.049365228064118624
488,HNEAP_RS02470,HNEAP_RS02470,1,NC_013422.1,524409,525443,+,,GDP-mannose 4 6-dehydratase,0.5063,32,0.9978411691041199,0.9096147896874238,1034,58,523.5142,0.047606885654977636
489,HNEAP_RS02475,HNEAP_RS02475,1,NC_013422.1,525494,526405,+,,GDP-6-deoxy-D-lyxo-4-hexulose reductase,0.5197,22,0.7284243682286426,0.17827004018662884,911,38,473.4467,0.04886687433318562
490,HNEAP_RS02480,HNEAP_RS02480,1,NC_013422.1,526402,527598,+,,glycosyltransferase family 1 protein,0.4937,36,0.5366941195290216,0.10517330444079824,1196,46,590.4652,0.046422120181438785
491,HNEAP_RS02485,HNEAP_RS02485,1,NC_013422.1,527608,528759,+,,group 1 glycosyl transferase,0.5469,34,0.9999668198501798,0.9588910039252528,1151,72,629.4819000000001,0.051424463291936146
492,HNEAP_RS02490,HNEAP_RS02490,1,NC_013422.1,528849,530252,+,,undecaprenyl-phosphate glucose phosphotransferase,0.5285,34,0.999999480682568,0.996410831486602,1403,92,741.4855,0.049694329584546074
493,HNEAP_RS02495,HNEAP_RS02495,1,NC_013422.1,530296,530964,-,,nucleotidyltransferase family protein,0.5575,11,0.7194855735573056,0.12704235854358056,668,28,372.41,0.05242117075380216
494,HNEAP_RS02500,HNEAP_RS02500,1,NC_013422.1,531017,532501,-,,TolC family type I secretion outer membrane protein,0.5495,27,0.5813140547076001,0.013832422783378307,1484,58,815.458,0.051668938707110826
495,HNEAP_RS02505,HNEAP_RS02505,1,NC_013422.1,532762,533427,-,,protein-L-isoaspartate O-methyltransferase,0.5465,10,1.2705052863272414e-10,2.1515635009325096e-14,665,1,363.4225,0.05138685168960158
496,HNEAP_RS02510,HNEAP_RS02510,1,NC_013422.1,533871,535760,+,,phosphomethylpyrimidine synthase ThiC,0.563,36,8.212723643469352e-20,1.18055993030569e-30,1889,11,1063.5069999999998,0.05293833028590244
497,HNEAP_RS02515,HNEAP_RS02515,1,NC_013422.1,535846,536322,+,,peroxiredoxin,0.5283,16,0.9964223317503036,0.9217643366785162,476,30,251.4708,0.0496755237833788
498,HNEAP_RS12145,HNEAP_RS12145,1,NC_013422.1,536333,537073,-,,hypothetical protein,0.5776,23,0.43649990363185354,0.01572615212985999,740,27,427.424,0.054311153771114125
499,HNEAP_RS02525,HNEAP_RS02525,1,NC_013422.1,537148,538068,+,,hypothetical protein,0.5603,14,0.44789008806229713,0.015963915038539934,920,34,515.476,0.052684451970144125
500,HNEAP_RS02530,HNEAP_RS02530,1,NC_013422.1,538079,538684,-,,cation transporter,0.5479,11,0.9020109579566388,0.3891016109988483,605,29,331.47950000000003,0.05151849229777256
501,HNEAP_RS02535,HNEAP_RS02535,1,NC_013422.1,538677,539000,-,,DUF1244 domain-containing protein,0.5494,7,0.7344245161528273,0.30059517522400925,323,14,177.4562,0.051659535806527185
502,HNEAP_RS02540,HNEAP_RS02540,1,NC_013422.1,539041,539262,-,,BolA family transcriptional regulator,0.5495,2,0.5207136499949234,0.18978843850955043,221,8,121.4395,0.05166893870711082
