,locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,pvalInitial_r1,pvalCorrected_r1,length_r1,inserts_r1,lg_r1,predictedInsertionRate_r1,pvalInitial_r2,pvalCorrected_r2,length_r2,inserts_r2,lg_r2,predictedInsertionRate_r2
91,HNEAP_RS01895,HNEAP_RS01895,1,NC_013422.1,393520,394365,-,,diaminopimelate epimerase,0.5485,11,6.833092327630645e-10,2.2930415297515742e-14,845,5,463.4825,0.052978296208680935,1.6731495106654183e-09,6.978019620409107e-14,845,5,463.4825,0.05157490970127441
92,HNEAP_RS01910,HNEAP_RS01910,1,NC_013422.1,396964,398319,+,,signal recognition particle protein,0.5789,22,1.4736865908457073e-24,1.3813758153362329e-34,1355,0,784.4095,0.05591455911614474,7.927856757644448e-24,1.1556662406704969e-33,1355,0,784.4095,0.05443339147870146
93,HNEAP_RS01920,HNEAP_RS01920,1,NC_013422.1,398612,399910,+,,trigger factor,0.5566,12,0.0033913453525331477,4.22339331146827e-07,1298,33,722.4668,0.05376065573336702,0.002335765327061163,2.4495320877852283e-07,1298,31,722.4668,0.05233654464854938
94,HNEAP_RS01945,HNEAP_RS01945,1,NC_013422.1,405502,407439,+,,peptidyl-prolyl cis-trans isomerase,0.5624,31,2.4270850955277857e-11,1.871386796602991e-20,1937,27,1089.3688,0.05432086378808051,1.3367350872466812e-11,1.0037777781214e-20,1937,25,1089.3688,0.05288191288240059
95,HNEAP_RS01950,HNEAP_RS01950,1,NC_013422.1,407619,408407,-,,enoyl-ACP reductase,0.5779,12,1.3827396022833897e-14,2.207573169189747e-20,788,0,455.3852,0.05581797152050449,3.678818099442857e-14,7.575756664425344e-20,788,0,455.3852,0.05433936247286505
96,HNEAP_RS02015,HNEAP_RS02015,1,NC_013422.1,423167,424231,-,,fructose-bisphosphate aldolase class II,0.5615,18,1.9341135313318675e-19,1.7135059164180434e-26,1064,0,597.436,0.05423393495200427,7.249307231307133e-19,8.615512893035674e-26,1064,0,597.436,0.052797286777147824
97,HNEAP_RS02020,HNEAP_RS02020,1,NC_013422.1,424313,425788,-,,pyruvate kinase,0.5542,30,1.1425046724899994e-26,5.7330966882157765e-36,1475,0,817.445,0.0535288455038304,7.133859857006048e-26,5.216419420577306e-35,1475,0,817.445,0.05211087503454198
98,HNEAP_RS02025,HNEAP_RS02025,1,NC_013422.1,425798,426997,-,,phosphoglycerate kinase,0.5567,13,8.168013050184624e-22,1.659151259160625e-29,1199,0,667.4833,0.053770314492931036,3.6202318267742334e-21,1.0072542728577401e-28,1199,0,667.4833,0.05234594754913302
99,HNEAP_RS02030,HNEAP_RS02030,1,NC_013422.1,427153,428151,-,,type I glyceraldehyde-3-phosphate dehydrogenase,0.5415,13,2.800805136157452e-18,5.2064351135983686e-24,998,0,540.417,0.05230218303919914,9.671719164130045e-18,2.2372779656149927e-23,998,0,540.417,0.05091670666041949
100,HNEAP_RS02035,HNEAP_RS02035,1,NC_013422.1,428269,430257,-,,transketolase,0.5726,30,1.0845983302005615e-35,7.564284834992978e-50,1988,0,1138.3288,0.055306057263611125,1.2805487103461772e-34,1.6469185296606813e-48,1988,0,1138.3288,0.05384100874193204
101,HNEAP_RS02055,HNEAP_RS02055,1,NC_013422.1,433325,434497,+,,methionine adenosyltransferase,0.5772,20,1.20516099781036e-19,4.447151717959424e-28,1172,1,676.4784000000001,0.05575036020355631,5.007151223783178e-19,2.70004871598843e-27,1172,1,676.4784000000001,0.05427354216877956
102,HNEAP_RS02060,HNEAP_RS02060,1,NC_013422.1,434628,436040,+,,adenosylhomocysteinase,0.5548,21,8.696853015389574e-24,1.3623397283793087e-32,1412,1,783.3775999999999,0.05358679806121455,4.8673465162668076e-23,1.0995168470007024e-31,1412,1,783.3775999999999,0.05216729243804382
103,HNEAP_RS02065,HNEAP_RS02065,1,NC_013422.1,436040,436909,+,,methylenetetrahydrofolate reductase [NAD(P)H],0.577,14,5.20140986705602e-16,2.281257011176509e-22,869,0,501.41299999999995,0.05573104268442825,1.5302847144486791e-15,8.866619370826765e-22,869,0,501.41299999999995,0.054254736367612265
104,HNEAP_RS02085,HNEAP_RS02085,1,NC_013422.1,438898,440259,+,,adenosylmethionine--8-amino-7-oxononanoate transaminase,0.5808,29,3.27226713820248e-15,3.705649980453283e-24,1361,8,790.4688,0.056098075547861226,2.73611021274722e-17,1.6936942496798933e-26,1361,5,790.4688,0.05461204658979066
105,HNEAP_RS02095,HNEAP_RS02095,1,NC_013422.1,441043,442227,+,,peptide chain release factor 2,0.546,20,1.8685635663574316e-18,3.097653130835378e-25,1184,2,646.464,0.0527368272195803,7.638672483916836e-18,1.677198706820732e-24,1184,2,646.464,0.05133983718668337
106,HNEAP_RS02100,HNEAP_RS02100,1,NC_013422.1,442272,443807,+,,lysine--tRNA ligase,0.5671,34,1.005968568460981e-27,2.7967557568378027e-38,1535,0,870.4985,0.05477482548758971,6.767199235720903e-27,2.945809493577987e-37,1535,0,870.4985,0.05332384920983175
107,HNEAP_RS02105,HNEAP_RS02105,1,NC_013422.1,444379,445509,+,,iron-sulfur cluster carrier protein ApbC,0.5703,20,0.004157597753504742,5.338047570775428e-07,1130,28,644.4390000000001,0.05508390579363854,4.2932079209468074e-05,6.042385606543386e-10,1130,20,644.4390000000001,0.053624742028508296
108,HNEAP_RS02190,HNEAP_RS02190,1,NC_013422.1,462170,463372,-,,hypothetical protein,0.5561,14,0.009250673083767614,3.466849890869682e-06,1202,32,668.4322000000001,0.05371236193554689,0.0007117001205405492,6.579006510102093e-08,1202,26,668.4322000000001,0.052289530145631175
109,HNEAP_RS02195,HNEAP_RS02195,1,NC_013422.1,464290,464739,+,,division/cell wall cluster transcriptional repressor MraZ,0.5422,4,1.2677572173468143e-08,3.242380836989125e-11,449,0,243.4478,0.05236979435614732,2.214019870201623e-08,6.253449741896005e-11,449,0,243.4478,0.05098252696450498
110,HNEAP_RS02200,HNEAP_RS02200,1,NC_013422.1,464736,465689,+,,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,0.5671,12,1.732758645036203e-17,4.843080402079145e-24,953,0,540.4463000000001,0.054774825487589725,5.658357530520831e-17,2.0891458222117086e-23,953,0,540.4463000000001,0.053323849209831756
111,HNEAP_RS02205,HNEAP_RS02205,1,NC_013422.1,465686,465946,+,,cell division protein FtsL,0.5747,2,2.673916543214769e-05,3.559977247972356e-07,260,0,149.422,0.055508891214455666,3.692884183821646e-05,5.334620771212615e-07,260,0,149.422,0.054038469654188515
112,HNEAP_RS02210,HNEAP_RS02210,1,NC_013422.1,465988,467802,+,,hypothetical protein,0.5901,47,1.24612696723742e-32,5.851512481400563e-47,1814,0,1070.4414,0.056996340187315614,1.1853630183749307e-31,1.0656294444399947e-45,1814,0,1070.4414,0.05548651634406932
113,HNEAP_RS02215,HNEAP_RS02215,1,NC_013422.1,467799,469358,+,,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2 6-diaminopimelate ligase,0.5821,30,3.806054317676367e-28,6.620933262413151e-40,1559,0,907.4938999999999,0.05622363942219356,2.6378051915726806e-27,7.736424676812305e-39,1559,0,907.4938999999999,0.054734284297378
114,HNEAP_RS02220,HNEAP_RS02220,1,NC_013422.1,469355,470779,+,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,0.567,21,5.3941254905012654e-24,1.231019344333942e-33,1424,1,807.4079999999999,0.054765166728025685,3.0642261743791015e-23,1.0629649672979344e-32,1424,1,807.4079999999999,0.0533144463092481
115,HNEAP_RS02225,HNEAP_RS02225,1,NC_013422.1,470781,471863,+,,phospho-N-acetylmuramoyl-pentapeptide-transferase,0.5596,19,4.265649543524017e-18,4.867335940656686e-25,1082,1,605.4872,0.05405041852028779,1.584954945937276e-17,2.4315628678669044e-24,1082,1,605.4872,0.05261863166605863
116,HNEAP_RS02230,HNEAP_RS02230,1,NC_013422.1,471863,473278,+,,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,0.5819,21,2.294424867385131e-22,1.0294875262107508e-32,1415,2,823.3884999999999,0.056204321903065506,1.2493051609268982e-21,9.054948879475487e-32,1415,2,823.3884999999999,0.05471547849621071
117,HNEAP_RS02235,HNEAP_RS02235,1,NC_013422.1,473275,474522,+,,cell division protein FtsW,0.5633,17,3.394874475111842e-15,1.0294772403704211e-22,1247,6,702.4351,0.054407792624156744,1.5642267338881021e-15,4.946679050807541e-23,1247,5,702.4351,0.052966538987653376
118,HNEAP_RS02240,HNEAP_RS02240,1,NC_013422.1,474519,475643,+,,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,0.5991,15,1.7029754601480303e-20,7.995422726428162e-30,1124,0,673.3883999999999,0.057865628548077926,6.876712935007978e-20,4.970618599043469e-29,1124,0,673.3883999999999,0.056332777396597075
119,HNEAP_RS02245,HNEAP_RS02245,1,NC_013422.1,475640,477115,+,,UDP-N-acetylmuramate--L-alanine ligase,0.5982,22,2.1921953734371453e-23,3.13799139984487e-35,1475,2,882.3449999999999,0.057778699712001697,1.2859154608356928e-22,3.2503055448872104e-34,1475,2,882.3449999999999,0.0562481512913443
120,HNEAP_RS02250,HNEAP_RS02250,1,NC_013422.1,477108,478082,+,,D-alanine--D-alanine ligase,0.5877,13,7.402737055730196e-18,1.905463640833913e-25,974,0,572.4198,0.05676452995777901,2.4812465584915302e-17,8.990930191064332e-25,974,0,572.4198,0.05526084673006193
121,HNEAP_RS02255,HNEAP_RS02255,1,NC_013422.1,478085,478900,+,,cell division protein FtsQ,0.5821,12,2.78566552708533e-12,4.046417516095096e-18,815,2,474.41149999999993,0.05622363942219356,7.206036614819679e-12,1.3836280881690223e-17,815,2,474.41149999999993,0.054734284297377984
122,HNEAP_RS02260,HNEAP_RS02260,1,NC_013422.1,478931,480181,+,,cell division protein FtsA,0.5987,18,1.0354613323243208e-22,4.605977196978954e-33,1250,0,748.375,0.05782699350982183,4.889428651515196e-22,3.5093340025071766e-32,1250,0,748.375,0.05629516579426252
123,HNEAP_RS02265,HNEAP_RS02265,1,NC_013422.1,480248,481393,+,,cell division protein FtsZ,0.5777,15,7.275496549938501e-21,2.8117998587379585e-29,1145,0,661.4665,0.05579865400137644,3.0155076294997156e-20,1.685858955003496e-28,1145,0,661.4665,0.054320556671697766
124,HNEAP_RS12130,HNEAP_RS12130,1,NC_013422.1,483018,483551,-,,hypothetical protein,0.5974,9,4.957137892397435e-06,9.276924743451333e-10,533,4,318.41420000000005,0.05770142963548951,8.516709838977839e-06,1.971360057543373e-09,533,4,318.41420000000005,0.05617292808667518
125,HNEAP_RS02295,HNEAP_RS02295,1,NC_013422.1,485265,487091,-,,RNA polymerase sigma factor RpoD,0.5523,24,5.861091285382622e-31,3.486862182106452e-42,1826,1,1008.4998,0.053345329072113916,5.484357355272539e-30,5.165829535061117e-41,1826,1,1008.4998,0.051932219923452795
126,HNEAP_RS02300,HNEAP_RS02300,1,NC_013422.1,487230,488909,-,,DNA primase,0.5643,27,2.077043705138297e-28,1.3262419019125954e-39,1679,1,947.4597,0.05450438021979699,1.619316350752358e-27,1.6713551075728898e-38,1679,1,947.4597,0.053060567993489786
127,HNEAP_RS02360,HNEAP_RS02360,1,NC_013422.1,498991,500775,+,,aspartate--tRNA ligase,0.5916,24,3.138323829227068e-30,2.8230446137212307e-44,1784,1,1055.4144000000001,0.05714122158077602,2.78739615406622e-29,4.800759748860611e-43,1784,1,1055.4144000000001,0.05562755985282396
128,HNEAP_RS02365,HNEAP_RS02365,1,NC_013422.1,500852,501937,+,,quinolinate synthase NadA,0.5838,11,1.5168804467108423e-14,3.490823063335739e-22,1085,4,633.423,0.056387838334782,5.1548212569546875e-14,1.7364365576449722e-21,1085,4,633.423,0.0548941336072999
129,HNEAP_RS02395,HNEAP_RS02395,1,NC_013422.1,505838,506875,+,,IS5/IS1182 family transposase,0.5645,14,5.772382101561005e-19,5.619814618367695e-26,1037,0,585.3865,0.05452369773892504,2.0922256911346512e-18,2.736396127967193e-25,1037,0,585.3865,0.05307937379465707
130,HNEAP_RS02445,HNEAP_RS02445,1,NC_013422.1,516712,517440,+,,ABC transporter ATP-binding protein,0.5322,16,0.002990858800214986,1.9011100360963505e-05,728,15,387.4416,0.051403918399744744,0.00046039022857185044,1.6325712337107631e-06,728,12,387.4416,0.05004223690614082
131,HNEAP_RS02505,HNEAP_RS02505,1,NC_013422.1,532762,533427,-,,protein-L-isoaspartate O-methyltransferase,0.5465,10,8.168465393543358e-10,1.576913002002317e-13,665,2,363.4225,0.052785121017400426,1.2705052863272414e-10,2.1515635009325096e-14,665,1,363.4225,0.05138685168960158
132,HNEAP_RS02510,HNEAP_RS02510,1,NC_013422.1,533871,535760,+,,phosphomethylpyrimidine synthase ThiC,0.563,36,7.286475421080251e-20,8.244576305990385e-31,1889,12,1063.5069999999998,0.05437881634546465,8.212723643469352e-20,1.18055993030569e-30,1889,11,1063.5069999999998,0.05293833028590244
133,HNEAP_RS02565,HNEAP_RS02565,1,NC_013422.1,542470,543570,-,,FAD:protein FMN transferase,0.5777,19,2.3997364358781892e-11,3.269380846917863e-18,1100,8,635.47,0.05579865400137644,3.666363917612786e-10,1.0370624510900874e-16,1100,9,635.47,0.054320556671697766
134,HNEAP_RS02570,HNEAP_RS02570,1,NC_013422.1,543609,544574,-,,glutathione synthase,0.5776,13,1.237821450497027e-12,4.1100277160504473e-19,965,4,557.384,0.05578899524181241,3.6623676439375556e-13,1.1812491005565124e-19,965,3,557.384,0.05431115377111413
135,HNEAP_RS02575,HNEAP_RS02575,1,NC_013422.1,544571,545920,-,,glutamate--cysteine ligase,0.5548,24,7.506813815491722e-11,1.6306408938617462e-17,1349,14,748.4251999999999,0.05358679806121454,2.5960609194794737e-10,8.333244647014362e-17,1349,14,748.4251999999999,0.05216729243804382
136,HNEAP_RS02600,HNEAP_RS02600,1,NC_013422.1,549930,556457,+,,signal transduction histidine kinase,0.5363,88,0.2963199099072342,1.6194341212995145e-07,6527,250,3500.4301,0.0517999275418698,0.2067657741727992,3.899332249049575e-08,6527,238,3500.4301,0.05042775583007013
137,HNEAP_RS02630,HNEAP_RS02630,1,NC_013422.1,561948,562556,+,,type 1 glutamine amidotransferase,0.5665,2,5.292563977549742e-10,5.01498786971672e-14,608,1,344.432,0.05471687293020556,1.0921936138957708e-09,1.2383983478007547e-13,608,1,344.432,0.05326743180632991
138,HNEAP_RS02655,HNEAP_RS02655,1,NC_013422.1,565881,566927,+,,Holliday junction branch migration DNA helicase RuvB,0.5826,12,0.0034796762410119024,2.9482765231898425e-07,1046,25,609.3996,0.05627193322001369,0.000530387889862244,1.6957412643618164e-08,1046,21,609.3996,0.05478129880029621
139,HNEAP_RS02665,HNEAP_RS02665,1,NC_013422.1,567331,568008,+,,protein TolQ,0.556,12,3.5899564563737986e-11,2.3248842602499404e-15,677,1,376.41200000000003,0.053702703175982865,8.070150261567408e-11,6.252774453118343e-15,677,1,376.41200000000003,0.05228012724504754
140,HNEAP_RS02670,HNEAP_RS02670,1,NC_013422.1,568012,568467,+,,protein TolR,0.5461,10,9.942800702246827e-09,1.9594419316739255e-11,455,0,248.4755,0.052746485979144324,1.749403347324346e-08,3.831716051909242e-11,455,0,248.4755,0.05134924008726701
141,HNEAP_RS02675,HNEAP_RS02675,1,NC_013422.1,568470,569507,+,,protein TolA,0.5684,7,8.878470916077357e-14,2.1698535644443094e-20,1037,4,589.4308,0.05490038936192205,2.8430037184559326e-13,9.560046192328044e-20,1037,4,589.4308,0.05344608691741909
142,HNEAP_RS02680,HNEAP_RS02680,1,NC_013422.1,569547,570884,+,,Tol-Pal system beta propeller repeat protein TolB,0.5336,33,1.718545565448131e-22,1.3872077404565748e-29,1337,1,713.4232,0.05153914103364111,8.763079237458379e-22,9.230931076581054e-29,1337,1,713.4232,0.0501738775143118
143,HNEAP_RS02705,HNEAP_RS02705,2,NC_013422.1,573784,575321,+,,16S ribosomal RNA,0.5371,62,9.277022834983125e-28,2.7597969537886878e-36,1537,0,825.5227,0.051877197618382005,6.2562165944950656e-27,2.5566610934945634e-35,1537,0,825.5227,0.05050297903473926
144,HNEAP_RS02720,HNEAP_RS02720,2,NC_013422.1,576038,578936,+,,23S ribosomal RNA,0.5336,121,1.0722261630848924e-51,2.5249879815734347e-67,2898,0,1546.3727999999999,0.0515391410336411,4.586251454060717e-48,2.514138088701702e-63,2898,1,1546.3727999999999,0.0501738775143118
145,HNEAP_RS02780,HNEAP_RS02780,1,NC_013422.1,585700,586635,-,,WYL domain-containing protein,0.5214,23,1.926579353847474e-10,2.3993996441447226e-14,935,6,487.50899999999996,0.05036077236682997,5.113027014735612e-10,7.55383115387825e-14,935,6,487.50899999999996,0.04902672364310752
146,HNEAP_RS02835,HNEAP_RS02835,1,NC_013422.1,594473,595366,-,,phosphoribulokinase,0.5201,21,7.459797038138358e-15,4.948678673944245e-19,893,1,464.4493,0.050235208492497636,2.1922713719523837e-14,1.6806749377387343e-18,893,1,464.4493,0.04890448593552018
147,HNEAP_RS02865,HNEAP_RS02865,1,NC_013422.1,602125,602694,-,,elongation factor P,0.5175,8,2.4095748291726248e-09,6.597131510077294e-12,569,1,294.4575,0.04998408074383297,4.737797420472084e-09,1.4179588523375193e-11,569,1,294.4575,0.04866001052034549
148,HNEAP_RS02890,HNEAP_RS02890,1,NC_013422.1,608062,608937,+,,RNA polymerase sigma factor RpoH,0.5582,10,1.516007324761285e-14,4.4179532864942514e-20,875,1,488.425,0.053915195886391425,4.3568098733169186e-14,1.6083371521083439e-19,875,1,488.425,0.05248699105788764
149,HNEAP_RS02955,HNEAP_RS02955,1,NC_013422.1,624563,628069,+,,DNA polymerase III subunit alpha,0.578,62,2.171938491423741e-62,3.386978943517866e-88,3506,0,2026.4679999999998,0.055827630280068506,1.6890058572888242e-60,8.18209692466839e-86,3506,0,2026.4679999999998,0.05434876537344869
150,HNEAP_RS02965,HNEAP_RS02965,1,NC_013422.1,628854,629573,-,,hypothetical protein,0.5167,23,4.4329109127574365e-06,1.2858261675551717e-08,719,8,371.50730000000004,0.04990681066732077,8.48716801936576e-06,2.808034163180383e-08,719,8,371.50730000000004,0.04858478731567637
151,HNEAP_RS02995,HNEAP_RS02995,1,NC_013422.1,635192,636610,-,,protoporphyrinogen oxidase,0.5666,25,2.0404170568980278e-22,7.557424727540009e-32,1418,2,803.4388,0.054726531689769584,1.1151428976769047e-21,6.277082695711838e-31,1418,2,803.4388,0.05327683470691355
152,HNEAP_RS03030,HNEAP_RS03030,1,NC_013422.1,642601,643512,+,,phosphatidylserine decarboxylase,0.5735,18,3.669318634328183e-15,1.5473498443772237e-21,911,1,522.4585,0.055392986099687354,1.1026889041780109e-14,6.18867994855567e-21,911,1,522.4585,0.053925634847184815
153,HNEAP_RS03045,HNEAP_RS03045,1,NC_013422.1,647365,647769,+,,dihydroneopterin aldolase,0.5383,9,7.269021476472018e-05,8.857380561246205e-07,404,3,217.4732,0.05199310273315031,1.9126611838589043e-05,1.9555904841445428e-07,404,2,217.4732,0.050615813841742956
154,HNEAP_RS03050,HNEAP_RS03050,1,NC_013422.1,647796,648992,+,,SAM-dependent methyltransferase,0.5906,20,4.651177234481655e-20,2.2741294177196477e-29,1196,1,706.3576,0.057044633985135755,4.0726975807171305e-21,2.1042951522150327e-30,1196,0,706.3576,0.05553353084698754
155,HNEAP_RS03060,HNEAP_RS03060,1,NC_013422.1,649968,650939,+,,thiamine-phosphate kinase,0.5916,18,8.359032278101218e-18,1.540621924921724e-25,971,0,574.4436000000001,0.05714122158077601,2.7913590453502626e-17,7.313893623977059e-25,971,0,574.4436000000001,0.055627559852823964
156,HNEAP_RS03080,HNEAP_RS03080,1,NC_013422.1,652749,654206,+,,IMP dehydrogenase,0.5761,27,2.3683182243925897e-26,5.925195433943682e-37,1457,0,839.3776999999999,0.055644113848352016,1.446103098446272e-25,5.748982282993256e-36,1457,0,839.3776999999999,0.05417011026235949
157,HNEAP_RS03085,HNEAP_RS03085,1,NC_013422.1,654431,656017,+,,glutamine-hydrolyzing GMP synthase,0.5841,21,1.2752692090170602e-28,1.0031973400589718e-40,1586,0,926.3825999999999,0.05641681461347407,9.139673760375722e-28,1.2343805287769266e-39,1586,0,926.3825999999999,0.05492234230905083
158,HNEAP_RS03090,HNEAP_RS03090,1,NC_013422.1,656645,657106,+,,nucleoside deaminase,0.5931,6,1.5636943899953042e-07,4.4847798025227556e-11,461,1,273.41909999999996,0.057286102974236384,1.3822875362681028e-08,3.244587459201453e-12,461,0,273.41909999999996,0.05576860336157857
159,HNEAP_RS03130,HNEAP_RS03130,1,NC_013422.1,664969,666234,-,,isocitrate dehydrogenase (NADP(+)),0.5735,23,3.005298593479838e-21,3.705394857420709e-30,1265,1,725.4775,0.05539298609968736,2.7134961546625204e-22,3.5113398447534807e-31,1265,0,725.4775,0.053925634847184815
160,HNEAP_RS03135,HNEAP_RS03135,1,NC_013422.1,666614,666904,+,,co-chaperone GroES,0.5464,4,7.934344652091198e-06,1.4837220918262974e-07,290,0,158.456,0.052775462257836386,1.1373860104542275e-05,2.275615980864955e-07,290,0,158.456,0.05137744878901793
161,HNEAP_RS03140,HNEAP_RS03140,1,NC_013422.1,666956,668590,+,,chaperonin GroEL,0.5511,25,1.8255049508341006e-29,1.527303540059748e-39,1634,0,900.4974000000001,0.053229423957345604,1.388667288807024e-28,1.737848241139716e-38,1634,0,900.4974000000001,0.051819385116449096
162,HNEAP_RS03215,HNEAP_RS03215,1,NC_013422.1,685312,687018,-,,proline--tRNA ligase,0.5934,24,9.886776734179858e-31,1.8593090625117832e-44,1706,0,1012.3404,0.05731507925292847,8.224310017004982e-30,2.895202088102936e-43,1706,0,1012.3404,0.05579681206332951
163,HNEAP_RS03245,HNEAP_RS03245,1,NC_013422.1,691279,692709,+,,phosphate starvation protein PhoH,0.5632,21,0.044434299434894915,1.418991975435969e-05,1430,44,805.3760000000001,0.05439813386459271,0.01908809935642262,2.9913646798338584e-06,1430,40,805.3760000000001,0.05295713608706973
164,HNEAP_RS03250,HNEAP_RS03250,1,NC_013422.1,692802,695087,-,,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,0.5927,32,6.185555365125144e-39,4.406818808955845e-57,2285,1,1354.3195,0.0572474679359803,1.0233588482552792e-37,1.6859798833451214e-55,2285,1,1354.3195,0.055730991759244015
165,HNEAP_RS03270,HNEAP_RS03270,1,NC_013422.1,697487,698347,-,,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,0.5993,10,2.736616077511438e-14,2.8873121805851816e-21,860,1,515.398,0.05788494606720598,7.719658445859202e-14,1.1369856633820178e-20,860,1,515.398,0.056351583197764364
166,HNEAP_RS03295,HNEAP_RS03295,1,NC_013422.1,704979,706514,+,,hypothetical protein,0.556,26,0.03576576215459381,1.009044893933041e-05,1535,47,853.46,0.053702703175982865,0.0004026840078971783,5.296584715566236e-09,1535,35,853.46,0.052280127245047534
167,HNEAP_RS03340,HNEAP_RS03340,1,NC_013422.1,719129,719608,-,,MarR family transcriptional regulator,0.5167,6,2.9420925173106622e-05,4.359236674455287e-07,479,4,247.49930000000003,0.04990681066732077,0.00019165266030277025,3.875710455996471e-06,479,5,247.49930000000003,0.04858478731567637
168,HNEAP_RS03345,HNEAP_RS03345,1,NC_013422.1,720189,721838,+,,CTP synthase,0.5442,35,2.3766738579470138e-26,9.171528656229489e-36,1649,2,897.3858,0.05256296954742783,1.7301841278196648e-25,9.768484633727808e-35,1649,2,897.3858,0.051170584976177824
169,HNEAP_RS03350,HNEAP_RS03350,1,NC_013422.1,721835,722677,+,,3-deoxy-8-phosphooctulonate synthase,0.5753,9,1.5523662253064077e-15,1.2421436818275188e-21,842,0,484.4026,0.05556684377183982,4.416561323947195e-15,4.609527956322101e-21,842,0,484.4026,0.05409488705769037
170,HNEAP_RS03355,HNEAP_RS03355,1,NC_013422.1,722758,724038,+,,phosphopyruvate hydratase,0.5535,30,3.072536839424766e-23,2.8652256855811502e-31,1280,0,708.48,0.05346123418688222,1.5059144751169504e-22,1.942010432993281e-30,1280,0,708.48,0.05204505473045649
171,HNEAP_RS03365,HNEAP_RS03365,1,NC_013422.1,724547,725305,+,,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,0.5705,9,1.5064197665554376e-12,9.920365862623558e-18,758,1,432.439,0.05510322331276659,3.744308783057967e-12,3.109011946993836e-17,758,1,432.439,0.05364354782967557
172,HNEAP_RS03370,HNEAP_RS03370,1,NC_013422.1,725322,725843,+,,2-C-methyl-D-erythritol 2 4-cyclodiphosphate synthase,0.59,7,1.7433469928223193e-07,2.790817832113687e-11,521,2,307.39,0.05698668142775159,3.133750886772659e-07,6.07766170305208e-11,521,2,307.39,0.05547711344348569
173,HNEAP_RS03385,HNEAP_RS03385,1,NC_013422.1,728934,731243,-,,protein-disulfide reductase DsbD,0.5571,42,1.1397157753566605e-37,3.0000652591968153e-52,2309,2,1286.3439,0.053808949531187145,1.8825186679342358e-36,9.166542984023912e-51,2309,2,1286.3439,0.05238355915146759
174,HNEAP_RS03430,HNEAP_RS03430,1,NC_013422.1,739553,740455,+,,4-hydroxy-tetrahydrodipicolinate synthase,0.6024,14,1.0010195394728862e-13,5.289566189452994e-21,902,2,543.3648000000001,0.05818436761369079,1.554870159210797e-14,7.932562005915059e-22,902,1,543.3648000000001,0.056643073115857256
175,HNEAP_RS03440,HNEAP_RS03440,1,NC_013422.1,741930,743156,+,,argininosuccinate synthase,0.5542,23,2.736801598803586e-22,5.100949340381597e-30,1226,0,679.4492,0.0535288455038304,1.2543662412734258e-21,3.1970164710763e-29,1226,0,679.4492,0.05211087503454198
176,HNEAP_RS03445,HNEAP_RS03445,1,NC_013422.1,743246,746044,+,,diguanylate cyclase,0.5248,54,0.02648053729803496,1.9940919000188896e-06,2798,91,1468.3904000000002,0.050689170192006854,0.020920585600807305,1.2665888177642864e-06,2798,87,1468.3904000000002,0.04934642226295135
177,HNEAP_RS03455,HNEAP_RS03455,1,NC_013422.1,747063,748466,+,,glutamate--tRNA ligase,0.5805,28,1.2442941908227087e-23,5.849608238173967e-34,1403,1,814.4415,0.056069099269169156,6.886538869283365e-23,5.1633053135001054e-33,1403,1,814.4415,0.054583837888039735
178,HNEAP_RS03510,HNEAP_RS03510,1,NC_013422.1,757057,757905,-,,shikimate dehydrogenase,0.5913,9,1.2174939952164647e-15,2.1982458107449604e-22,848,0,501.42240000000004,0.05711224530208394,3.489737046972779e-15,8.560964897457304e-22,848,0,501.42240000000004,0.055599351151073034
179,HNEAP_RS03515,HNEAP_RS03515,1,NC_013422.1,757914,758576,-,,ribose-5-phosphate isomerase RpiA,0.5596,9,2.2741280016489435e-12,1.0583004464072903e-16,662,0,370.4552,0.05405041852028779,5.174055664385338e-12,2.880339639631024e-16,662,0,370.4552,0.052618631666058624
180,HNEAP_RS03520,HNEAP_RS03520,1,NC_013422.1,758850,760373,+,,threonine ammonia-lyase  biosynthetic,0.5761,27,1.635456985265991e-27,1.3541236585281963e-38,1523,0,877.4002999999999,0.055644113848352016,6.717583425573972e-25,1.2848382221437924e-35,1523,1,877.4002999999999,0.054170110262359496
181,HNEAP_RS03540,HNEAP_RS03540,1,NC_013422.1,763501,765183,-,,L-aspartate oxidase,0.6031,31,2.6576899739719435e-12,2.773951187467519e-23,1682,19,1014.4141999999999,0.05825197893063896,8.783720672980779e-13,8.505615879238756e-24,1682,17,1014.4141999999999,0.05670889341994274
182,HNEAP_RS03565,HNEAP_RS03565,1,NC_013422.1,767837,768388,+,,positive regulator of sigma E  RseC/MucC,0.5489,11,1.292409208216439e-05,2.500137137878029e-08,551,5,302.44390000000004,0.053016931246937044,2.2033530479378517e-05,4.935249383521559e-08,551,5,302.44390000000004,0.05161252130360899
