locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,length,nBegin,nEnd,nStrains,insertionIndex,normalizedGCInsertions,normalizedGCStrains,gammaLikelyRatio,ones
HNEAP_RS03245,HNEAP_RS03245,1,NC_013422.1,691279,692709,+,,phosphate starvation protein PhoH,0.5632,21,1430,691422,692566,33,0.028846154,0.734444393,0.734444393,-4.81598334,1
HNEAP_RS03250,HNEAP_RS03250,1,NC_013422.1,692802,695087,-,,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,0.5927,32,2285,693030.5,694858.5,0,0,0,0,13.366775,1
HNEAP_RS03255,HNEAP_RS03255,1,NC_013422.1,695263,695613,+,,hypothetical protein,0.547,6,350,695298,695578,14,0.05,1.307238573,1.307238573,-9.312820348,1
HNEAP_RS03260,HNEAP_RS03260,1,NC_013422.1,695700,696620,-,,alpha/beta hydrolase,0.5451,20,920,695792,696528,28,0.038043478,0.997782026,0.997782026,-7.145601712,1
HNEAP_RS03265,HNEAP_RS03265,1,NC_013422.1,696750,697475,-,,ribonuclease T,0.5771,8,725,696822.5,697402.5,46,0.079310345,1.974964552,1.974964552,-11.52682917,1
HNEAP_RS03270,HNEAP_RS03270,1,NC_013422.1,697487,698347,-,,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,0.5993,10,860,697573,698261,0,0,0,0,13.366775,1
HNEAP_RS03275,HNEAP_RS03275,1,NC_013422.1,698414,699451,-,,TIGR00341 family protein,0.579,8,1037,698517.7,699347.3,57,0.068707811,1.705823702,1.705823702,-10.70258026,1
HNEAP_RS03280,HNEAP_RS03280,1,NC_013422.1,699454,701469,-,,ATP-dependent DNA helicase,0.5878,20,2015,699655.5,701267.5,100,0.062034739,1.51909748,1.51909748,-10.07990057,1
HNEAP_RS12175,HNEAP_RS12175,1,NC_013422.1,701519,702229,-,,hypothetical protein,0.5809,7,710,701590,702158,27,0.047535211,1.176646248,1.176646248,-8.48159421,1
HNEAP_RS03290,HNEAP_RS03290,1,NC_013422.1,702343,704835,-,,penicillin-binding protein 1B,0.5628,51,2492,702592.2,704585.8,108,0.054173355,1.380185252,1.380185252,-9.584901973,1
HNEAP_RS03295,HNEAP_RS03295,1,NC_013422.1,704979,706514,+,,hypothetical protein,0.556,26,1535,705132.5,706360.5,33,0.026872964,0.692255149,0.692255149,-4.38440011,1
HNEAP_RS03300,HNEAP_RS03300,1,NC_013422.1,706695,706901,-,,glycine zipper 2TM domain-containing protein,0.6135,3,206,706715.6,706880.4,7,0.042475728,1.000210976,1.000210976,-7.164822327,1
HNEAP_RS03305,HNEAP_RS03305,1,NC_013422.1,707090,709735,-,,DNA mismatch repair protein MutS,0.6028,32,2645,707354.5,709470.5,115,0.054347826,1.300559029,1.300559029,-9.287461602,1
HNEAP_RS03310,HNEAP_RS03310,1,NC_013422.1,710076,710870,-,,septum site-determining protein MinC,0.5535,17,794,710155.4,710790.6,22,0.034634761,0.89586085,0.89586085,-6.306457042,1
HNEAP_RS03315,HNEAP_RS03315,1,NC_013422.1,710959,711789,-,,cell division protein ZapD,0.5259,9,830,711042,711706,39,0.05873494,1.591294727,1.591294727,-10.3261248,1
HNEAP_RS03320,HNEAP_RS03320,1,NC_013422.1,711964,715680,-,,methionine synthase,0.5784,57,3716,712335.6,715308.4,171,0.057521529,1.42945013,1.42945013,-9.763801196,1
HNEAP_RS03325,HNEAP_RS03325,1,NC_013422.1,715754,716293,-,,DUF2062 domain-containing protein,0.5185,17,539,715807.9,716239.1,33,0.076530612,2.100137429,2.100137429,-11.88489915,1
HNEAP_RS03330,HNEAP_RS03330,1,NC_013422.1,716377,717930,-,,MFS transporter,0.5386,25,1553,716532.3,717774.7,60,0.048293625,1.280463426,1.280463426,-9.195736168,1
HNEAP_RS03335,HNEAP_RS03335,1,NC_013422.1,717952,719160,-,,HlyD family secretion protein,0.5393,29,1208,718072.8,719039.2,66,0.068294702,1.808645273,1.808645273,-11.02690441,1
HNEAP_RS03340,HNEAP_RS03340,1,NC_013422.1,719129,719608,-,,MarR family transcriptional regulator,0.5167,6,479,719176.9,719560.1,2,0.005219207,0.143674568,0.143674568,5.728404034,1
HNEAP_RS03345,HNEAP_RS03345,1,NC_013422.1,720189,721838,+,,CTP synthase,0.5442,35,1649,720353.9,721673.1,0,0,0,0,13.366775,1
HNEAP_RS03350,HNEAP_RS03350,1,NC_013422.1,721835,722677,+,,3-deoxy-8-phosphooctulonate synthase,0.5753,9,842,721919.2,722592.8,0,0,0,0,13.366775,1
HNEAP_RS03355,HNEAP_RS03355,1,NC_013422.1,722758,724038,+,,phosphopyruvate hydratase,0.5535,30,1280,722886,723910,0,0,0,0,13.366775,1
HNEAP_RS03360,HNEAP_RS03360,1,NC_013422.1,724065,724481,+,,septum formation initiator,0.5468,5,416,724106.6,724439.4,5,0.015024038,0.39293038,0.39293038,-0.472002957,1
HNEAP_RS03365,HNEAP_RS03365,1,NC_013422.1,724547,725305,+,,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,0.5705,9,758,724622.8,725229.2,0,0,0,0,13.366775,1
HNEAP_RS03370,HNEAP_RS03370,1,NC_013422.1,725322,725843,+,,2-C-methyl-D-erythritol 2 4-cyclodiphosphate synthase,0.59,7,521,725374.1,725790.9,0,0,0,0,13.366775,1
HNEAP_RS03375,HNEAP_RS03375,1,NC_013422.1,726015,726611,-,,GGDEF domain-containing protein,0.5494,13,596,726074.6,726551.4,12,0.025167785,0.655397398,0.655397398,-3.989707778,1
HNEAP_RS03380,HNEAP_RS03380,1,NC_013422.1,726604,728736,-,,hypothetical protein,0.519,54,2132,726817.2,728522.8,79,0.046318011,1.269944122,1.269944122,-9.1250825,1
HNEAP_RS03385,HNEAP_RS03385,1,NC_013422.1,728934,731243,-,,protein-disulfide reductase DsbD,0.5571,42,2309,729164.9,731012.1,0,0,0,0,13.366775,1
HNEAP_RS03390,HNEAP_RS03390,1,NC_013422.1,731472,731933,+,,hypothetical protein,0.526,11,461,731518.1,731886.9,16,0.043383948,1.175191218,1.175191218,-8.47130225,1
HNEAP_RS03395,HNEAP_RS03395,1,NC_013422.1,732262,732765,+,,pyridoxamine 5'-phosphate oxidase-like FMN-binding protein,0.5377,10,503,732312.3,732714.7,13,0.032306163,0.857868298,0.857868298,-5.975477027,1
HNEAP_RS03400,HNEAP_RS03400,1,NC_013422.1,732823,733632,-,,cytochrome c assembly protein,0.5222,23,809,732903.9,733551.1,26,0.040173053,1.095366005,1.095366005,-7.893151446,1
HNEAP_RS03405,HNEAP_RS03405,1,NC_013422.1,733707,735158,-,,dimethylmenaquinone methyltransferase,0.5964,12,1451,733852.1,735012.9,55,0.047381116,1.144966795,1.144966795,-8.255584464,1
HNEAP_RS03410,HNEAP_RS03410,1,NC_013422.1,735155,735709,-,,SIS domain-containing protein,0.5946,5,554,735210.4,735653.6,25,0.056407942,1.366871765,1.366871765,-9.535895848,1
HNEAP_RS03415,HNEAP_RS03415,1,NC_013422.1,735787,736212,-,,YraN family protein,0.5775,3,425,735829.5,736169.5,18,0.052941176,1.317494298,1.317494298,-9.351608044,1
HNEAP_RS03420,HNEAP_RS03420,1,NC_013422.1,736259,738523,-,,hypothetical protein,0.5841,41,2264,736485.4,738296.6,145,0.08005742,1.971766402,1.971766402,-11.51748446,1
HNEAP_RS03425,HNEAP_RS03425,1,NC_013422.1,738488,739456,+,,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,0.613,12,968,738584.8,739359.2,77,0.099431818,2.343152922,2.343152922,-12.54099563,1
HNEAP_RS03430,HNEAP_RS03430,1,NC_013422.1,739553,740455,+,,4-hydroxy-tetrahydrodipicolinate synthase,0.6024,14,902,739643.2,740364.8,0,0,0,0,13.366775,1
HNEAP_RS03435,HNEAP_RS03435,1,NC_013422.1,740592,741719,+,,outer membrane protein assembly factor BamC,0.5337,29,1127,740704.7,741606.3,43,0.04769299,1.27504575,1.27504575,-9.159393082,1
HNEAP_RS03440,HNEAP_RS03440,1,NC_013422.1,741930,743156,+,,argininosuccinate synthase,0.5542,23,1226,742052.6,743033.4,0,0,0,0,13.366775,1
HNEAP_RS03445,HNEAP_RS03445,1,NC_013422.1,743246,746044,+,,diguanylate cyclase,0.5248,54,2798,743525.8,745764.2,74,0.033059328,0.897366565,0.897366565,-6.319355064,1
HNEAP_RS03450,HNEAP_RS03450,1,NC_013422.1,746029,746961,-,,hypothetical protein,0.5895,18,932,746122.2,746867.8,33,0.044259657,1.080969468,1.080969468,-7.785868855,1
HNEAP_RS03455,HNEAP_RS03455,1,NC_013422.1,747063,748466,+,,glutamate--tRNA ligase,0.5805,28,1403,747203.3,748325.7,0,0,0,0,13.366775,1
HNEAP_RS03460,HNEAP_RS03460,1,NC_013422.1,748475,750847,+,,signal transduction histidine kinase,0.5634,43,2372,748712.2,750609.8,131,0.06903457,1.757103616,1.757103616,-10.86587221,1
HNEAP_RS03465,HNEAP_RS03465,1,NC_013422.1,751270,751461,+,,hypothetical protein,0.5312,7,191,751289.1,751441.9,11,0.071989529,1.932794416,1.932794416,-11.40279322,1
HNEAP_RS03470,HNEAP_RS03470,1,NC_013422.1,751458,751793,+,,hypothetical protein,0.5744,8,335,751491.5,751759.5,12,0.044776119,1.119778335,1.119778335,-8.072889076,1
HNEAP_RS03475,HNEAP_RS03475,1,NC_013422.1,751830,752417,+,,hypothetical protein,0.4575,27,587,751888.7,752358.3,9,0.019165247,0.588406599,0.588406599,-3.223516487,1
HNEAP_RS03480,HNEAP_RS03480,1,NC_013422.1,752642,752914,+,,hypothetical protein,0.4615,11,272,752669.2,752886.8,1,0.004595588,0.140002001,0.140002001,5.876057537,1
HNEAP_RS03485,HNEAP_RS03485,1,NC_013422.1,753140,753697,+,,DUF924 domain-containing protein,0.5376,6,557,753195.7,753641.3,12,0.026929982,0.715227922,0.715227922,-4.621927668,1
HNEAP_RS03490,HNEAP_RS03490,1,NC_013422.1,753749,754270,-,,diguanylate cyclase,0.477,6,521,753801.1,754217.9,17,0.040786948,1.206416362,1.206416362,-8.690369627,1
HNEAP_RS03495,HNEAP_RS03495,1,NC_013422.1,754804,756048,-,,NAD(P)/FAD-dependent oxidoreductase,0.5799,17,1244,754928.4,755923.6,49,0.049236334,1.220671021,1.220671021,-8.789156663,1
HNEAP_RS03500,HNEAP_RS03500,1,NC_013422.1,756045,756602,-,,hypothetical protein,0.6039,10,557,756100.7,756546.3,19,0.042639138,1.018665881,1.018665881,-7.309779642,1
HNEAP_RS03505,HNEAP_RS03505,1,NC_013422.1,756609,756965,-,,DUF883 domain-containing protein,0.5378,5,356,756644.6,756929.4,6,0.021067416,0.559336755,0.559336755,-2.868476505,1
HNEAP_RS03510,HNEAP_RS03510,1,NC_013422.1,757057,757905,-,,shikimate dehydrogenase,0.5913,9,848,757141.8,757820.2,0,0,0,0,13.366775,1
HNEAP_RS03515,HNEAP_RS03515,1,NC_013422.1,757914,758576,-,,ribose-5-phosphate isomerase RpiA,0.5596,9,662,757980.2,758509.8,0,0,0,0,13.366775,1
HNEAP_RS03520,HNEAP_RS03520,1,NC_013422.1,758850,760373,+,,threonine ammonia-lyase  biosynthetic,0.5761,27,1523,759002.3,760220.7,0,0,0,0,13.366775,1
HNEAP_RS03525,HNEAP_RS03525,1,NC_013422.1,761369,761836,-,,EVE domain-containing protein,0.5128,12,467,761415.7,761789.3,16,0.042826552,1.187014905,1.187014905,-8.554695211,1
HNEAP_RS03530,HNEAP_RS03530,1,NC_013422.1,761854,762438,-,,5-formyltetrahydrofolate cyclo-ligase,0.5556,10,584,761912.4,762379.6,20,0.042808219,1.103473058,1.103473058,-7.953140093,1
HNEAP_RS03535,HNEAP_RS03535,1,NC_013422.1,762744,763415,-,,S-adenosylmethionine-dependent methyltransferase,0.5268,13,671,762811.1,763347.9,24,0.044709389,1.209432492,1.209432492,-8.711334265,1
HNEAP_RS03540,HNEAP_RS03540,1,NC_013422.1,763501,765183,-,,L-aspartate oxidase,0.6031,31,1682,763669.2,765014.8,1,0.000743163,0.017776006,0.017776006,15.02800873,1
HNEAP_RS03545,HNEAP_RS03545,1,NC_013422.1,765357,765983,+,,RNA polymerase sigma factor RpoE,0.5534,13,626,765419.6,765920.4,55,0.109824281,2.841175082,2.841175082,-13.753043,1
HNEAP_RS03550,HNEAP_RS03550,1,NC_013422.1,766048,766710,+,,hypothetical protein,0.5701,7,662,766114.2,766643.8,34,0.064199396,1.616549854,1.616549854,-10.41058854,1
HNEAP_RS03555,HNEAP_RS03555,1,NC_013422.1,766714,767007,+,,hypothetical protein,0.5408,7,293,766743.3,766977.7,3,0.012798635,0.3380937,0.3380937,0.510948725,1
HNEAP_RS03560,HNEAP_RS03560,1,NC_013422.1,766959,767837,+,,hypothetical protein,0.5745,16,878,767046.8,767749.2,66,0.093963554,2.34950381,2.34950381,-12.55750967,1
HNEAP_RS03565,HNEAP_RS03565,1,NC_013422.1,767837,768388,+,,positive regulator of sigma E  RseC/MucC,0.5489,11,551,767892.1,768332.9,3,0.006805808,0.177377374,0.177377374,4.503596818,1
HNEAP_RS12180,HNEAP_RS12180,1,NC_013422.1,768513,769448,+,,GGDEF domain-containing protein,0.5096,24,935,768606.5,769354.5,42,0.056149733,1.565096012,1.565096012,-10.23760386,1
HNEAP_RS03575,HNEAP_RS03575,1,NC_013422.1,769530,770093,+,,hypothetical protein,0.5319,9,563,769586.3,770036.7,30,0.06660746,1.786165847,1.786165847,-10.95704485,1
HNEAP_RS03580,HNEAP_RS03580,1,NC_013422.1,770103,771146,+,,flagellar motor switch protein FliM,0.5489,26,1043,770207.3,771041.7,41,0.049137105,1.280643099,1.280643099,-9.196939826,1
HNEAP_RS03585,HNEAP_RS03585,1,NC_013422.1,771187,771606,+,,flagellar motor switch protein FliN,0.5595,6,419,771228.9,771564.1,18,0.053699284,1.375442492,1.375442492,-9.567476862,1
HNEAP_RS12185,HNEAP_RS12185,1,NC_013422.1,771612,772247,+,,flagellar biosynthetic protein FliO,0.5645,11,635,771675.5,772183.5,15,0.029527559,0.750218374,0.750218374,-4.97228706,1
HNEAP_RS03595,HNEAP_RS03595,1,NC_013422.1,772258,773082,+,,flagellar biosynthetic protein FliP,0.5248,12,824,772340.4,772999.6,25,0.037924757,1.029434387,1.029434387,-7.39350154,1
HNEAP_RS03600,HNEAP_RS03600,1,NC_013422.1,773125,773394,+,,flagellar biosynthetic protein FliQ,0.5704,2,269,773151.9,773367.1,6,0.027881041,0.701712312,0.701712312,-4.482935997,1
HNEAP_RS03605,HNEAP_RS03605,1,NC_013422.1,773399,774175,+,,flagellar biosynthetic protein FliR,0.5611,12,776,773476.6,774097.4,21,0.03382732,0.864199516,0.864199516,-6.031391686,1
HNEAP_RS03610,HNEAP_RS03610,1,NC_013422.1,774175,775314,+,,flagellar biosynthesis protein FlhB,0.5465,11,1139,774288.9,775200.1,34,0.037313433,0.976360775,0.976360775,-6.974617668,1
GFF718,,7,NC_013422.1,775348,777476,+,,flagellar biosynthesis protein FlhA,0.5636,37,2128,775560.8,777263.2,103,0.06050282,1.539451999,1.539451999,-10.15004879,1
HNEAP_RS03620,HNEAP_RS03620,1,NC_013422.1,777530,778987,+,,flagellar biosynthesis protein FlhF,0.5871,18,1457,777675.7,778841.3,52,0.044612217,1.093646473,1.093646473,-7.880388646,1
HNEAP_RS03625,HNEAP_RS03625,1,NC_013422.1,779042,779872,+,,MinD/ParA family protein,0.5403,9,830,779125,779789,28,0.042168675,1.114878127,1.114878127,-8.03702615,1
HNEAP_RS03630,HNEAP_RS03630,1,NC_013422.1,779872,780591,+,,RNA polymerase sigma factor FliA,0.5333,15,719,779943.9,780519.1,46,0.079972184,2.139463403,2.139463403,-11.99443108,1
HNEAP_RS03635,HNEAP_RS03635,1,NC_013422.1,780887,781273,+,,chemotaxis protein CheY,0.5116,6,386,780925.6,781234.4,13,0.042098446,1.169301042,1.169301042,-8.429553082,1
HNEAP_RS03640,HNEAP_RS03640,1,NC_013422.1,781374,782129,+,,hypothetical protein,0.5278,10,755,781449.5,782053.5,16,0.026490066,0.715354609,0.715354609,-4.623220521,1
HNEAP_RS03645,HNEAP_RS03645,1,NC_013422.1,782171,784330,+,,chemotaxis protein CheA,0.5574,32,2159,782386.9,784114.1,69,0.03994905,1.02675001,1.02675001,-7.372689587,1
HNEAP_RS03650,HNEAP_RS03650,1,NC_013422.1,784335,785387,+,,chemotaxis response regulator protein-glutamate methylesterase,0.5878,13,1052,784440.2,785281.8,31,0.036834601,0.902000229,0.902000229,-6.358945954,1
HNEAP_RS03655,HNEAP_RS03655,1,NC_013422.1,785384,786238,+,,ParA family protein,0.5485,17,854,785469.4,786152.6,33,0.048302108,1.259713893,1.259713893,-9.056020457,1
HNEAP_RS03660,HNEAP_RS03660,1,NC_013422.1,786235,787104,+,,hypothetical protein,0.5483,13,869,786321.9,787017.1,40,0.057537399,1.501065967,1.501065967,-10.01726679,1
HNEAP_RS03665,HNEAP_RS03665,1,NC_013422.1,787170,787640,+,,hypothetical protein,0.5308,9,470,787217,787593,8,0.021276596,0.57162922,0.57162922,-3.020433285,1
HNEAP_RS03670,HNEAP_RS03670,1,NC_013422.1,787637,788071,+,,DUF2802 domain-containing protein,0.531,4,434,787680.4,788027.6,12,0.034562212,0.92825182,0.92825182,-6.580428606,1
HNEAP_RS03675,HNEAP_RS03675,1,NC_013422.1,788244,790250,-,,DUF3488 domain-containing protein,0.5655,44,2006,788444.6,790049.4,67,0.041749751,1.059045641,1.059045641,-7.620581295,1
HNEAP_RS03680,HNEAP_RS03680,1,NC_013422.1,790247,791155,-,,DUF58 domain-containing protein,0.571,20,908,790337.8,791064.2,55,0.075715859,1.903799322,1.903799322,-11.3164637,1
HNEAP_RS03685,HNEAP_RS03685,1,NC_013422.1,791368,792459,+,,AI-2E family transporter,0.5412,22,1091,791477.1,792349.9,25,0.028643446,0.756149574,0.756149574,-5.030387751,1
HNEAP_RS03690,HNEAP_RS03690,1,NC_013422.1,792500,793201,+,,DnaA regulatory inactivator Hda,0.5413,12,701,792570.1,793130.9,0,0,0,0,13.366775,1
HNEAP_RS03695,HNEAP_RS03695,1,NC_013422.1,793214,793795,-,,hypothetical protein,0.5052,20,581,793272.1,793736.9,22,0.047332186,1.32966323,1.32966323,-9.397401109,1
HNEAP_RS03700,HNEAP_RS03700,1,NC_013422.1,793935,794336,-,,hypothetical protein,0.4801,7,401,793975.1,794295.9,5,0.015586035,0.458345531,0.458345531,-1.501223902,1
HNEAP_RS03705,HNEAP_RS03705,1,NC_013422.1,794415,795173,-,,phosphatase,0.5705,13,758,794490.8,795097.2,28,0.046174142,1.161929089,1.161929089,-8.377105433,1
HNEAP_RS03710,HNEAP_RS03710,1,NC_013422.1,795288,796130,+,,hypothetical protein,0.5326,19,842,795372.2,796045.8,24,0.035629454,0.954313932,0.954313932,-6.795779195,1
HNEAP_RS03715,HNEAP_RS03715,1,NC_013422.1,796253,796738,-,,peptidyl-prolyl cis-trans isomerase,0.5329,7,485,796301.5,796689.5,21,0.054123711,1.448933218,1.448933218,-9.833515481,1
HNEAP_RS03720,HNEAP_RS03720,1,NC_013422.1,796769,797590,-,,UTP--glucose-1-phosphate uridylyltransferase,0.5438,22,821,796851.1,797507.9,0,0,0,0,13.366775,1
HNEAP_RS03725,HNEAP_RS03725,1,NC_013422.1,797683,798051,-,,DUF2069 domain-containing protein,0.5583,7,368,797719.8,798014.2,24,0.081521739,2.092160195,2.092160195,-11.86251277,1
HNEAP_RS03730,HNEAP_RS03730,1,NC_013422.1,798052,798645,-,,NAD(P)H:quinone oxidoreductase,0.5842,9,593,798111.3,798585.7,30,0.063237774,1.557265277,1.557265277,-10.21096399,1
HNEAP_RS03735,HNEAP_RS03735,1,NC_013422.1,798899,799411,+,,TlpA family protein disulfide reductase,0.5068,12,512,798950.2,799359.8,13,0.031738281,0.889062006,0.889062006,-6.248014724,1
HNEAP_RS03740,HNEAP_RS03740,1,NC_013422.1,799466,800059,+,,hypothetical protein,0.5067,8,593,799525.3,799999.7,31,0.0653457,1.830808143,1.830808143,-11.09522599,1
HNEAP_RS03745,HNEAP_RS03745,1,NC_013422.1,800122,801459,+,,TolC family protein,0.5643,30,1337,800255.7,801325.3,38,0.0355273,0.902947208,0.902947208,-6.3670184,1
HNEAP_RS03750,HNEAP_RS03750,1,NC_013422.1,801456,802328,+,,hypothetical protein,0.5716,13,872,801543.2,802240.8,60,0.086009174,2.160546864,2.160546864,-12.05259589,1
HNEAP_RS03755,HNEAP_RS03755,1,NC_013422.1,802344,804122,-,,N-acetylglutaminylglutamine amidotransferase,0.5913,28,1778,802521.8,803944.2,62,0.043588301,1.061612324,1.061612324,-7.640054047,1
HNEAP_RS03760,HNEAP_RS03760,1,NC_013422.1,804162,806168,+,,FAD-dependent oxidoreductase,0.5795,26,2006,804362.6,805967.4,57,0.035518445,0.881130301,0.881130301,-6.17940873,1
HNEAP_RS03765,HNEAP_RS03765,1,NC_013422.1,806171,806440,-,,HPr family phosphocarrier protein,0.5519,0,269,806197.9,806413.1,2,0.00929368,0.241022553,0.241022553,2.65073398,1
HNEAP_RS03770,HNEAP_RS03770,1,NC_013422.1,806440,806832,-,,PTS mannose transporter subunit IIA,0.5293,9,392,806479.2,806792.8,30,0.095663265,2.576730995,2.576730995,-13.12936323,1
HNEAP_RS03775,HNEAP_RS03775,1,NC_013422.1,807263,808126,-,,RNase adapter RapZ,0.5289,24,863,807349.3,808039.7,22,0.031865585,0.858900167,0.858900167,-5.984611382,1
HNEAP_RS12190,HNEAP_RS12190,1,NC_013422.1,808226,809086,-,,hypothetical protein,0.547,13,860,808312,809000,30,0.043604651,1.140033639,1.140033639,-8.22001755,1
HNEAP_RS03785,HNEAP_RS03785,1,NC_013422.1,809111,809590,-,,PTS IIA-like nitrogen-regulatory protein PtsN,0.5437,6,479,809158.9,809542.1,0,0,0,0,13.366775,1
HNEAP_RS03790,HNEAP_RS03790,1,NC_013422.1,809986,810276,-,,ribosomal subunit interface protein,0.4467,7,290,810015,810247,6,0.025862069,0.811069638,0.811069638,-5.552085383,1
HNEAP_RS03795,HNEAP_RS03795,1,NC_013422.1,810295,811803,-,,RNA polymerase sigma-54 factor,0.5646,24,1508,810445.8,811652.2,1,0.000828912,0.021057113,0.021057113,14.50662156,1
HNEAP_RS03800,HNEAP_RS03800,1,NC_013422.1,811966,812709,-,,LPS export ABC transporter ATP-binding protein,0.5726,16,743,812040.3,812634.7,0,0,0,0,13.366775,1
HNEAP_RS03805,HNEAP_RS03805,1,NC_013422.1,812706,813290,-,,lipopolysaccharide transport periplasmic protein LptA,0.5368,10,584,812764.4,813231.6,0,0,0,0,13.366775,1
HNEAP_RS03810,HNEAP_RS03810,1,NC_013422.1,813290,813964,-,,LPS export ABC transporter periplasmic protein LptC,0.5585,11,674,813357.4,813896.6,0,0,0,0,13.366775,1
HNEAP_RS03815,HNEAP_RS03815,1,NC_013422.1,813930,814457,-,,haloacid dehalogenase,0.589,6,527,813982.7,814404.3,8,0.018975332,0.463800603,0.463800603,-1.581276788,1
HNEAP_RS03820,HNEAP_RS03820,1,NC_013422.1,814495,815466,-,,KpsF/GutQ family sugar-phosphate isomerase,0.5885,9,971,814592.1,815368.9,0,0,0,0,13.366775,1
HNEAP_RS03825,HNEAP_RS03825,1,NC_013422.1,815790,816653,+,,hypothetical protein,0.5718,18,863,815876.3,816566.7,39,0.056488992,1.418549052,1.418549052,-9.724541626,1
HNEAP_RS03830,HNEAP_RS03830,1,NC_013422.1,816650,817189,+,,hypothetical protein,0.5852,9,539,816703.9,817135.1,35,0.081168831,1.995710132,1.995710132,-11.5872025,1
HNEAP_RS03835,HNEAP_RS03835,1,NC_013422.1,817189,818058,+,,ABC transporter ATP-binding protein,0.6034,10,869,817275.9,817971.1,33,0.047468354,1.134897682,1.134897682,-8.182878866,1
HNEAP_RS03840,HNEAP_RS03840,1,NC_013422.1,818055,818855,+,,ABC transporter permease,0.5705,10,800,818135,818775,58,0.090625,2.280493324,2.280493324,-12.37640987,1
HNEAP_RS03845,HNEAP_RS03845,1,NC_013422.1,818859,819320,+,,outer membrane lipid asymmetry maintenance protein MlaD,0.4957,15,461,818905.1,819273.9,34,0.092190889,2.63443768,2.63443768,-13.26906987,1
HNEAP_RS03850,HNEAP_RS03850,1,NC_013422.1,819317,820678,+,,TolC family protein,0.5514,38,1361,819453.1,820541.9,53,0.048677443,1.263441313,1.263441313,-9.081223845,1
HNEAP_RS03855,HNEAP_RS03855,1,NC_013422.1,820675,821316,+,,toluene tolerance family protein,0.5202,15,641,820739.1,821251.9,26,0.050702028,1.387249615,1.387249615,-9.61079005,1
HNEAP_RS03860,HNEAP_RS03860,1,NC_013422.1,821309,821662,+,,STAS domain-containing protein,0.596,7,353,821344.3,821626.7,16,0.056657224,1.36996431,1.36996431,-9.547304782,1
HNEAP_RS03865,HNEAP_RS03865,1,NC_013422.1,821727,822986,+,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,0.5548,22,1259,821852.9,822860.1,0,0,0,0,13.366775,1
HNEAP_RS03870,HNEAP_RS03870,1,NC_013422.1,823018,823668,+,,ATP phosphoribosyltransferase,0.5545,15,650,823083,823603,0,0,0,0,13.366775,1
HNEAP_RS03875,HNEAP_RS03875,1,NC_013422.1,823665,824966,+,,histidinol dehydrogenase,0.5845,19,1301,823795.1,824835.9,0,0,0,0,13.366775,1
HNEAP_RS03880,HNEAP_RS03880,1,NC_013422.1,825041,826150,+,,histidinol-phosphate transaminase,0.5441,23,1109,825151.9,826039.1,3,0.003381425,0.088833811,0.088833811,8.360323021,1
HNEAP_RS03890,HNEAP_RS03890,1,NC_013422.1,826389,828164,+,,DNA polymerase III  subunit gamma and tau,0.5479,25,1775,826566.5,827986.5,0,0,0,0,13.366775,1
HNEAP_RS03895,HNEAP_RS03895,1,NC_013422.1,828206,828532,+,,nucleoid-associated protein  YbaB/EbfC family,0.5291,3,326,828238.6,828499.4,2,0.007668712,0.206630639,0.206630639,3.591362651,1
HNEAP_RS03900,HNEAP_RS03900,1,NC_013422.1,828543,829136,+,,recombination protein RecR,0.5572,11,593,828602.3,829076.7,31,0.0653457,1.680029454,1.680029454,-10.61924183,1
HNEAP_RS03905,HNEAP_RS03905,1,NC_013422.1,829163,829534,-,,PilZ domain-containing protein,0.4409,6,371,829200.1,829496.9,2,0.006738544,0.213796691,0.213796691,3.38483772,1
HNEAP_RS03910,HNEAP_RS03910,1,NC_013422.1,829535,831709,-,,DUF1631 domain-containing protein,0.4492,71,2174,829752.4,831491.6,63,0.036223551,1.130398044,1.130398044,-8.150248688,1
HNEAP_RS03915,HNEAP_RS03915,1,NC_013422.1,831681,833150,-,,glycogen synthase GlgA,0.4952,40,1469,831827.9,833003.1,74,0.062968005,1.800999717,1.800999717,-11.00320826,1
HNEAP_RS03920,HNEAP_RS03920,1,NC_013422.1,833167,835332,-,,1 4-alpha-glucan-branching protein,0.5254,44,2165,833383.5,835115.5,89,0.051385681,1.393379934,1.393379934,-9.633190875,1
HNEAP_RS03925,HNEAP_RS03925,1,NC_013422.1,835747,837018,+,,glucose-1-phosphate adenylyltransferase,0.5299,29,1271,835874.1,836890.9,65,0.063926042,1.720111968,1.720111968,-10.74839463,1
HNEAP_RS03930,HNEAP_RS03930,1,NC_013422.1,837018,838718,+,,glycoside hydrolase,0.5267,35,1700,837188,838548,64,0.047058824,1.273205451,1.273205451,-9.147026147,1
HNEAP_RS03935,HNEAP_RS03935,1,NC_013422.1,838760,840190,+,,4-alpha-glucanotransferase,0.5737,25,1430,838903,840047,52,0.045454545,1.138008347,1.138008347,-8.205385849,1
