locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,length,nBegin,nEnd,nStrains,insertionIndex,normalizedGCInsertions,normalizedGCStrains,gammaLikelyRatio
HNEAP_RS02360,HNEAP_RS02360,1,NC_013422.1,498991,500775,+,,aspartate--tRNA ligase,0.5916,24,1784,499169.4,500596.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02365,HNEAP_RS02365,1,NC_013422.1,500852,501937,+,,quinolinate synthase NadA,0.5838,11,1085,500960.5,501828.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02375,HNEAP_RS02375,5,NC_013422.1,503998,504073,+,,tRNA-Gly,0.5921,1,75,504005.5,504065.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02380,HNEAP_RS02380,5,NC_013422.1,504075,504150,+,,tRNA-Val,0.5921,3,75,504082.5,504142.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02385,HNEAP_RS02385,5,NC_013422.1,504161,504237,+,,tRNA-Asp,0.6623,2,76,504168.6,504229.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02395,HNEAP_RS02395,1,NC_013422.1,505838,506875,+,,IS5/IS1182 family transposase,0.5645,14,1037,505941.7,506771.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02505,HNEAP_RS02505,1,NC_013422.1,532762,533427,-,,protein-L-isoaspartate O-methyltransferase,0.5465,10,665,532828.5,533360.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02510,HNEAP_RS02510,1,NC_013422.1,533871,535760,+,,phosphomethylpyrimidine synthase ThiC,0.563,36,1889,534059.9,535571.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02565,HNEAP_RS02565,1,NC_013422.1,542470,543570,-,,FAD:protein FMN transferase,0.5777,19,1100,542580.0,543460.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02570,HNEAP_RS02570,1,NC_013422.1,543609,544574,-,,glutathione synthase,0.5776,13,965,543705.5,544477.5,3,0.0038860103626943004,0.09669200372593727,0.09669200372593727,7.913888341390101
HNEAP_RS02575,HNEAP_RS02575,1,NC_013422.1,544571,545920,-,,glutamate--cysteine ligase,0.5548,24,1349,544705.9,545785.1,10,0.009266123054114159,0.23916691107452312,0.23916691107452312,2.698442557482845
HNEAP_RS02630,HNEAP_RS02630,1,NC_013422.1,561948,562556,+,,type 1 glutamine amidotransferase,0.5665,2,608,562008.8,562495.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02665,HNEAP_RS02665,1,NC_013422.1,567331,568008,+,,protein TolQ,0.556,12,677,567398.7,567940.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02670,HNEAP_RS02670,1,NC_013422.1,568012,568467,+,,protein TolR,0.5461,10,455,568057.5,568421.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02675,HNEAP_RS02675,1,NC_013422.1,568470,569507,+,,protein TolA,0.5684,7,1037,568573.7,569403.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02680,HNEAP_RS02680,1,NC_013422.1,569547,570884,+,,Tol-Pal system beta propeller repeat protein TolB,0.5336,33,1337,569680.7,570750.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02700,HNEAP_RS02700,5,NC_013422.1,573351,573426,+,,tRNA-Lys,0.5263,2,75,573358.5,573418.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02705,HNEAP_RS02705,2,NC_013422.1,573784,575321,+,,16S ribosomal RNA,0.5371,62,1537,573937.7,575167.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02710,HNEAP_RS02710,5,NC_013422.1,575391,575467,+,,tRNA-Ile,0.5974,2,76,575398.6,575459.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02715,HNEAP_RS02715,5,NC_013422.1,575749,575824,+,,tRNA-Ala,0.6316,0,75,575756.5,575816.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02720,HNEAP_RS02720,2,NC_013422.1,576038,578936,+,,23S ribosomal RNA,0.5336,121,2898,576327.8,578646.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02725,HNEAP_RS02725,2,NC_013422.1,579028,579143,+,,5S ribosomal RNA,0.5776,2,115,579039.5,579131.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02770,HNEAP_RS02770,1,NC_013422.1,584269,584856,+,,DedA family protein,0.5425,12,587,584327.7,584797.3,3,0.006388415672913117,0.1682795082289173,0.1682795082289173,4.81343633702268
HNEAP_RS02780,HNEAP_RS02780,1,NC_013422.1,585700,586635,-,,WYL domain-containing protein,0.5214,23,935,585793.5,586541.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02835,HNEAP_RS02835,1,NC_013422.1,594473,595366,-,,phosphoribulokinase,0.5201,21,893,594562.3,595276.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02840,HNEAP_RS02840,5,NC_013422.1,596032,596107,+,,tRNA-Ala,0.6316,1,75,596039.5,596099.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02845,HNEAP_RS02845,5,NC_013422.1,596413,596502,-,,tRNA-Ser,0.5778,1,89,596421.9,596493.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02850,HNEAP_RS02850,1,NC_013422.1,596841,597224,+,,peptidoglycan-associated lipoprotein,0.5312,14,383,596879.3,597185.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02865,HNEAP_RS02865,1,NC_013422.1,602125,602694,-,,elongation factor P,0.5175,8,569,602181.9,602637.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02890,HNEAP_RS02890,1,NC_013422.1,608062,608937,+,,RNA polymerase sigma factor RpoH,0.5582,10,875,608149.5,608849.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02955,HNEAP_RS02955,1,NC_013422.1,624563,628069,+,,DNA polymerase III subunit alpha,0.578,62,3506,624913.6,627718.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS02965,HNEAP_RS02965,1,NC_013422.1,628854,629573,-,,hypothetical protein,0.5167,23,719,628925.9,629501.1,4,0.006954102920723226,0.19143287321882055,0.19143287321882055,4.050461703403592
HNEAP_RS02995,HNEAP_RS02995,1,NC_013422.1,635192,636610,-,,protoporphyrinogen oxidase,0.5666,25,1418,635333.8,636468.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03030,HNEAP_RS03030,1,NC_013422.1,642601,643512,+,,phosphatidylserine decarboxylase,0.5735,18,911,642692.1,643420.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03045,HNEAP_RS03045,1,NC_013422.1,647365,647769,+,,dihydroneopterin aldolase,0.5383,9,404,647405.4,647728.6,1,0.0030940594059405938,0.0820777036324091,0.0820777036324091,8.769662646338118
HNEAP_RS03050,HNEAP_RS03050,1,NC_013422.1,647796,648992,+,,SAM-dependent methyltransferase,0.5906,20,1196,647915.6,648872.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03060,HNEAP_RS03060,1,NC_013422.1,649968,650939,+,,thiamine-phosphate kinase,0.5916,18,971,650065.1,650841.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03080,HNEAP_RS03080,1,NC_013422.1,652749,654206,+,,IMP dehydrogenase,0.5761,27,1457,652894.7,654060.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03085,HNEAP_RS03085,1,NC_013422.1,654431,656017,+,,glutamine-hydrolyzing GMP synthase,0.5841,21,1586,654589.6,655858.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03090,HNEAP_RS03090,1,NC_013422.1,656645,657106,+,,nucleoside deaminase,0.5931,6,461,656691.1,657059.9,1,0.0027114967462039045,0.06585656433869642,0.06585656433869642,9.870305027932563
HNEAP_RS03130,HNEAP_RS03130,1,NC_013422.1,664969,666234,-,,isocitrate dehydrogenase (NADP(+)),0.5735,23,1265,665095.5,666107.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03135,HNEAP_RS03135,1,NC_013422.1,666614,666904,+,,co-chaperone GroES,0.5464,4,290,666643.0,666875.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03140,HNEAP_RS03140,1,NC_013422.1,666956,668590,+,,chaperonin GroEL,0.5511,25,1634,667119.4,668426.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03215,HNEAP_RS03215,1,NC_013422.1,685312,687018,-,,proline--tRNA ligase,0.5934,24,1706,685482.6,686847.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03250,HNEAP_RS03250,1,NC_013422.1,692802,695087,-,,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,0.5927,32,2285,693030.5,694858.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03270,HNEAP_RS03270,1,NC_013422.1,697487,698347,-,,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,0.5993,10,860,697573.0,698261.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03340,HNEAP_RS03340,1,NC_013422.1,719129,719608,-,,MarR family transcriptional regulator,0.5167,6,479,719176.9,719560.1,2,0.00521920668058455,0.1436745676871941,0.1436745676871941,5.728404034455635
HNEAP_RS03345,HNEAP_RS03345,1,NC_013422.1,720189,721838,+,,CTP synthase,0.5442,35,1649,720353.9,721673.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03350,HNEAP_RS03350,1,NC_013422.1,721835,722677,+,,3-deoxy-8-phosphooctulonate synthase,0.5753,9,842,721919.2,722592.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03355,HNEAP_RS03355,1,NC_013422.1,722758,724038,+,,phosphopyruvate hydratase,0.5535,30,1280,722886.0,723910.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03365,HNEAP_RS03365,1,NC_013422.1,724547,725305,+,,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,0.5705,9,758,724622.8,725229.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03370,HNEAP_RS03370,1,NC_013422.1,725322,725843,+,,2-C-methyl-D-erythritol 2 4-cyclodiphosphate synthase,0.59,7,521,725374.1,725790.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03385,HNEAP_RS03385,1,NC_013422.1,728934,731243,-,,protein-disulfide reductase DsbD,0.5571,42,2309,729164.9,731012.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03430,HNEAP_RS03430,1,NC_013422.1,739553,740455,+,,4-hydroxy-tetrahydrodipicolinate synthase,0.6024,14,902,739643.2,740364.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03440,HNEAP_RS03440,1,NC_013422.1,741930,743156,+,,argininosuccinate synthase,0.5542,23,1226,742052.6,743033.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03455,HNEAP_RS03455,1,NC_013422.1,747063,748466,+,,glutamate--tRNA ligase,0.5805,28,1403,747203.3,748325.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03480,HNEAP_RS03480,1,NC_013422.1,752642,752914,+,,hypothetical protein,0.4615,11,272,752669.2,752886.8,1,0.004595588235294117,0.1400020011765309,0.1400020011765309,5.876057537145136
HNEAP_RS03510,HNEAP_RS03510,1,NC_013422.1,757057,757905,-,,shikimate dehydrogenase,0.5913,9,848,757141.8,757820.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03515,HNEAP_RS03515,1,NC_013422.1,757914,758576,-,,ribose-5-phosphate isomerase RpiA,0.5596,9,662,757980.2,758509.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03520,HNEAP_RS03520,1,NC_013422.1,758850,760373,+,,threonine ammonia-lyase  biosynthetic,0.5761,27,1523,759002.3,760220.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03540,HNEAP_RS03540,1,NC_013422.1,763501,765183,-,,L-aspartate oxidase,0.6031,31,1682,763669.2,765014.8,1,0.0007431629013079666,0.017776006015837516,0.017776006015837516,15.028008727094859
HNEAP_RS03565,HNEAP_RS03565,1,NC_013422.1,767837,768388,+,,positive regulator of sigma E  RseC/MucC,0.5489,11,551,767892.1,768332.9,3,0.006805807622504537,0.1773773740706823,0.1773773740706823,4.503596818181577
HNEAP_RS03690,HNEAP_RS03690,1,NC_013422.1,792500,793201,+,,DnaA regulatory inactivator Hda,0.5413,12,701,792570.1,793130.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03720,HNEAP_RS03720,1,NC_013422.1,796769,797590,-,,UTP--glucose-1-phosphate uridylyltransferase,0.5438,22,821,796851.1,797507.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03765,HNEAP_RS03765,1,NC_013422.1,806171,806440,-,,HPr family phosphocarrier protein,0.5519,0,269,806197.9,806413.1,2,0.009293680297397768,0.24102255316551963,0.24102255316551963,2.650733980266356
HNEAP_RS03785,HNEAP_RS03785,1,NC_013422.1,809111,809590,-,,PTS IIA-like nitrogen-regulatory protein PtsN,0.5437,6,479,809158.9,809542.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03795,HNEAP_RS03795,1,NC_013422.1,810295,811803,-,,RNA polymerase sigma-54 factor,0.5646,24,1508,810445.8,811652.2,1,0.0008289124668435013,0.02105711333374571,0.02105711333374571,14.506621557386227
HNEAP_RS03800,HNEAP_RS03800,1,NC_013422.1,811966,812709,-,,LPS export ABC transporter ATP-binding protein,0.5726,16,743,812040.3,812634.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03805,HNEAP_RS03805,1,NC_013422.1,812706,813290,-,,lipopolysaccharide transport periplasmic protein LptA,0.5368,10,584,812764.4,813231.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03810,HNEAP_RS03810,1,NC_013422.1,813290,813964,-,,LPS export ABC transporter periplasmic protein LptC,0.5585,11,674,813357.4,813896.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03820,HNEAP_RS03820,1,NC_013422.1,814495,815466,-,,KpsF/GutQ family sugar-phosphate isomerase,0.5885,9,971,814592.1,815368.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03865,HNEAP_RS03865,1,NC_013422.1,821727,822986,+,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,0.5548,22,1259,821852.9,822860.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03870,HNEAP_RS03870,1,NC_013422.1,823018,823668,+,,ATP phosphoribosyltransferase,0.5545,15,650,823083.0,823603.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03875,HNEAP_RS03875,1,NC_013422.1,823665,824966,+,,histidinol dehydrogenase,0.5845,19,1301,823795.1,824835.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03880,HNEAP_RS03880,1,NC_013422.1,825041,826150,+,,histidinol-phosphate transaminase,0.5441,23,1109,825151.9,826039.1,3,0.003381424706943192,0.08883381136977339,0.08883381136977339,8.360323021202916
HNEAP_RS03890,HNEAP_RS03890,1,NC_013422.1,826389,828164,+,,DNA polymerase III  subunit gamma and tau,0.5479,25,1775,826566.5,827986.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03895,HNEAP_RS03895,1,NC_013422.1,828206,828532,+,,nucleoid-associated protein  YbaB/EbfC family,0.5291,3,326,828238.6,828499.4,2,0.007668711656441718,0.20663063874732418,0.20663063874732418,3.5913626508977408
HNEAP_RS03905,HNEAP_RS03905,1,NC_013422.1,829163,829534,-,,PilZ domain-containing protein,0.4409,6,371,829200.1,829496.9,2,0.0067385444743935305,0.21379669080843886,0.21379669080843886,3.3848377201430018
HNEAP_RS03945,HNEAP_RS03945,1,NC_013422.1,841567,841770,+,,hypothetical protein,0.4167,5,203,841587.3,841749.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS03970,HNEAP_RS03970,5,NC_013422.1,847106,847180,+,,tRNA-Val,0.5733,1,74,847113.4,847172.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04050,HNEAP_RS04050,5,NC_013422.1,867431,867517,-,,tRNA-Leu,0.5632,3,86,867439.6,867508.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04055,HNEAP_RS04055,1,NC_013422.1,867758,869947,+,,primosomal protein N',0.6041,24,2189,867976.9,869728.1,1,0.0005710370031978072,0.013638166438808087,0.013638166438808087,15.756044730157836
HNEAP_RS04070,HNEAP_RS04070,5,NC_013422.1,871728,871801,-,,tRNA-Gly,0.5405,2,73,871735.3,871793.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04140,HNEAP_RS04140,5,NC_013422.1,887901,887977,+,,tRNA-Pro,0.6104,2,76,887908.6,887969.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04160,HNEAP_RS04160,1,NC_013422.1,892259,892609,+,,ribbon-helix-helix protein  CopG family,0.5413,8,350,892294.0,892574.0,2,0.007142857142857143,0.18853052993591116,0.18853052993591116,4.1416547404932516
HNEAP_RS04330,HNEAP_RS04330,1,NC_013422.1,925361,926305,-,,hypothetical protein,0.5175,36,944,925455.4,926210.6,6,0.007944915254237288,0.21840291067223913,0.21840291067223913,3.2551974223556677
HNEAP_RS04510,HNEAP_RS04510,1,NC_013422.1,962753,963955,-,,UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase,0.5752,26,1202,962873.2,963834.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04515,HNEAP_RS04515,1,NC_013422.1,963958,965178,-,,UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase,0.6052,21,1220,964080.0,965056.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04530,HNEAP_RS04530,1,NC_013422.1,967367,967639,+,,hypothetical protein,0.5128,5,272,967394.2,967611.8,2,0.009191176470588234,0.2547499818665855,0.2547499818665855,2.3073038036966107
HNEAP_RS04550,HNEAP_RS04550,1,NC_013422.1,969232,969651,-,,phosphate starvation-inducible protein PsiE,0.4738,15,419,969273.9,969609.1,2,0.005966587112171837,0.17754862085628365,0.17754862085628365,4.497895156629183
HNEAP_RS04555,HNEAP_RS04555,1,NC_013422.1,969681,970475,-,,thymidylate synthase,0.5459,18,794,969760.4,970395.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04560,HNEAP_RS04560,1,NC_013422.1,970472,971299,-,,prolipoprotein diacylglyceryl transferase,0.5302,19,827,970554.7,971216.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04700,HNEAP_RS04700,5,NC_013422.1,998522,998608,+,,tRNA-Leu,0.5517,2,86,998530.6,998599.4,0,0.0,0.0,0.0,13.36677499962062
GFF949,,7,NC_013422.1,1018025,1019295,+,,IS110 family transposase,0.5799,22,1270,1018152.0,1019168.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04890,HNEAP_RS04890,5,NC_013422.1,1051100,1051176,-,,tRNA-Arg,0.6234,3,76,1051107.6,1051168.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04930,HNEAP_RS04930,1,NC_013422.1,1059721,1060938,-,,beta-ketoacyl-[acyl-carrier-protein] synthase I,0.5361,23,1217,1059842.7,1060816.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04935,HNEAP_RS04935,1,NC_013422.1,1060945,1061463,-,,bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase,0.5067,8,518,1060996.8,1061411.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04965,HNEAP_RS04965,1,NC_013422.1,1065059,1065625,+,,dCTP deaminase,0.5009,16,566,1065115.6,1065568.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04970,HNEAP_RS04970,1,NC_013422.1,1065693,1066349,-,,HAD-IB family hydrolase,0.5114,12,656,1065758.6,1066283.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04985,HNEAP_RS04985,5,NC_013422.1,1069553,1069629,+,,tRNA-Pro,0.5714,3,76,1069560.6,1069621.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04990,HNEAP_RS04990,5,NC_013422.1,1069645,1069721,+,,tRNA-Arg,0.6623,3,76,1069652.6,1069713.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS04995,HNEAP_RS04995,5,NC_013422.1,1069743,1069818,+,,tRNA-His,0.5921,1,75,1069750.5,1069810.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05000,HNEAP_RS05000,5,NC_013422.1,1070020,1070096,+,,tRNA-Met,0.5195,4,76,1070027.6,1070088.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05005,HNEAP_RS05005,1,NC_013422.1,1070192,1070911,-,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,0.5736,16,719,1070263.9,1070839.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05010,HNEAP_RS05010,1,NC_013422.1,1070924,1072567,-,,glucose-6-phosphate isomerase,0.5791,29,1643,1071088.3,1072402.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05025,HNEAP_RS05025,1,NC_013422.1,1075470,1078286,+,,phosphoenolpyruvate carboxylase,0.5321,67,2816,1075751.6,1078004.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05050,HNEAP_RS05050,1,NC_013422.1,1083682,1085103,+,,replicative DNA helicase,0.5731,19,1421,1083824.1,1084960.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05070,HNEAP_RS05070,1,NC_013422.1,1087881,1088345,-,,hypothetical protein,0.3247,36,464,1087927.4,1088298.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05075,HNEAP_RS05075,1,NC_013422.1,1088407,1089603,-,,ribonucleotide-diphosphate reductase subunit beta,0.5606,21,1196,1088526.6,1089483.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05080,HNEAP_RS05080,1,NC_013422.1,1089651,1092524,-,,ribonucleoside-diphosphate reductase subunit alpha,0.5776,51,2873,1089938.3,1092236.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05085,HNEAP_RS05085,1,NC_013422.1,1093056,1094063,+,,NAD-dependent epimerase,0.5585,28,1007,1093156.7,1093962.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05095,HNEAP_RS05095,1,NC_013422.1,1094938,1095777,-,,metal ABC transporter permease,0.5905,14,839,1095021.9,1095693.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05105,HNEAP_RS05105,1,NC_013422.1,1096634,1097515,-,,ABC transporter substrate-binding protein,0.5454,17,881,1096722.1,1097426.9,2,0.0028376844494892167,0.07438799615256386,0.07438799615256386,9.268603160183318
HNEAP_RS05120,HNEAP_RS05120,1,NC_013422.1,1099851,1100723,+,,4-hydroxybenzoate octaprenyltransferase,0.5819,18,872,1099938.2,1100635.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05190,HNEAP_RS05190,1,NC_013422.1,1115219,1116595,-,,adenylosuccinate lyase,0.5715,18,1376,1115356.6,1116457.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05235,HNEAP_RS05235,1,NC_013422.1,1125873,1126979,+,,glycosyltransferase,0.5294,24,1106,1125983.6,1126868.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS12225,HNEAP_RS12225,1,NC_013422.1,1126976,1127824,+,,phosphatase PAP2 family protein,0.5713,17,848,1127060.8,1127739.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05245,HNEAP_RS05245,1,NC_013422.1,1127935,1129200,+,,glutamyl-tRNA reductase,0.5561,25,1265,1128061.5,1129073.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05250,HNEAP_RS05250,1,NC_013422.1,1129276,1130370,+,,peptide chain release factor 1,0.5763,17,1094,1129385.4,1130260.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05265,HNEAP_RS05265,1,NC_013422.1,1131879,1132640,+,,molybdopterin-synthase adenylyltransferase MoeB,0.5381,17,761,1131955.1,1132563.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05270,HNEAP_RS05270,1,NC_013422.1,1132920,1134053,-,,quinone-dependent dihydroorotate dehydrogenase,0.5591,17,1133,1133033.3,1133939.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05295,HNEAP_RS05295,1,NC_013422.1,1137060,1139117,-,,methionine--tRNA ligase,0.5462,40,2057,1137265.7,1138911.3,4,0.0024307243558580453,0.06363515909194323,0.06363515909194323,10.036466722726152
HNEAP_RS05305,HNEAP_RS05305,1,NC_013422.1,1140251,1141309,+,,UDP-N-acetylmuramate dehydrogenase,0.5335,27,1058,1140356.8,1141203.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05350,HNEAP_RS05350,1,NC_013422.1,1150262,1152844,+,,aconitate hydratase B,0.5629,50,2582,1150520.2,1152585.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05435,HNEAP_RS05435,1,NC_013422.1,1168602,1169171,-,,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,0.5474,16,569,1168658.9,1169114.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05440,HNEAP_RS05440,1,NC_013422.1,1169168,1169932,-,,UDP-2 3-diacylglucosamine diphosphatase,0.5529,16,764,1169244.4,1169855.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05450,HNEAP_RS05450,1,NC_013422.1,1170821,1172185,+,,cysteine--tRNA ligase,0.5575,32,1364,1170957.4,1172048.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05460,HNEAP_RS05460,1,NC_013422.1,1172534,1173697,+,,phosphoesterase DHHA1,0.5593,22,1163,1172650.3,1173580.7,2,0.0021496130696474634,0.055077647274303684,0.055077647274303684,10.719239599818529
HNEAP_RS05485,HNEAP_RS05485,5,NC_013422.1,1179338,1179414,+,,tRNA-Met,0.5974,4,76,1179345.6,1179406.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05650,HNEAP_RS05650,1,NC_013422.1,1224683,1224997,-,,Na+/H+ antiporter subunit G,0.4952,3,314,1224714.4,1224965.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05655,HNEAP_RS05655,1,NC_013422.1,1225000,1225308,-,,K+/H+ antiporter subunit F,0.5049,11,308,1225030.8,1225277.2,2,0.008116883116883116,0.22814272096651453,0.22814272096651453,2.988622149338554
HNEAP_RS05660,HNEAP_RS05660,1,NC_013422.1,1225305,1225823,-,,Na+/H+ antiporter subunit E,0.5511,12,518,1225356.8,1225771.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05665,HNEAP_RS05665,1,NC_013422.1,1225820,1227442,-,,monovalent cation/H+ antiporter subunit D,0.5514,39,1622,1225982.2,1227279.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05670,HNEAP_RS05670,1,NC_013422.1,1227439,1227795,-,,Na+/H+ antiporter subunit C,0.5406,9,356,1227474.6,1227759.4,2,0.007022471910112359,0.18557053075512783,0.18557053075512783,4.235899256138916
HNEAP_RS05675,HNEAP_RS05675,1,NC_013422.1,1227795,1230626,-,,monovalent cation/H+ antiporter subunit A,0.5526,60,2831,1228078.1,1230342.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS05685,HNEAP_RS05685,1,NC_013422.1,1232325,1232879,+,,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,0.5586,8,554,1232380.4,1232823.6,0,0.0,0.0,0.0,13.36677499962062
