,locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,pvalInitial,pvalCorrected,length,inserts,lg,predictedInsertionRate
539,HNEAP_RS02725,HNEAP_RS02725,2,NC_013422.1,579028,579143,+,,5S ribosomal RNA,0.5776,2,0.00949275598843634,0.001358130958315854,115,0,66.424,0.05578899524181241
540,HNEAP_RS02730,HNEAP_RS02730,1,NC_013422.1,579270,579479,+,,hypothetical protein,0.5762,7,0.03219536067406446,0.0025113245336672247,209,3,120.42580000000001,0.055653772607916055
541,HNEAP_RS02735,HNEAP_RS02735,1,NC_013422.1,579584,580069,+,,hypothetical protein,0.5021,17,0.13230731962578704,0.022124557342463234,485,14,243.5185,0.048496631770973006
542,HNEAP_RS02740,HNEAP_RS02740,1,NC_013422.1,580090,580716,-,,cytochrome c,0.5104,21,0.25205429347660074,0.03639715595616366,626,21,319.5104,0.049298308814787146
543,HNEAP_RS02745,HNEAP_RS02745,1,NC_013422.1,580753,581355,-,,purine or other phosphorylase family 1,0.5124,16,0.9998016247881165,0.988599378103387,602,42,308.46479999999997,0.04949148400606765
544,HNEAP_RS02750,HNEAP_RS02750,1,NC_013422.1,581371,581889,-,,adenine phosphoribosyltransferase,0.5491,11,0.9358550749414277,0.5138293186917042,518,27,284.4338,0.053036248766065094
545,HNEAP_RS02755,HNEAP_RS02755,1,NC_013422.1,582064,582624,-,,Smr protein/MutS2,0.5472,8,0.365270434795003,0.03719092803505686,560,20,306.432,0.052852732334348604
546,HNEAP_RS02760,HNEAP_RS02760,1,NC_013422.1,582732,583496,+,,5'/3'-nucleotidase SurE,0.5791,12,0.8724482487312734,0.16322650062969568,764,36,442.4324,0.05593387663527279
547,HNEAP_RS02765,HNEAP_RS02765,1,NC_013422.1,583658,584272,+,,protein-L-isoaspartate(D-aspartate) O-methyltransferase,0.5561,16,0.9946320468236641,0.7935456105759664,614,37,341.4454,0.05371236193554688
548,HNEAP_RS02770,HNEAP_RS02770,1,NC_013422.1,584269,584856,+,,DedA family protein,0.5425,12,0.006934057086643277,7.577409675618283e-05,587,12,318.4475,0.05239877063483939
549,HNEAP_RS02775,HNEAP_RS02775,1,NC_013422.1,584866,585666,+,,hypothetical protein,0.5743,15,0.09059373999629,0.000457092772587642,800,24,459.44000000000005,0.055470256176199564
550,HNEAP_RS02780,HNEAP_RS02780,1,NC_013422.1,585700,586635,-,,WYL domain-containing protein,0.5214,23,1.926579353847474e-10,2.3993996441447226e-14,935,6,487.50899999999996,0.05036077236682997
551,HNEAP_RS02785,HNEAP_RS02785,1,NC_013422.1,586732,587064,+,,hypothetical protein,0.5045,8,0.14920416145619653,0.03622457056075876,332,9,167.49399999999997,0.04872844200050962
552,HNEAP_RS02790,HNEAP_RS02790,1,NC_013422.1,587087,588085,-,,zinc transporter ZntB,0.5245,22,0.78888000626766,0.19220803285865862,998,44,523.451,0.05066019391331477
553,HNEAP_RS02795,HNEAP_RS02795,1,NC_013422.1,588122,588712,-,,class I SAM-dependent methyltransferase,0.533,10,0.9984063354642584,0.9309747629390669,590,38,314.47,0.051481188476256955
554,HNEAP_RS02800,HNEAP_RS02800,1,NC_013422.1,588783,589244,-,,Fur family transcriptional regulator,0.539,8,0.9889980843701409,0.8284364752028759,461,28,248.479,0.052060714050098496
555,HNEAP_RS02805,HNEAP_RS02805,1,NC_013422.1,589563,590513,+,,MBL fold metallo-hydrolase,0.5205,20,0.2464802369366504,0.013603457301327672,950,33,494.47499999999997,0.05027384353075374
556,HNEAP_RS02810,HNEAP_RS02810,1,NC_013422.1,590651,591175,+,,hypothetical protein,0.5981,10,0.9691351504720538,0.4533944691358307,524,29,313.4044,0.05776904095243768
557,HNEAP_RS02815,HNEAP_RS02815,1,NC_013422.1,591175,591831,+,,hypothetical protein,0.5358,19,0.999368255246479,0.9496614562339509,656,43,351.48480000000006,0.05175163374404968
558,GFF559,,7,NC_013422.1,591909,592172,+,,hypothetical protein,0.5947,5,0.5273074136983825,0.10637515954062546,263,10,156.4061,0.057440643127260806
559,HNEAP_RS02825,HNEAP_RS02825,1,NC_013422.1,592488,593195,+,,hypothetical protein,0.5113,15,0.8523677962626262,0.41258285821041635,707,33,361.4891,0.04938523765086338
560,HNEAP_RS02830,HNEAP_RS02830,1,NC_013422.1,593331,594320,+,,sulfurtransferase,0.497,28,0.00540148422559083,9.619153876238254e-05,989,24,491.533,0.0480040350332077
561,HNEAP_RS02835,HNEAP_RS02835,1,NC_013422.1,594473,595366,-,,phosphoribulokinase,0.5201,21,7.459797038138358e-15,4.948678673944245e-19,893,1,464.4493,0.050235208492497636
562,HNEAP_RS02840,HNEAP_RS02840,5,NC_013422.1,596032,596107,+,,tRNA-Ala,0.6316,1,0.047963187029568956,0.008907493300395001,75,0,47.370000000000005,0.061004725406386295
563,HNEAP_RS02845,HNEAP_RS02845,5,NC_013422.1,596413,596502,-,,tRNA-Ser,0.5778,1,0.027206804295101042,0.006030528245665607,89,0,51.4242,0.05580831276094046
564,HNEAP_RS02850,HNEAP_RS02850,1,NC_013422.1,596841,597224,+,,peptidoglycan-associated lipoprotein,0.5312,14,0.01453861837714161,0.0007852995684933359,383,7,203.4496,0.05130733080410449
565,HNEAP_RS02855,HNEAP_RS02855,1,NC_013422.1,597323,600874,-,,exodeoxyribonuclease V subunit gamma,0.5611,60,0.9999999999944492,0.9932314284256922,3551,226,1992.4661,0.05419529991374817
566,HNEAP_RS02860,HNEAP_RS02860,1,NC_013422.1,600968,601996,-,,GGDEF domain-containing protein,0.5462,25,0.9653097530074795,0.41212185589016587,1028,52,561.4936,0.05275614473870834
567,HNEAP_RS02865,HNEAP_RS02865,1,NC_013422.1,602125,602694,-,,elongation factor P,0.5175,8,2.4095748291726248e-09,6.597131510077294e-12,569,1,294.4575,0.04998408074383297
568,HNEAP_RS02870,HNEAP_RS02870,1,NC_013422.1,602767,603915,-,,elongation factor P maturation arginine rhamnosyltransferase EarP,0.5753,13,0.9711854245791363,0.25098519734492303,1148,58,660.4444000000001,0.055566843771839826
569,HNEAP_RS02875,HNEAP_RS02875,1,NC_013422.1,603916,605412,-,,hypothetical protein,0.5531,31,0.9999999994342447,0.9995940965478273,1496,110,827.4376000000001,0.05342259914862612
570,HNEAP_RS02880,HNEAP_RS02880,1,NC_013422.1,605669,607567,+,,ABC transporter ATP-binding protein,0.5793,28,0.999979265507339,0.7383288738498286,1898,112,1099.5114,0.05595319415440085
571,HNEAP_RS02885,HNEAP_RS02885,1,NC_013422.1,607592,607960,+,,hypothetical protein,0.542,6,0.9999999869271717,0.9999870888274617,368,39,199.45600000000002,0.052350476837019266
572,HNEAP_RS02890,HNEAP_RS02890,1,NC_013422.1,608062,608937,+,,RNA polymerase sigma factor RpoH,0.5582,10,1.516007324761285e-14,4.4179532864942514e-20,875,1,488.425,0.053915195886391425
573,HNEAP_RS02895,HNEAP_RS02895,1,NC_013422.1,608986,609618,-,,MarC family protein,0.564,8,0.8177411914583086,0.19555183270599402,632,29,356.448,0.05447540394110491
574,HNEAP_RS02900,HNEAP_RS02900,1,NC_013422.1,609765,610328,+,,phosphatidylethanolamine N-methyltransferase,0.5567,10,0.20606529010165633,0.009845805229834428,563,18,313.4221,0.05377031449293104
575,HNEAP_RS02905,HNEAP_RS02905,1,NC_013422.1,610397,610816,-,,biopolymer transporter ExbD,0.4548,19,0.14949350466132322,0.07318559235498465,419,12,190.56119999999999,0.043928038497188855
576,HNEAP_RS02910,HNEAP_RS02910,1,NC_013422.1,610822,611535,-,,MotA/TolQ/ExbB proton channel family protein,0.514,20,0.9981533928872748,0.9377962081120645,713,44,366.482,0.04964602415909207
577,HNEAP_RS12465,HNEAP_RS12465,1,NC_013422.1,611555,612193,-,,energy transducer TonB,0.5524,10,0.946573524331905,0.47247551916497815,638,33,352.4312,0.053354987831677934
578,HNEAP_RS02920,HNEAP_RS02920,1,NC_013422.1,612638,614902,+,,catecholate siderophore receptor Fiu,0.5263,80,0.984761158660153,0.33455899017994634,2264,110,1191.5432,0.050834051585467235
579,HNEAP_RS02925,HNEAP_RS02925,1,NC_013422.1,614994,615671,+,,Fe2+-dependent dioxygenase,0.5383,14,0.7672413561183227,0.2104044384579678,677,30,364.4291,0.05199310273315032
580,HNEAP_RS12165,HNEAP_RS12165,1,NC_013422.1,615656,618205,+,,hypothetical protein,0.5643,53,0.9936471018371613,0.13844581123274288,2549,126,1438.4007000000001,0.054504380219797
581,HNEAP_RS02935,HNEAP_RS02935,1,NC_013422.1,618276,620030,-,,glucan biosynthesis protein D,0.5726,34,0.7670139613576038,0.010253644945952916,1754,75,1004.3404,0.055306057263611125
582,HNEAP_RS02940,HNEAP_RS02940,1,NC_013422.1,620062,622176,-,,glucans biosynthesis glucosyltransferase MdoH,0.5745,34,0.9991862193043174,0.36348110855328014,2114,113,1214.493,0.055489573695327615
583,HNEAP_RS02945,HNEAP_RS02945,1,NC_013422.1,622173,622466,-,,hypothetical protein,0.5748,4,0.9927863806616998,0.8591401360035613,293,20,168.41639999999998,0.05551854997401969
584,HNEAP_RS02950,HNEAP_RS02950,1,NC_013422.1,622463,624070,-,,glucan biosynthesis protein G,0.5541,31,0.999999997810027,0.9987726687038192,1607,114,890.4387,0.053519186744266374
585,HNEAP_RS02955,HNEAP_RS02955,1,NC_013422.1,624563,628069,+,,DNA polymerase III subunit alpha,0.578,62,2.171938491423741e-62,3.386978943517866e-88,3506,0,2026.4679999999998,0.055827630280068506
586,HNEAP_RS02960,HNEAP_RS02960,1,NC_013422.1,628185,628421,+,,DUF465 domain-containing protein,0.3966,6,0.04087669363130401,0.05043474169591694,236,4,93.5976,0.03830664043092591
587,HNEAP_RS02965,HNEAP_RS02965,1,NC_013422.1,628854,629573,-,,hypothetical protein,0.5167,23,4.4329109127574365e-06,1.2858261675551717e-08,719,8,371.50730000000004,0.04990681066732077
588,HNEAP_RS02970,HNEAP_RS02970,1,NC_013422.1,629551,630921,-,,sulfite dehydrogenase,0.5208,26,0.06236186128423088,0.00041823256026105076,1370,43,713.4960000000001,0.05030281980944582
589,HNEAP_RS02975,HNEAP_RS02975,1,NC_013422.1,631283,631774,+,,molybdenum cofactor biosynthesis protein MoaE,0.5833,4,0.1794345474446059,0.005334184462240975,491,15,286.4003,0.05633954453696188
590,HNEAP_RS02980,HNEAP_RS02980,1,NC_013422.1,631803,633038,+,,molybdopterin molybdenumtransferase MoeA,0.585,21,0.9990163765830813,0.5905937800363954,1235,71,722.4749999999999,0.05650374344955031
591,HNEAP_RS02985,HNEAP_RS02985,1,NC_013422.1,633026,633514,+,,cyclic pyranopterin monophosphate synthase MoaC,0.5746,9,0.9649099309365406,0.5443778820916171,488,27,280.4048,0.05549923245489165
592,HNEAP_RS02990,HNEAP_RS02990,1,NC_013422.1,634043,635029,+,,GTP 3' 8-cyclase MoaA,0.5613,17,0.40405190330447854,0.009566799568293018,986,37,553.4418000000001,0.05421461743287623
593,HNEAP_RS02995,HNEAP_RS02995,1,NC_013422.1,635192,636610,-,,protoporphyrinogen oxidase,0.5666,25,2.0404170568980278e-22,7.557424727540009e-32,1418,2,803.4388,0.054726531689769584
594,HNEAP_RS03000,HNEAP_RS03000,1,NC_013422.1,636735,637685,+,,complex I NDUFA9 subunit family protein,0.5563,21,0.9983573183639933,0.7861974230056653,950,56,528.485,0.053731679454674934
595,HNEAP_RS03005,HNEAP_RS03005,1,NC_013422.1,637943,638485,+,,membrane protein,0.5138,11,0.42468124896306164,0.09903228316211861,542,20,278.4796,0.04962670663996402
596,HNEAP_RS03010,HNEAP_RS03010,1,NC_013422.1,638544,639821,+,,membrane protein,0.5618,30,0.9174687720448281,0.1377831832438425,1277,60,717.4186,0.05426291123069635
597,HNEAP_RS03015,HNEAP_RS03015,1,NC_013422.1,639959,641236,-,,pyridine nucleotide-disulfide oxidoreductase,0.5274,32,0.9512928957387181,0.37925131529956546,1277,62,673.4898,0.05094029794067151
598,HNEAP_RS03020,HNEAP_RS03020,1,NC_013422.1,641228,641461,+,,hypothetical protein,0.4829,5,0.17968137251378277,0.07923487501531105,233,6,112.5157,0.04664214993468008
599,HNEAP_RS03025,HNEAP_RS03025,1,NC_013422.1,641526,642506,-,,50S ribosomal protein L3 N(5)-glutamine methyltransferase,0.5596,24,0.9999999900286795,0.9994667082832754,980,77,548.408,0.05405041852028779
600,HNEAP_RS03030,HNEAP_RS03030,1,NC_013422.1,642601,643512,+,,phosphatidylserine decarboxylase,0.5735,18,3.669318634328183e-15,1.5473498443772237e-21,911,1,522.4585,0.055392986099687354
601,HNEAP_RS03035,HNEAP_RS03035,1,NC_013422.1,643647,645275,+,,hypothetical protein,0.5285,36,0.9459382760828307,0.2673528648552317,1628,77,860.3979999999999,0.05104654429587579
602,HNEAP_RS03040,HNEAP_RS03040,1,NC_013422.1,645268,647349,+,,diguanylate cyclase,0.5264,40,0.7830888185612992,0.04905708965613083,2081,89,1095.4384,0.050843710345031254
603,HNEAP_RS03045,HNEAP_RS03045,1,NC_013422.1,647365,647769,+,,dihydroneopterin aldolase,0.5383,9,7.269021476472018e-05,8.857380561246205e-07,404,3,217.4732,0.05199310273315031
604,HNEAP_RS03050,HNEAP_RS03050,1,NC_013422.1,647796,648992,+,,SAM-dependent methyltransferase,0.5906,20,4.651177234481655e-20,2.2741294177196477e-29,1196,1,706.3576,0.057044633985135755
605,HNEAP_RS03055,HNEAP_RS03055,1,NC_013422.1,649140,649949,+,,TatD family deoxyribonuclease,0.5765,16,0.3271410070305842,0.006006766639987799,809,29,466.3885,0.05568274888660813
606,HNEAP_RS03060,HNEAP_RS03060,1,NC_013422.1,649968,650939,+,,thiamine-phosphate kinase,0.5916,18,8.359032278101218e-18,1.540621924921724e-25,971,0,574.4436000000001,0.05714122158077601
607,HNEAP_RS03065,HNEAP_RS03065,1,NC_013422.1,650943,651485,+,,phosphatidylglycerophosphatase A,0.5672,5,0.05479127106923606,0.0008512821981316919,542,14,307.42240000000004,0.05478448424715374
608,HNEAP_RS03070,HNEAP_RS03070,1,NC_013422.1,651557,652030,+,,hypothetical protein,0.5612,6,0.938149651598889,0.500842936577907,473,25,265.4476,0.0542049586733122
609,HNEAP_RS03075,HNEAP_RS03075,1,NC_013422.1,652259,652585,-,,hypothetical protein,0.4862,9,0.9985113145508194,0.9880073238842516,326,24,158.5012,0.04696088900029293
610,HNEAP_RS03080,HNEAP_RS03080,1,NC_013422.1,652749,654206,+,,IMP dehydrogenase,0.5761,27,2.3683182243925897e-26,5.925195433943682e-37,1457,0,839.3776999999999,0.055644113848352016
611,HNEAP_RS03085,HNEAP_RS03085,1,NC_013422.1,654431,656017,+,,glutamine-hydrolyzing GMP synthase,0.5841,21,1.2752692090170602e-28,1.0031973400589718e-40,1586,0,926.3825999999999,0.05641681461347407
612,HNEAP_RS12470,HNEAP_RS12470,1,NC_013422.1,656235,656378,-,,DUF3096 domain-containing protein,0.4375,8,0.6593542960773251,0.5993095588222226,143,6,62.5625,0.04225707309261241
613,HNEAP_RS03090,HNEAP_RS03090,1,NC_013422.1,656645,657106,+,,nucleoside deaminase,0.5931,6,1.5636943899953042e-07,4.4847798025227556e-11,461,1,273.41909999999996,0.057286102974236384
614,HNEAP_RS03095,HNEAP_RS03095,1,NC_013422.1,657394,658848,+,,type I restriction-modification protein subunit M,0.5533,27,0.9999999999730907,0.9999362572835888,1454,112,804.4982,0.053441916667754163
615,HNEAP_RS12170,HNEAP_RS12170,1,NC_013422.1,658845,660050,+,,restriction modification system DNA specificity domain-containing protein,0.495,34,0.10714753626157247,0.00515892083591529,1205,39,596.475,0.047810859841927185
616,HNEAP_RS03110,HNEAP_RS03110,1,NC_013422.1,660063,661481,+,,hypothetical protein,0.5215,38,0.9998420011268061,0.9409226531536838,1418,84,739.487,0.050370431126394
617,HNEAP_RS03115,HNEAP_RS03115,1,NC_013422.1,661782,664133,+,,restriction endonuclease subunit R,0.5574,43,0.8994385582033106,0.024656654377089145,2351,105,1310.4474,0.05383792580987922
618,HNEAP_RS03120,HNEAP_RS03120,5,NC_013422.1,664507,664583,-,,tRNA-Arg,0.6104,3,0.9999911659884946,0.9995243715673671,76,12,46.39040000000001,0.058957068378812844
619,HNEAP_RS12475,HNEAP_RS12475,1,NC_013422.1,664629,664817,-,,CPXCG motif-containing cysteine-rich protein,0.5661,4,0.37935725006408283,0.10680784509230924,188,6,106.42680000000001,0.05467823789194946
620,HNEAP_RS03130,HNEAP_RS03130,1,NC_013422.1,664969,666234,-,,isocitrate dehydrogenase (NADP(+)),0.5735,23,3.005298593479838e-21,3.705394857420709e-30,1265,1,725.4775,0.05539298609968736
621,HNEAP_RS03135,HNEAP_RS03135,1,NC_013422.1,666614,666904,+,,co-chaperone GroES,0.5464,4,7.934344652091198e-06,1.4837220918262974e-07,290,0,158.456,0.052775462257836386
622,HNEAP_RS03140,HNEAP_RS03140,1,NC_013422.1,666956,668590,+,,chaperonin GroEL,0.5511,25,1.8255049508341006e-29,1.527303540059748e-39,1634,0,900.4974000000001,0.053229423957345604
623,HNEAP_RS03145,HNEAP_RS03145,1,NC_013422.1,668711,671287,-,,DUF3417 domain-containing protein,0.5452,53,0.9999172081480913,0.7004104196876084,2576,141,1404.4352000000001,0.05265955714306809
624,HNEAP_RS03150,HNEAP_RS03150,1,NC_013422.1,671632,672495,+,,flagellin,0.5162,24,0.9994896659933076,0.9598173665969109,863,54,445.4806,0.04985851686950063
625,HNEAP_RS03155,HNEAP_RS03155,1,NC_013422.1,672599,673006,+,,flagellar protein FlaG,0.5074,8,0.8055627449297704,0.47289275208277803,407,19,206.5118,0.04900854602786637
626,HNEAP_RS03160,HNEAP_RS03160,1,NC_013422.1,673053,674459,+,,flagellar hook-associated 2 domain-containing protein,0.4989,48,0.7843040653766044,0.2202901910229262,1406,61,701.4534,0.048187551464924185
627,HNEAP_RS03165,HNEAP_RS03165,1,NC_013422.1,674545,674991,+,,flagellar export chaperone FliS,0.5459,8,0.3061950102514416,0.038225747289361484,446,15,243.47140000000002,0.052727168460016266
628,HNEAP_RS03170,HNEAP_RS03170,1,NC_013422.1,675015,675380,+,,hypothetical protein,0.582,5,0.9999260782002635,0.9844112041523512,365,30,212.42999999999998,0.05621398066262954
629,HNEAP_RS03175,HNEAP_RS03175,1,NC_013422.1,675468,678083,-,,hypothetical protein,0.5428,45,0.999999994678421,0.9924418733487633,2615,165,1419.4219999999998,0.052427746913531456
630,HNEAP_RS03180,HNEAP_RS03180,1,NC_013422.1,678371,679375,+,,NAD-dependent dehydratase,0.5562,24,0.9921660655553127,0.5942782723757218,1004,55,558.4248,0.05372202069511091
631,HNEAP_RS03185,HNEAP_RS03185,1,NC_013422.1,679368,680522,+,,aminotransferase DegT,0.5983,18,0.8758160418504075,0.04450733301094907,1154,53,690.4382,0.057788358471565736
632,HNEAP_RS03190,HNEAP_RS03190,1,NC_013422.1,680522,681700,+,,UDP-N-acetylglucosamine 2-epimerase (hydrolyzing),0.609,12,0.17597392661586705,6.395919978843787e-05,1178,40,717.4019999999999,0.058821845744916466
633,HNEAP_RS03195,HNEAP_RS03195,1,NC_013422.1,681767,682846,+,,N-acetylneuraminate synthase,0.6019,10,0.5513542116687583,0.004397297926784331,1079,43,649.4501,0.05813607381587066
634,HNEAP_RS03200,HNEAP_RS03200,1,NC_013422.1,682839,683474,+,,sugar O-acyltransferase  sialic acid O-acetyltransferase NeuD family,0.6053,13,0.2990460291705632,0.0042489771575546995,635,22,384.36549999999994,0.05846447164104752
635,HNEAP_RS03205,HNEAP_RS03205,1,NC_013422.1,683486,684547,+,,alcohol dehydrogenase,0.5847,21,0.11332433614404544,0.00013775249695665561,1061,34,620.3667,0.05647476717085824
636,HNEAP_RS03210,HNEAP_RS03210,1,NC_013422.1,684540,685226,+,,acylneuraminate cytidylyltransferase family protein,0.6114,10,0.17856756472903815,0.0008309663942180495,686,22,419.42040000000003,0.0590536559744531
637,HNEAP_RS03215,HNEAP_RS03215,1,NC_013422.1,685312,687018,-,,proline--tRNA ligase,0.5934,24,9.886776734179858e-31,1.8593090625117832e-44,1706,0,1012.3404,0.05731507925292847
638,HNEAP_RS03220,HNEAP_RS03220,1,NC_013422.1,687242,687709,-,,DUF4124 domain-containing protein,0.5085,10,0.3250157358545597,0.07873227144583557,467,16,237.46949999999998,0.04911479238307065
639,HNEAP_RS03225,HNEAP_RS03225,1,NC_013422.1,687958,688896,+,,LysR family transcriptional regulator,0.5016,24,0.76645612867542,0.27925437099689154,938,41,470.5008,0.048448337973152886
640,HNEAP_RS03230,HNEAP_RS03230,1,NC_013422.1,689375,689944,-,,DUF302 domain-containing protein,0.5105,17,0.05774468985765277,0.004465213642189048,569,15,290.4745,0.049307967574351165
641,HNEAP_RS03235,HNEAP_RS03235,1,NC_013422.1,690099,690722,+,,amino acid-binding ACT domain-containing protein,0.5192,18,0.9976471303654856,0.9312494326790891,623,39,323.4616,0.0501482796564214
642,HNEAP_RS03240,HNEAP_RS03240,1,NC_013422.1,690756,691232,+,,peroxiredoxin,0.5262,11,0.2958524457171942,0.047920813200467496,476,16,250.4712,0.0508243928259032
643,HNEAP_RS03245,HNEAP_RS03245,1,NC_013422.1,691279,692709,+,,phosphate starvation protein PhoH,0.5632,21,0.044434299434894915,1.418991975435969e-05,1430,44,805.3760000000001,0.05439813386459271
644,HNEAP_RS03250,HNEAP_RS03250,1,NC_013422.1,692802,695087,-,,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,0.5927,32,6.185555365125144e-39,4.406818808955845e-57,2285,1,1354.3195,0.0572474679359803
645,HNEAP_RS03255,HNEAP_RS03255,1,NC_013422.1,695263,695613,+,,hypothetical protein,0.547,6,0.582239517433349,0.17053829263254822,350,14,191.45000000000002,0.052833414815220546
646,HNEAP_RS03260,HNEAP_RS03260,1,NC_013422.1,695700,696620,-,,alpha/beta hydrolase,0.5451,20,0.8440962844024993,0.19165563702407395,920,42,501.492,0.05264989838350406
647,HNEAP_RS03265,HNEAP_RS03265,1,NC_013422.1,696750,697475,-,,ribonuclease T,0.5771,8,0.9999999897640236,0.9995901508359941,725,62,418.3975,0.055740701443992284
648,HNEAP_RS03270,HNEAP_RS03270,1,NC_013422.1,697487,698347,-,,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,0.5993,10,2.736616077511438e-14,2.8873121805851816e-21,860,1,515.398,0.05788494606720598
649,HNEAP_RS03275,HNEAP_RS03275,1,NC_013422.1,698414,699451,-,,TIGR00341 family protein,0.579,8,0.9999690175016408,0.9195158399868384,1037,68,600.423,0.05592421787570877
650,HNEAP_RS03280,HNEAP_RS03280,1,NC_013422.1,699454,701469,-,,ATP-dependent DNA helicase,0.5878,20,0.9997848864108816,0.43285784738376276,2015,112,1184.417,0.05677418871734303
651,HNEAP_RS12175,HNEAP_RS12175,1,NC_013422.1,701519,702229,-,,hypothetical protein,0.5809,7,0.8468296121037906,0.15009619454570056,710,33,412.43899999999996,0.05610773430742525
652,HNEAP_RS03290,HNEAP_RS03290,1,NC_013422.1,702343,704835,-,,penicillin-binding protein 1B,0.5628,51,0.9999977124113968,0.8354574938227789,2492,146,1402.4976,0.05435949882633661
653,HNEAP_RS03295,HNEAP_RS03295,1,NC_013422.1,704979,706514,+,,hypothetical protein,0.556,26,0.03576576215459381,1.009044893933041e-05,1535,47,853.46,0.053702703175982865
654,HNEAP_RS03300,HNEAP_RS03300,1,NC_013422.1,706695,706901,-,,glycine zipper 2TM domain-containing protein,0.6135,3,0.42544126581834574,0.0746248692363162,206,7,126.38100000000001,0.059256489925297647
655,HNEAP_RS03305,HNEAP_RS03305,1,NC_013422.1,707090,709735,-,,DNA mismatch repair protein MutS,0.6028,32,0.9982962545569933,0.06008651472863616,2645,135,1594.406,0.05822300265194689
656,HNEAP_RS03310,HNEAP_RS03310,1,NC_013422.1,710076,710870,-,,septum site-determining protein MinC,0.5535,17,0.36641232891914965,0.01654934818198251,794,29,439.479,0.053461234186882214
657,HNEAP_RS03315,HNEAP_RS03315,1,NC_013422.1,710959,711789,-,,cell division protein ZapD,0.5259,9,0.9510440906075981,0.5308274026580324,830,42,436.497,0.05079541654721113
658,HNEAP_RS03320,HNEAP_RS03320,1,NC_013422.1,711964,715680,-,,methionine synthase,0.5784,57,0.9999589624307131,0.21508605464060998,3716,196,2149.3344,0.05586626531832462
659,HNEAP_RS03325,HNEAP_RS03325,1,NC_013422.1,715754,716293,-,,DUF2062 domain-containing protein,0.5185,17,0.9964793928969558,0.9267916285062598,539,34,279.4715,0.05008066833947323
660,HNEAP_RS03330,HNEAP_RS03330,1,NC_013422.1,716377,717930,-,,MFS transporter,0.5386,25,0.8980932775143364,0.1435909708834269,1553,71,836.4458,0.052022079011842394
661,HNEAP_RS03335,HNEAP_RS03335,1,NC_013422.1,717952,719160,-,,HlyD family secretion protein,0.5393,29,0.9999838891153306,0.9752309391733581,1208,78,651.4744,0.052089690328790565
662,HNEAP_RS03340,HNEAP_RS03340,1,NC_013422.1,719129,719608,-,,MarR family transcriptional regulator,0.5167,6,2.9420925173106622e-05,4.359236674455287e-07,479,4,247.49930000000003,0.04990681066732077
663,HNEAP_RS03345,HNEAP_RS03345,1,NC_013422.1,720189,721838,+,,CTP synthase,0.5442,35,2.3766738579470138e-26,9.171528656229489e-36,1649,2,897.3858,0.05256296954742783
664,HNEAP_RS03350,HNEAP_RS03350,1,NC_013422.1,721835,722677,+,,3-deoxy-8-phosphooctulonate synthase,0.5753,9,1.5523662253064077e-15,1.2421436818275188e-21,842,0,484.4026,0.05556684377183982
665,HNEAP_RS03355,HNEAP_RS03355,1,NC_013422.1,722758,724038,+,,phosphopyruvate hydratase,0.5535,30,3.072536839424766e-23,2.8652256855811502e-31,1280,0,708.48,0.05346123418688222
666,HNEAP_RS03360,HNEAP_RS03360,1,NC_013422.1,724065,724481,+,,septum formation initiator,0.5468,5,0.031050518917861505,0.0012296057886016147,416,9,227.4688,0.052814097296092495
667,HNEAP_RS03365,HNEAP_RS03365,1,NC_013422.1,724547,725305,+,,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,0.5705,9,1.5064197665554376e-12,9.920365862623558e-18,758,1,432.439,0.05510322331276659
668,HNEAP_RS03370,HNEAP_RS03370,1,NC_013422.1,725322,725843,+,,2-C-methyl-D-erythritol 2 4-cyclodiphosphate synthase,0.59,7,1.7433469928223193e-07,2.790817832113687e-11,521,2,307.39,0.05698668142775159
669,HNEAP_RS03375,HNEAP_RS03375,1,NC_013422.1,726015,726611,-,,GGDEF domain-containing protein,0.5494,13,0.060533826357893256,0.0013500902490097104,596,16,327.4424,0.05306522504475717
670,HNEAP_RS03380,HNEAP_RS03380,1,NC_013422.1,726604,728736,-,,hypothetical protein,0.519,54,0.8102568675879257,0.0744301284764729,2132,92,1106.508,0.050128962137293356
671,HNEAP_RS03385,HNEAP_RS03385,1,NC_013422.1,728934,731243,-,,protein-disulfide reductase DsbD,0.5571,42,1.1397157753566605e-37,3.0000652591968153e-52,2309,2,1286.3439,0.053808949531187145
672,HNEAP_RS03390,HNEAP_RS03390,1,NC_013422.1,731472,731933,+,,hypothetical protein,0.526,11,0.34530707350973633,0.06519392213315998,461,16,242.48600000000002,0.05080507530677516
673,HNEAP_RS03395,HNEAP_RS03395,1,NC_013422.1,732262,732765,+,,pyridoxamine 5'-phosphate oxidase-like FMN-binding protein,0.5377,10,0.8939458496522671,0.4619804134979892,503,25,270.4631,0.05193515017576616
674,HNEAP_RS03400,HNEAP_RS03400,1,NC_013422.1,732823,733632,-,,cytochrome c assembly protein,0.5222,23,0.9994135128436531,0.9532436472906698,809,51,422.4598,0.05043804244334217
